journal_entry_id,gl_account_number,amount,debit_amount,credit_amount
JL2400904,11010005,-17.03,0.0,17.03
JL2400904,11010005,30.9,30.9,0.0
JL2400905,11010005,6908.0,6908.0,0.0
JL2400905,21500005,-6908.0,0.0,6908.0
JL2400906,11010005,-14.21,0.0,14.21
JL2400906,41100060,14.21,14.21,0.0
JL2400907,21500005,-6946.5,0.0,6946.5
JL2400907,11010005,6946.5,6946.5,0.0
JL2400908,11010005,-5842.76,0.0,5842.76
JL2400908,11010005,5842.76,5842.76,0.0
JL2400909,11010005,-4833.87,0.0,4833.87
JL2400909,11010005,0.0,0.0,0.0
JL2400909,11010005,4833.87,4833.87,0.0
JL2400909,11010005,0.0,0.0,0.0
JL2400910,11010005,-5560.41,0.0,5560.41
JL2400910,11010005,0.0,0.0,0.0
JL2400910,11010005,5560.41,5560.41,0.0
JL2400910,11010005,0.0,0.0,0.0
JL2400911,11010005,0.0,0.0,0.0
JL2400911,11010005,-5060.05,0.0,5060.05
JL2400911,11010005,0.0,0.0,0.0
JL2400911,11010005,5060.05,5060.05,0.0
JL2400912,11010005,-5588.94,0.0,5588.94
JL2400912,11010005,5588.94,5588.94,0.0
JL2400913,11010005,-4.87,0.0,4.87
JL2400913,41100060,4.87,4.87,0.0
JL2400914,11010005,6082.49,6082.49,0.0
JL2400914,21500005,-5750.4,0.0,5750.4
JL2400914,21210100,-68.53,0.0,68.53
JL2400914,21210310,-263.56,0.0,263.56
JL2400915,11010005,-349.38,0.0,349.38
JL2400915,11010005,1774.62,1774.62,0.0
JL2400915,11010005,349.38,349.38,0.0
JL2400915,11010005,-1774.62,0.0,1774.62
JL2400916,11010005,-2060.31,0.0,2060.31
JL2400916,11010005,0.0,0.0,0.0
JL2400916,11010005,0.0,0.0,0.0
JL2400916,11010005,2060.31,2060.31,0.0
JL2400917,11010005,1421.46,1421.46,0.0
JL2400917,11010005,-281.28,0.0,281.28
JL2400917,11010005,-1421.46,0.0,1421.46
JL2400917,11010005,281.28,281.28,0.0
JL2400918,11010005,0.0,0.0,0.0
JL2400918,11010005,-1300.78,0.0,1300.78
JL2400918,11010005,1300.78,1300.78,0.0
JL2400918,11010005,0.0,0.0,0.0
JL2400919,11010005,-5915.98,0.0,5915.98
JL2400919,11010005,5915.98,5915.98,0.0
JL2400920,11010005,-4615.03,0.0,4615.03
JL2400920,11010005,0.0,0.0,0.0
JL2400920,11010005,0.0,0.0,0.0
JL2400920,11010005,4615.03,4615.03,0.0
JL2400921,11010005,5793.95,5793.95,0.0
JL2400921,11010005,-5793.95,0.0,5793.95
JL2400922,11010005,6140.51,6140.51,0.0
JL2400922,11010005,-6140.51,0.0,6140.51
JL2400923,11010005,5969.67,5969.67,0.0
JL2400923,11010005,-5969.67,0.0,5969.67
JL2400924,11010005,6062.41,6062.41,0.0
JL2400924,11010005,-6062.41,0.0,6062.41
JL2400925,11010005,6096.58,6096.58,0.0
JL2400925,11010005,-6096.58,0.0,6096.58
JL2400926,11010005,-5511.67,0.0,5511.67
JL2400926,11010005,5511.67,5511.67,0.0
JL2400927,11010005,6047.77,6047.77,0.0
JL2400927,11010005,-6047.77,0.0,6047.77
JL2400928,11010005,0.0,0.0,0.0
JL2400928,11010005,-5428.01,0.0,5428.01
JL2400928,11010005,0.0,0.0,0.0
JL2400928,11010005,5428.01,5428.01,0.0
JL2400929,11010005,4776.72,4776.72,0.0
JL2400929,11010005,0.0,0.0,0.0
JL2400929,11010005,-4776.72,0.0,4776.72
JL2400929,11010005,0.0,0.0,0.0
JL2400930,11010005,-4932.68,0.0,4932.68
JL2400930,11010005,0.0,0.0,0.0
JL2400930,11010005,4932.68,4932.68,0.0
JL2400930,11010005,0.0,0.0,0.0
JL2400931,11010005,-5640.46,0.0,5640.46
JL2400931,11010005,0.0,0.0,0.0
JL2400931,11010005,5640.46,5640.46,0.0
JL2400931,11010005,0.0,0.0,0.0
JL2400932,11010005,-23.83,0.0,23.83
JL2400932,41100060,23.83,23.83,0.0
JL2400933,11010005,-229.43,0.0,229.43
JL2400933,11010005,0.0,0.0,0.0
JL2400933,11010005,0.0,0.0,0.0
JL2400933,11010005,229.43,229.43,0.0
JL2400934,11010005,-2317.19,0.0,2317.19
JL2400934,11010005,0.0,0.0,0.0
JL2400934,11010005,0.0,0.0,0.0
JL2400934,11010005,2317.19,2317.19,0.0
JL2400935,11010005,0.0,0.0,0.0
JL2400935,11010005,-2248.62,0.0,2248.62
JL2400935,11010005,2248.62,2248.62,0.0
JL2400935,11010005,0.0,0.0,0.0
JL2400936,11010005,5681.68,5681.68,0.0
JL2400936,11010005,-5681.68,0.0,5681.68
JL2400937,11010005,4443.88,4443.88,0.0
JL2400937,11010005,0.0,0.0,0.0
JL2400937,11010005,-4443.88,0.0,4443.88
JL2400937,11010005,0.0,0.0,0.0
JL2400938,11010005,-4436.25,0.0,4436.25
JL2400938,11010005,0.0,0.0,0.0
JL2400938,11010005,4436.25,4436.25,0.0
JL2400938,11010005,0.0,0.0,0.0
JL2400939,11010005,-3808.94,0.0,3808.94
JL2400939,11010005,0.0,0.0,0.0
JL2400939,11010005,0.0,0.0,0.0
JL2400939,11010005,0.0,0.0,0.0
JL2400939,11010005,0.0,0.0,0.0
JL2400939,11010005,1245.39,1245.39,0.0
JL2400939,11010005,3808.94,3808.94,0.0
JL2400939,11010005,-1245.39,0.0,1245.39
JL2400940,11010005,5920.86,5920.86,0.0
JL2400940,11010005,-5920.86,0.0,5920.86
JL2400941,11010005,5925.74,5925.74,0.0
JL2400941,11010005,-5925.74,0.0,5925.74
JL2400942,11010005,5998.96,5998.96,0.0
JL2400942,11010005,-5998.96,0.0,5998.96
JL2400943,11010005,-3663.26,0.0,3663.26
JL2400943,11010005,0.0,0.0,0.0
JL2400943,11010005,3663.26,3663.26,0.0
JL2400943,11010005,0.0,0.0,0.0
JL2400944,11010005,0.0,0.0,0.0
JL2400944,11010005,-51.81,0.0,51.81
JL2400944,11010005,-1938.31,0.0,1938.31
JL2400944,11010005,15.09,15.09,0.0
JL2400944,11010005,342.42,342.42,0.0
JL2400944,11010005,0.0,0.0,0.0
JL2400944,11010005,-342.42,0.0,342.42
JL2400944,11010005,55.31,55.31,0.0
JL2400944,11010005,1938.31,1938.31,0.0
JL2400944,11010005,-15.09,0.0,15.09
JL2400944,11010005,-55.31,0.0,55.31
JL2400944,11010005,51.81,51.81,0.0
JL2400945,11010005,-1594.16,0.0,1594.16
JL2400945,11010005,0.0,0.0,0.0
JL2400945,11010005,-66.35,0.0,66.35
JL2400945,11010005,0.0,0.0,0.0
JL2400945,11010005,45.27,45.27,0.0
JL2400945,11010005,1594.16,1594.16,0.0
JL2400945,11010005,66.35,66.35,0.0
JL2400945,11010005,-45.27,0.0,45.27
JL2400946,11010005,0.0,0.0,0.0
JL2400946,11010005,0.0,0.0,0.0
JL2400946,11010005,-36.35,0.0,36.35
JL2400946,11010005,-887.62,0.0,887.62
JL2400946,11010005,24.65,24.65,0.0
JL2400946,11010005,887.62,887.62,0.0
JL2400946,11010005,-24.65,0.0,24.65
JL2400946,11010005,36.35,36.35,0.0
JL2400947,11010005,6208.85,6208.85,0.0
JL2400947,11010005,-6208.85,0.0,6208.85
JL2400948,11010005,5959.91,5959.91,0.0
JL2400948,11010005,-5959.91,0.0,5959.91
JL2400949,11010005,-14.35,0.0,14.35
JL2400949,41100060,14.35,14.35,0.0
JL2400950,11010005,62.62,62.62,0.0
JL2400950,11010005,0.0,0.0,0.0
JL2400950,11010005,-106.34,0.0,106.34
JL2400950,11010005,0.0,0.0,0.0
JL2400950,11010005,-4652.39,0.0,4652.39
JL2400950,11010005,-62.62,0.0,62.62
JL2400950,11010005,197.52,197.52,0.0
JL2400950,11010005,106.34,106.34,0.0
JL2400950,11010005,-197.52,0.0,197.52
JL2400950,11010005,4652.39,4652.39,0.0
JL2400951,11010005,0.0,0.0,0.0
JL2400951,11010005,2060.31,2060.31,0.0
JL2400951,11010005,-2060.31,0.0,2060.31
JL2400951,11010005,0.0,0.0,0.0
JL2400952,11010005,-2058.39,0.0,2058.39
JL2400952,11010005,434.05,434.05,0.0
JL2400952,11010005,2058.39,2058.39,0.0
JL2400952,11010005,-434.05,0.0,434.05
JL2400953,11010005,0.0,0.0,0.0
JL2400953,11010005,0.0,0.0,0.0
JL2400953,11010005,-1300.78,0.0,1300.78
JL2400953,11010005,1300.78,1300.78,0.0
JL2400954,11010005,221.65,221.65,0.0
JL2400954,11010005,1300.83,1300.83,0.0
JL2400954,11010005,-221.65,0.0,221.65
JL2400954,11010005,-1300.83,0.0,1300.83
JL2400955,11010005,-4420.99,0.0,4420.99
JL2400955,11010005,0.0,0.0,0.0
JL2400955,11010005,4420.99,4420.99,0.0
JL2400955,11010005,0.0,0.0,0.0
JL2400956,11010005,-4652.39,0.0,4652.39
JL2400956,11010005,0.0,0.0,0.0
JL2400956,11010005,106.34,106.34,0.0
JL2400956,11010005,-62.62,0.0,62.62
JL2400956,11010005,0.0,0.0,0.0
JL2400956,11010005,-197.52,0.0,197.52
JL2400956,11010005,4652.39,4652.39,0.0
JL2400956,11010005,197.52,197.52,0.0
JL2400956,11010005,62.62,62.62,0.0
JL2400956,11010005,-106.34,0.0,106.34
JL2400957,11010005,-4652.56,0.0,4652.56
JL2400957,11010005,0.0,0.0,0.0
JL2400957,11010005,-106.34,0.0,106.34
JL2400957,11010005,0.0,0.0,0.0
JL2400957,11010005,-197.52,0.0,197.52
JL2400957,11010005,-62.62,0.0,62.62
JL2400957,11010005,4652.56,4652.56,0.0
JL2400957,11010005,197.52,197.52,0.0
JL2400957,11010005,106.34,106.34,0.0
JL2400957,11010005,62.62,62.62,0.0
JL2400958,11010005,0.0,0.0,0.0
JL2400958,11010005,-4803.76,0.0,4803.76
JL2400958,11010005,0.0,0.0,0.0
JL2400958,11010005,4803.76,4803.76,0.0
JL2400959,11010005,-154.85,0.0,154.85
JL2400959,11010005,-169.47,0.0,169.47
JL2400959,11010005,0.0,0.0,0.0
JL2400959,11010005,-15.41,0.0,15.41
JL2400959,11010005,-4.73,0.0,4.73
JL2400959,11010005,0.0,0.0,0.0
JL2400959,11010005,15.41,15.41,0.0
JL2400959,11010005,154.85,154.85,0.0
JL2400959,11010005,4.73,4.73,0.0
JL2400959,11010005,169.47,169.47,0.0
JL2400959,11010005,0.0,0.0,0.0
JL2400959,11010005,0.0,0.0,0.0
JL2400960,21210160,-14.47,0.0,14.47
JL2400960,21500005,-6633.0,0.0,6633.0
JL2400960,21210310,-410.04,0.0,410.04
JL2400960,40100020,6633.0,6633.0,0.0
JL2400960,40100020,410.04,410.04,0.0
JL2400960,40100020,14.47,14.47,0.0
JL2400961,11010005,-5034.53,0.0,5034.53
JL2400961,11010005,0.0,0.0,0.0
JL2400961,11010005,5034.53,5034.53,0.0
JL2400961,11010005,0.0,0.0,0.0
JL2400962,11010005,0.0,0.0,0.0
JL2400962,11010005,-4608.12,0.0,4608.12
JL2400962,11010005,0.0,0.0,0.0
JL2400962,11010005,4608.12,4608.12,0.0
JL2400963,11010005,-5374.58,0.0,5374.58
JL2400963,11010005,0.0,0.0,0.0
JL2400963,11010005,5374.58,5374.58,0.0
JL2400963,11010005,0.0,0.0,0.0
JL2400964,11010005,-4549.66,0.0,4549.66
JL2400964,11010005,0.0,0.0,0.0
JL2400964,11010005,4549.66,4549.66,0.0
JL2400964,11010005,0.0,0.0,0.0
JL2400965,11010005,-4646.05,0.0,4646.05
JL2400965,11010005,0.0,0.0,0.0
JL2400965,11010005,4646.05,4646.05,0.0
JL2400965,11010005,0.0,0.0,0.0
JL2400966,11010005,4306.56,4306.56,0.0
JL2400966,11010005,0.0,0.0,0.0
JL2400966,11010005,-4306.56,0.0,4306.56
JL2400966,11010005,0.0,0.0,0.0
JL2400967,11010005,-4878.96,0.0,4878.96
JL2400967,11010005,0.0,0.0,0.0
JL2400967,11010005,4878.96,4878.96,0.0
JL2400967,11010005,0.0,0.0,0.0
JL2400968,11010005,0.0,0.0,0.0
JL2400968,11010005,-1861.46,0.0,1861.46
JL2400968,11010005,0.0,0.0,0.0
JL2400968,11010005,1861.46,1861.46,0.0
JL2400969,11010005,0.0,0.0,0.0
JL2400969,11010005,-935.13,0.0,935.13
JL2400969,11010005,0.0,0.0,0.0
JL2400969,11010005,935.13,935.13,0.0
JL2400970,11010005,0.0,0.0,0.0
JL2400970,11010005,-1886.52,0.0,1886.52
JL2400970,11010005,0.0,0.0,0.0
JL2400970,11010005,1886.52,1886.52,0.0
JL2400971,11010005,-4646.19,0.0,4646.19
JL2400971,11010005,0.0,0.0,0.0
JL2400971,11010005,4646.19,4646.19,0.0
JL2400971,11010005,0.0,0.0,0.0
JL2400972,21210310,0.02,0.02,0.0
JL2400972,41100020,-0.02,0.0,0.02
JL2400973,11010005,5862.28,5862.28,0.0
JL2400973,11010005,-5862.28,0.0,5862.28
JL2400974,11010005,6174.68,6174.68,0.0
JL2400974,11010005,-6174.68,0.0,6174.68
JL2400975,11010005,-52.71,0.0,52.71
JL2400975,11010005,-85.0,0.0,85.0
JL2400975,11010005,0.0,0.0,0.0
JL2400975,11010005,-1178.85,0.0,1178.85
JL2400975,11010005,1178.85,1178.85,0.0
JL2400975,11010005,52.71,52.71,0.0
JL2400975,11010005,85.0,85.0,0.0
JL2400975,11010005,0.0,0.0,0.0
JL2400976,11010005,-4814.34,0.0,4814.34
JL2400976,11010005,0.0,0.0,0.0
JL2400976,11010005,4814.34,4814.34,0.0
JL2400976,11010005,0.0,0.0,0.0
JL2400977,11010005,0.0,0.0,0.0
JL2400977,11010005,-69.98,0.0,69.98
JL2400977,11010005,-1780.15,0.0,1780.15
JL2400977,11010005,-50.8,0.0,50.8
JL2400977,11010005,0.0,0.0,0.0
JL2400977,11010005,50.8,50.8,0.0
JL2400977,11010005,1780.15,1780.15,0.0
JL2400977,11010005,69.98,69.98,0.0
JL2400978,11010005,-49.99,0.0,49.99
JL2400978,11010005,0.0,0.0,0.0
JL2400978,11010005,-1265.88,0.0,1265.88
JL2400978,11010005,-35.21,0.0,35.21
JL2400978,11010005,0.0,0.0,0.0
JL2400978,11010005,35.21,35.21,0.0
JL2400978,11010005,49.99,49.99,0.0
JL2400978,11010005,1265.88,1265.88,0.0
JL2400979,11010005,0.0,0.0,0.0
JL2400979,11010005,-70.89,0.0,70.89
JL2400979,11010005,-1770.92,0.0,1770.92
JL2400979,11010005,-50.05,0.0,50.05
JL2400979,11010005,0.0,0.0,0.0
JL2400979,11010005,50.05,50.05,0.0
JL2400979,11010005,1770.92,1770.92,0.0
JL2400979,11010005,70.89,70.89,0.0
JL2400980,11010005,0.0,0.0,0.0
JL2400980,11010005,-31.81,0.0,31.81
JL2400980,11010005,-713.16,0.0,713.16
JL2400980,11010005,-20.87,0.0,20.87
JL2400980,11010005,0.0,0.0,0.0
JL2400980,11010005,20.87,20.87,0.0
JL2400980,11010005,713.16,713.16,0.0
JL2400980,11010005,31.81,31.81,0.0
JL2400981,11010005,-75.95,0.0,75.95
JL2400981,11010005,0.0,0.0,0.0
JL2400981,11010005,-44.53,0.0,44.53
JL2400981,11010005,-1035.78,0.0,1035.78
JL2400981,11010005,75.95,75.95,0.0
JL2400981,11010005,1035.78,1035.78,0.0
JL2400981,11010005,44.53,44.53,0.0
JL2400981,11010005,0.0,0.0,0.0
JL2400982,11010005,-25.65,0.0,25.65
JL2400982,11010005,-38.17,0.0,38.17
JL2400982,11010005,-907.66,0.0,907.66
JL2400982,11010005,0.0,0.0,0.0
JL2400982,11010005,0.0,0.0,0.0
JL2400982,11010005,25.65,25.65,0.0
JL2400982,11010005,38.17,38.17,0.0
JL2400982,11010005,907.66,907.66,0.0
JL2400983,21500005,-101403.1,0.0,101403.1
JL2400983,11010005,101403.1,101403.1,0.0
JL2400984,11010005,-5288.42,0.0,5288.42
JL2400984,11010005,0.0,0.0,0.0
JL2400984,11010005,5288.42,5288.42,0.0
JL2400984,11010005,0.0,0.0,0.0
JL2400985,11010005,6111.22,6111.22,0.0
JL2400985,11010005,-6111.22,0.0,6111.22
JL2400986,11010005,-4440.07,0.0,4440.07
JL2400986,11010005,0.0,0.0,0.0
JL2400986,11010005,4440.07,4440.07,0.0
JL2400986,11010005,0.0,0.0,0.0
JL2400987,11010005,-4565.37,0.0,4565.37
JL2400987,11010005,0.0,0.0,0.0
JL2400987,11010005,4565.37,4565.37,0.0
JL2400987,11010005,0.0,0.0,0.0
JL2400988,11010005,-4318.0,0.0,4318.0
JL2400988,11010005,0.0,0.0,0.0
JL2400988,11010005,4318.0,4318.0,0.0
JL2400988,11010005,0.0,0.0,0.0
JL2400989,11010005,106.34,106.34,0.0
JL2400989,11010005,-106.34,0.0,106.34
JL2400989,11010005,-4673.3,0.0,4673.3
JL2400989,11010005,-198.51,0.0,198.51
JL2400989,11010005,198.51,198.51,0.0
JL2400989,11010005,0.0,0.0,0.0
JL2400989,11010005,62.87,62.87,0.0
JL2400989,11010005,4673.3,4673.3,0.0
JL2400989,11010005,-62.87,0.0,62.87
JL2400989,11010005,0.0,0.0,0.0
JL2400990,11010005,0.0,0.0,0.0
JL2400990,11010005,-4585.02,0.0,4585.02
JL2400990,11010005,0.0,0.0,0.0
JL2400990,11010005,4585.02,4585.02,0.0
JL2400991,11010005,-4340.89,0.0,4340.89
JL2400991,11010005,0.0,0.0,0.0
JL2400991,11010005,4340.89,4340.89,0.0
JL2400991,11010005,0.0,0.0,0.0
JL2400992,11010005,-2136.42,0.0,2136.42
JL2400992,11010005,0.0,0.0,0.0
JL2400992,11010005,-87.25,0.0,87.25
JL2400992,11010005,-59.86,0.0,59.86
JL2400992,11010005,0.0,0.0,0.0
JL2400992,11010005,2136.42,2136.42,0.0
JL2400992,11010005,87.25,87.25,0.0
JL2400992,11010005,59.86,59.86,0.0
JL2400993,21410200,73968.07,73968.07,0.0
JL2400993,21410500,1092.84,1092.84,0.0
JL2400993,21410510,-1092.84,0.0,1092.84
JL2400993,21410010,-248527.29,0.0,248527.29
JL2400993,21410100,174559.22,174559.22,0.0
JL2400994,11010005,-1362.78,0.0,1362.78
JL2400994,11010005,0.0,0.0,0.0
JL2400994,11010005,0.0,0.0,0.0
JL2400994,11010005,-75.44,0.0,75.44
JL2400994,11010005,-731.34,0.0,731.34
JL2400994,11010005,75.44,75.44,0.0
JL2400994,11010005,731.34,731.34,0.0
JL2400994,11010005,-20.98,0.0,20.98
JL2400994,11010005,20.98,20.98,0.0
JL2400994,11010005,1362.78,1362.78,0.0
JL2400995,11010005,-9.58,0.0,9.58
JL2400995,41100060,9.58,9.58,0.0
JL2400996,11010005,0.0,0.0,0.0
JL2400996,11010005,-1747.4,0.0,1747.4
JL2400996,11010005,0.0,0.0,0.0
JL2400996,11010005,1747.4,1747.4,0.0
JL2400997,11010005,-931.93,0.0,931.93
JL2400997,11010005,0.0,0.0,0.0
JL2400997,11010005,931.93,931.93,0.0
JL2400997,11010005,0.0,0.0,0.0
JL2400998,11010005,0.0,0.0,0.0
JL2400998,11010005,-1872.89,0.0,1872.89
JL2400998,11010005,0.0,0.0,0.0
JL2400998,11010005,1872.89,1872.89,0.0
JL2400999,11010005,-1964.91,0.0,1964.91
JL2400999,11010005,0.0,0.0,0.0
JL2400999,11010005,0.0,0.0,0.0
JL2400999,11010005,-54.83,0.0,54.83
JL2400999,11010005,81.8,81.8,0.0
JL2400999,11010005,1964.91,1964.91,0.0
JL2400999,11010005,54.83,54.83,0.0
JL2400999,11010005,-81.8,0.0,81.8
JL2401000,11010005,-55.33,0.0,55.33
JL2401000,11010005,0.0,0.0,0.0
JL2401000,11010005,-1967.55,0.0,1967.55
JL2401000,11010005,-79.07,0.0,79.07
JL2401000,11010005,0.0,0.0,0.0
JL2401000,11010005,1967.55,1967.55,0.0
JL2401000,11010005,79.07,79.07,0.0
JL2401000,11010005,55.33,55.33,0.0
JL2401001,11010005,5627.99,5627.99,0.0
JL2401001,11010005,-5627.99,0.0,5627.99
JL2401002,11010005,6160.03,6160.03,0.0
JL2401002,11010005,-6160.03,0.0,6160.03
JL2401003,11010005,5750.02,5750.02,0.0
JL2401003,11010005,-5750.02,0.0,5750.02
JL2401004,11010005,5984.31,5984.31,0.0
JL2401004,11010005,-5984.31,0.0,5984.31
JL2401005,11010005,5828.12,5828.12,0.0
JL2401005,11010005,-5828.12,0.0,5828.12
JL2401006,11010005,0.0,0.0,0.0
JL2401006,11010005,-1726.7,0.0,1726.7
JL2401006,11010005,0.0,0.0,0.0
JL2401006,11010005,1726.7,1726.7,0.0
JL2401007,11010005,-24.9,0.0,24.9
JL2401007,11010005,-36.35,0.0,36.35
JL2401007,11010005,-880.19,0.0,880.19
JL2401007,11010005,0.0,0.0,0.0
JL2401007,11010005,0.0,0.0,0.0
JL2401007,11010005,24.9,24.9,0.0
JL2401007,11010005,36.35,36.35,0.0
JL2401007,11010005,880.19,880.19,0.0
JL2401008,11010005,0.0,0.0,0.0
JL2401008,11010005,-1826.87,0.0,1826.87
JL2401008,11010005,0.0,0.0,0.0
JL2401008,11010005,1826.87,1826.87,0.0
JL2401009,11010005,-4440.07,0.0,4440.07
JL2401009,11010005,0.0,0.0,0.0
JL2401009,11010005,4440.07,4440.07,0.0
JL2401009,11010005,0.0,0.0,0.0
JL2401010,11010005,0.0,0.0,0.0
JL2401010,11010005,-4688.71,0.0,4688.71
JL2401010,11010005,0.0,0.0,0.0
JL2401010,11010005,4688.71,4688.71,0.0
JL2401011,11010005,5945.26,5945.26,0.0
JL2401011,11010005,-5945.26,0.0,5945.26
JL2401012,11010005,-4314.19,0.0,4314.19
JL2401012,11010005,0.0,0.0,0.0
JL2401012,11010005,4314.19,4314.19,0.0
JL2401012,11010005,0.0,0.0,0.0
JL2401013,11010005,-4827.11,0.0,4827.11
JL2401013,11010005,0.0,0.0,0.0
JL2401013,11010005,4827.11,4827.11,0.0
JL2401013,11010005,0.0,0.0,0.0
JL2401014,11010005,-4702.13,0.0,4702.13
JL2401014,11010005,0.0,0.0,0.0
JL2401014,11010005,4702.13,4702.13,0.0
JL2401014,11010005,0.0,0.0,0.0
JL2401015,11010005,0.0,0.0,0.0
JL2401015,41100060,0.0,0.0,0.0
JL2401016,11010005,0.0,0.0,0.0
JL2401016,41100060,0.0,0.0,0.0
JL2401017,11010005,0.0,0.0,0.0
JL2401017,11010005,-4309.52,0.0,4309.52
JL2401017,11010005,0.0,0.0,0.0
JL2401017,11010005,4309.52,4309.52,0.0
JL2401018,11010005,156.32,156.32,0.0
JL2401018,11010005,-44.2,0.0,44.2
JL2401018,11010005,0.0,0.0,0.0
JL2401018,11010005,-156.32,0.0,156.32
JL2401018,11010005,-2853.91,0.0,2853.91
JL2401018,11010005,-1529.07,0.0,1529.07
JL2401018,11010005,0.0,0.0,0.0
JL2401018,11010005,1529.07,1529.07,0.0
JL2401018,11010005,44.2,44.2,0.0
JL2401018,11010005,2853.91,2853.91,0.0
JL2401019,11010005,0.0,0.0,0.0
JL2401019,11010005,-29.99,0.0,29.99
JL2401019,11010005,-714.19,0.0,714.19
JL2401019,11010005,-20.87,0.0,20.87
JL2401019,11010005,0.0,0.0,0.0
JL2401019,11010005,20.87,20.87,0.0
JL2401019,11010005,714.19,714.19,0.0
JL2401019,11010005,29.99,29.99,0.0
JL2401020,11010005,0.0,0.0,0.0
JL2401020,11010005,-4735.53,0.0,4735.53
JL2401020,11010005,0.0,0.0,0.0
JL2401020,11010005,4735.53,4735.53,0.0
JL2401021,11010005,-4642.23,0.0,4642.23
JL2401021,11010005,0.0,0.0,0.0
JL2401021,11010005,4642.23,4642.23,0.0
JL2401021,11010005,0.0,0.0,0.0
JL2401022,11010005,0.0,0.0,0.0
JL2401022,11010005,-4548.91,0.0,4548.91
JL2401022,11010005,0.0,0.0,0.0
JL2401022,11010005,4548.91,4548.91,0.0
JL2401023,11010005,-4333.26,0.0,4333.26
JL2401023,11010005,0.0,0.0,0.0
JL2401023,11010005,4333.26,4333.26,0.0
JL2401023,11010005,0.0,0.0,0.0
JL2401024,11010005,-5565.6,0.0,5565.6
JL2401024,11010005,5565.6,5565.6,0.0
JL2401025,11010005,0.0,0.0,0.0
JL2401025,11010005,-54.53,0.0,54.53
JL2401025,11010005,-1423.32,0.0,1423.32
JL2401025,11010005,-40.24,0.0,40.24
JL2401025,11010005,0.0,0.0,0.0
JL2401025,11010005,40.24,40.24,0.0
JL2401025,11010005,1423.32,1423.32,0.0
JL2401025,11010005,54.53,54.53,0.0
JL2401026,11010005,0.0,0.0,0.0
JL2401026,11010005,-37.26,0.0,37.26
JL2401026,11010005,-892.96,0.0,892.96
JL2401026,11010005,-24.65,0.0,24.65
JL2401026,11010005,0.0,0.0,0.0
JL2401026,11010005,24.65,24.65,0.0
JL2401026,11010005,892.96,892.96,0.0
JL2401026,11010005,37.26,37.26,0.0
JL2401027,11010005,1063.14,1063.14,0.0
JL2401027,11010005,41.81,41.81,0.0
JL2401027,11010005,0.0,0.0,0.0
JL2401027,11010005,-41.81,0.0,41.81
JL2401027,11010005,-1063.14,0.0,1063.14
JL2401027,11010005,-29.68,0.0,29.68
JL2401027,11010005,0.0,0.0,0.0
JL2401027,11010005,29.68,29.68,0.0
JL2401028,11010005,-1165.96,0.0,1165.96
JL2401028,11010005,0.0,0.0,0.0
JL2401028,11010005,1165.96,1165.96,0.0
JL2401028,11010005,0.0,0.0,0.0
JL2401029,11010005,0.0,0.0,0.0
JL2401029,11010005,-4626.85,0.0,4626.85
JL2401029,11010005,0.0,0.0,0.0
JL2401029,11010005,4626.85,4626.85,0.0
JL2401030,11010005,0.0,0.0,0.0
JL2401030,11010005,-1268.55,0.0,1268.55
JL2401030,11010005,0.0,0.0,0.0
JL2401030,11010005,1268.55,1268.55,0.0
JL2401031,11010005,0.0,0.0,0.0
JL2401031,11010005,-1302.24,0.0,1302.24
JL2401031,11010005,0.0,0.0,0.0
JL2401031,11010005,1302.24,1302.24,0.0
JL2401032,11010005,0.0,0.0,0.0
JL2401032,11010005,-2067.07,0.0,2067.07
JL2401032,11010005,0.0,0.0,0.0
JL2401032,11010005,2067.07,2067.07,0.0
JL2401033,11010005,5920.86,5920.86,0.0
JL2401033,11010005,-5920.86,0.0,5920.86
JL2401034,11010005,-4.8,0.0,4.8
JL2401034,41100060,4.8,4.8,0.0
JL2401035,11010005,-4704.09,0.0,4704.09
JL2401035,11010005,0.0,0.0,0.0
JL2401035,11010005,4704.09,4704.09,0.0
JL2401035,11010005,0.0,0.0,0.0
JL2401036,11010005,-5048.71,0.0,5048.71
JL2401036,11010005,0.0,0.0,0.0
JL2401036,11010005,5048.71,5048.71,0.0
JL2401036,11010005,0.0,0.0,0.0
JL2401037,11010005,-4721.98,0.0,4721.98
JL2401037,11010005,0.0,0.0,0.0
JL2401037,11010005,4721.98,4721.98,0.0
JL2401037,11010005,0.0,0.0,0.0
JL2401038,11010005,4581.2,4581.2,0.0
JL2401038,11010005,-4581.2,0.0,4581.2
JL2401038,11010005,0.0,0.0,0.0
JL2401038,11010005,0.0,0.0,0.0
JL2401039,11010005,-4638.42,0.0,4638.42
JL2401039,11010005,4638.42,4638.42,0.0
JL2401039,11010005,0.0,0.0,0.0
JL2401039,11010005,0.0,0.0,0.0
JL2401040,21500005,-0.04,0.0,0.04
JL2401040,41100030,0.04,0.04,0.0
JL2401041,21210180,26277.19,26277.19,0.0
JL2401041,48100090,-26277.19,0.0,26277.19
JL2401042,11010005,4822.41,4822.41,0.0
JL2401042,11010005,-4822.41,0.0,4822.41
JL2401042,11010005,0.0,0.0,0.0
JL2401042,11010005,0.0,0.0,0.0
JL2401043,11010005,5512.76,5512.76,0.0
JL2401043,11010005,-5512.76,0.0,5512.76
JL2401044,11010005,5833.0,5833.0,0.0
JL2401044,11010005,-5833.0,0.0,5833.0
