journal_entry_id,posting_date,fiscal_year,prepared_by
300000756,08/03/2024,2024,BATCH_USER
300000757,08/03/2024,2024,BATCH_USER
300000758,08/03/2024,2024,BATCH_USER
300000759,08/03/2024,2024,BATCH_USER
300000760,08/03/2024,2024,BATCH_USER
300000761,08/03/2024,2024,BATCH_USER
300000762,08/03/2024,2024,BATCH_USER
300000763,08/03/2024,2024,BATCH_USER
300000764,08/03/2024,2024,BATCH_USER
300000765,08/03/2024,2024,BATCH_USER
300000766,08/03/2024,2024,BATCH_USER
300000767,08/03/2024,2024,BATCH_USER
300000768,08/03/2024,2024,BATCH_USER
300000769,08/03/2024,2024,BATCH_USER
300000770,08/03/2024,2024,BATCH_USER
300000771,08/03/2024,2024,BATCH_USER
300000772,08/03/2024,2024,BATCH_USER
300000773,08/03/2024,2024,BATCH_USER
300000774,08/03/2024,2024,BATCH_USER
300000775,08/03/2024,2024,BATCH_USER
300000776,08/03/2024,2024,BATCH_USER
300000777,08/03/2024,2024,BATCH_USER
300000778,08/03/2024,2024,BATCH_USER
300000779,08/03/2024,2024,BATCH_USER
300000780,08/03/2024,2024,BATCH_USER
300000781,08/03/2024,2024,BATCH_USER
300000782,08/03/2024,2024,BATCH_USER
300000783,08/03/2024,2024,BATCH_USER
300000784,08/03/2024,2024,BATCH_USER
300000785,08/03/2024,2024,BATCH_USER
300000786,08/03/2024,2024,BATCH_USER
300000787,08/03/2024,2024,BATCH_USER
300000788,08/03/2024,2024,BATCH_USER
300000789,08/03/2024,2024,BATCH_USER
300000790,08/03/2024,2024,BATCH_USER
300000791,08/03/2024,2024,BATCH_USER
300000792,08/03/2024,2024,BATCH_USER
300000793,08/03/2024,2024,BATCH_USER
300000794,08/03/2024,2024,BATCH_USER
300000795,08/03/2024,2024,BATCH_USER
300000796,08/03/2024,2024,BATCH_USER
300000797,08/03/2024,2024,BATCH_USER
300000798,08/03/2024,2024,BATCH_USER
300000799,08/03/2024,2024,BATCH_USER
300000800,08/03/2024,2024,BATCH_USER
300000801,08/03/2024,2024,BATCH_USER
300000802,08/03/2024,2024,BATCH_USER
300000803,08/03/2024,2024,BATCH_USER
300000804,08/03/2024,2024,BATCH_USER
300000805,08/03/2024,2024,BATCH_USER
300000806,08/03/2024,2024,BATCH_USER
300000807,08/03/2024,2024,BATCH_USER
300000808,08/03/2024,2024,BATCH_USER
300000809,08/03/2024,2024,BATCH_USER
300000810,08/03/2024,2024,BATCH_USER
300000811,08/03/2024,2024,BATCH_USER
300000812,08/03/2024,2024,BATCH_USER
300000813,08/03/2024,2024,BATCH_USER
300000814,08/03/2024,2024,BATCH_USER
300000815,08/03/2024,2024,BATCH_USER
300000816,08/03/2024,2024,BATCH_USER
300000817,08/03/2024,2024,BATCH_USER
300000818,08/03/2024,2024,BATCH_USER
300000819,08/03/2024,2024,BATCH_USER
300000820,08/03/2024,2024,BATCH_USER
300000821,08/03/2024,2024,BATCH_USER
300000822,08/03/2024,2024,BATCH_USER
300000823,08/03/2024,2024,BATCH_USER
300000824,08/03/2024,2024,BATCH_USER
300000825,08/03/2024,2024,BATCH_USER
300000826,08/03/2024,2024,BATCH_USER
300000827,08/03/2024,2024,BATCH_USER
300000828,08/03/2024,2024,BATCH_USER
300000829,08/03/2024,2024,BATCH_USER
300000830,08/03/2024,2024,BATCH_USER
300000831,08/03/2024,2024,BATCH_USER
300000832,08/03/2024,2024,BATCH_USER
300000833,08/03/2024,2024,BATCH_USER
300000834,08/03/2024,2024,BATCH_USER
300000835,08/03/2024,2024,BATCH_USER
300000836,08/03/2024,2024,BATCH_USER
300000837,08/03/2024,2024,BATCH_USER
300000838,08/03/2024,2024,BATCH_USER
300000839,08/03/2024,2024,BATCH_USER
300000840,08/03/2024,2024,BATCH_USER
300000841,08/03/2024,2024,BATCH_USER
300000842,08/03/2024,2024,BATCH_USER
300000843,08/03/2024,2024,BATCH_USER
300000844,08/03/2024,2024,BATCH_USER
300000845,08/03/2024,2024,BATCH_USER
300000846,08/03/2024,2024,BATCH_USER
300000847,08/03/2024,2024,BATCH_USER
300000848,08/03/2024,2024,BATCH_USER
300000849,08/03/2024,2024,BATCH_USER
300000850,08/03/2024,2024,BATCH_USER
300000851,08/03/2024,2024,BATCH_USER
300000852,08/03/2024,2024,BATCH_USER
300000853,08/03/2024,2024,BATCH_USER
300000854,08/03/2024,2024,BATCH_USER
300000855,08/03/2024,2024,BATCH_USER
300000856,08/03/2024,2024,BATCH_USER
300000857,08/03/2024,2024,BATCH_USER
300000858,09/03/2024,2024,BATCH_USER
300000859,09/03/2024,2024,BATCH_USER
300000860,09/03/2024,2024,BATCH_USER
300000861,09/03/2024,2024,BATCH_USER
300000862,11/03/2024,2024,BATCH_USER
300000863,10/03/2024,2024,BATCH_USER
300000864,10/03/2024,2024,BATCH_USER
300000865,10/03/2024,2024,BATCH_USER
300000866,10/03/2024,2024,BATCH_USER
300000867,11/03/2024,2024,BATCH_USER
300000868,12/03/2024,2024,BATCH_USER
300000869,11/03/2024,2024,BATCH_USER
300000870,12/03/2024,2024,BATCH_USER
300000871,12/03/2024,2024,BATCH_USER
300000872,11/03/2024,2024,BATCH_USER
300000873,12/03/2024,2024,BATCH_USER
300000874,11/03/2024,2024,BATCH_USER
300000875,12/03/2024,2024,BATCH_USER
300000876,11/03/2024,2024,BATCH_USER
300000877,12/03/2024,2024,BATCH_USER
300000878,11/03/2024,2024,BATCH_USER
300000879,12/03/2024,2024,BATCH_USER
300000880,12/03/2024,2024,BATCH_USER
300000881,11/03/2024,2024,BATCH_USER
300000882,12/03/2024,2024,BATCH_USER
300000883,11/03/2024,2024,BATCH_USER
300000884,12/03/2024,2024,BATCH_USER
300000885,11/03/2024,2024,BATCH_USER
300000886,12/03/2024,2024,BATCH_USER
300000887,11/03/2024,2024,BATCH_USER
300000888,11/03/2024,2024,BATCH_USER
300000889,11/03/2024,2024,BATCH_USER
300000890,11/03/2024,2024,BATCH_USER
300000891,11/03/2024,2024,BATCH_USER
300000892,11/03/2024,2024,BATCH_USER
300000893,13/03/2024,2024,BATCH_USER
300000894,13/03/2024,2024,BATCH_USER
300000895,11/03/2024,2024,BATCH_USER
300000896,13/03/2024,2024,BARAYA
300000897,13/03/2024,2024,BARAYA
300000898,13/03/2024,2024,BARAYA
300000899,13/03/2024,2024,BARAYA
300000900,13/03/2024,2024,BARAYA
300000901,14/03/2024,2024,BATCH_USER
300000902,14/03/2024,2024,BATCH_USER
300000903,14/03/2024,2024,BATCH_USER
300000904,14/03/2024,2024,BATCH_USER
300000905,14/03/2024,2024,BATCH_USER
300000906,14/03/2024,2024,BATCH_USER
300000907,14/03/2024,2024,BATCH_USER
300000908,15/03/2024,2024,BATCH_USER
300000909,15/03/2024,2024,BATCH_USER
300000910,15/03/2024,2024,BATCH_USER
300000911,15/03/2024,2024,BATCH_USER
300000912,15/03/2024,2024,BATCH_USER
300000913,15/03/2024,2024,BATCH_USER
300000914,15/03/2024,2024,BATCH_USER
300000915,15/03/2024,2024,BATCH_USER
300000916,16/03/2024,2024,BATCH_USER
300000917,16/03/2024,2024,BATCH_USER
300000918,16/03/2024,2024,BATCH_USER
300000919,16/03/2024,2024,BATCH_USER
300000920,16/03/2024,2024,BATCH_USER
300000921,17/03/2024,2024,BATCH_USER
300000922,17/03/2024,2024,BATCH_USER
300000923,18/03/2024,2024,BATCH_USER
300000924,18/03/2024,2024,BATCH_USER
300000925,18/03/2024,2024,BATCH_USER
300000926,18/03/2024,2024,BATCH_USER
300000927,18/03/2024,2024,BATCH_USER
300000928,18/03/2024,2024,BATCH_USER
300000929,18/03/2024,2024,BATCH_USER
300000930,18/03/2024,2024,BATCH_USER
300000931,18/03/2024,2024,BATCH_USER
300000932,18/03/2024,2024,BATCH_USER
300000933,18/03/2024,2024,BATCH_USER
300000934,18/03/2024,2024,BATCH_USER
300000935,18/03/2024,2024,BATCH_USER
300000936,18/03/2024,2024,BATCH_USER
300000937,18/03/2024,2024,BATCH_USER
300000938,18/03/2024,2024,BATCH_USER
300000939,18/03/2024,2024,BATCH_USER
300000940,18/03/2024,2024,BATCH_USER
300000941,18/03/2024,2024,BATCH_USER
300000942,18/03/2024,2024,BATCH_USER
300000943,18/03/2024,2024,BATCH_USER
300000944,18/03/2024,2024,BATCH_USER
300000945,18/03/2024,2024,BATCH_USER
300000946,18/03/2024,2024,BATCH_USER
300000947,18/03/2024,2024,BATCH_USER
300000948,18/03/2024,2024,BATCH_USER
300000949,18/03/2024,2024,BATCH_USER
300000950,18/03/2024,2024,BATCH_USER
300000951,18/03/2024,2024,BATCH_USER
300000952,18/03/2024,2024,BATCH_USER
300000953,18/03/2024,2024,BATCH_USER
300000954,18/03/2024,2024,BATCH_USER
300000955,18/03/2024,2024,BATCH_USER
300000956,18/03/2024,2024,BATCH_USER
300000957,18/03/2024,2024,BATCH_USER
300000958,18/03/2024,2024,BATCH_USER
300000959,18/03/2024,2024,BATCH_USER
300000960,18/03/2024,2024,BATCH_USER
300000961,18/03/2024,2024,BATCH_USER
300000962,18/03/2024,2024,BATCH_USER
300000963,18/03/2024,2024,BATCH_USER
300000964,18/03/2024,2024,BATCH_USER
300000965,18/03/2024,2024,BATCH_USER
300000966,18/03/2024,2024,BATCH_USER
300000967,18/03/2024,2024,BATCH_USER
300000968,18/03/2024,2024,BATCH_USER
300000969,18/03/2024,2024,BATCH_USER
300000970,18/03/2024,2024,BATCH_USER
300000971,18/03/2024,2024,BATCH_USER
300000972,18/03/2024,2024,BATCH_USER
300000973,18/03/2024,2024,BATCH_USER
300000974,18/03/2024,2024,BATCH_USER
300000975,18/03/2024,2024,BATCH_USER
300000976,18/03/2024,2024,BATCH_USER
300000977,18/03/2024,2024,BATCH_USER
300000978,18/03/2024,2024,BATCH_USER
300000979,18/03/2024,2024,BATCH_USER
300000980,18/03/2024,2024,BATCH_USER
300000981,18/03/2024,2024,BATCH_USER
300000982,18/03/2024,2024,BATCH_USER
300000983,18/03/2024,2024,BATCH_USER
300000984,18/03/2024,2024,BATCH_USER
300000985,18/03/2024,2024,BATCH_USER
300000986,18/03/2024,2024,BATCH_USER
300000987,18/03/2024,2024,BATCH_USER
300000988,18/03/2024,2024,BATCH_USER
300000989,18/03/2024,2024,BATCH_USER
300000990,18/03/2024,2024,BATCH_USER
300000991,18/03/2024,2024,BATCH_USER
300000992,18/03/2024,2024,BATCH_USER
300000993,19/03/2024,2024,BATCH_USER
300000994,19/03/2024,2024,BATCH_USER
300000995,19/03/2024,2024,BATCH_USER
300000996,19/03/2024,2024,BATCH_USER
300000997,19/03/2024,2024,BATCH_USER
300000998,19/03/2024,2024,BATCH_USER
300000999,19/03/2024,2024,BATCH_USER
300001000,20/03/2024,2024,BATCH_USER
300001001,20/03/2024,2024,BATCH_USER
300001002,20/03/2024,2024,BATCH_USER
300001003,20/03/2024,2024,BATCH_USER
300001004,20/03/2024,2024,BATCH_USER
300001005,20/03/2024,2024,BATCH_USER
300001006,20/03/2024,2024,BATCH_USER
300001007,20/03/2024,2024,BATCH_USER
300001008,20/03/2024,2024,BATCH_USER
300001009,20/03/2024,2024,BATCH_USER
300001010,21/03/2024,2024,BATCH_USER
300001011,21/03/2024,2024,BATCH_USER
300001012,21/03/2024,2024,BATCH_USER
300001013,21/03/2024,2024,BATCH_USER
300001014,21/03/2024,2024,BATCH_USER
300001015,21/03/2024,2024,BATCH_USER
300001016,21/03/2024,2024,BATCH_USER
300001017,21/03/2024,2024,BATCH_USER
300001018,22/03/2024,2024,BATCH_USER
300001019,22/03/2024,2024,BATCH_USER
300001020,22/03/2024,2024,BATCH_USER
300001021,22/03/2024,2024,BATCH_USER
300001022,22/03/2024,2024,BATCH_USER
300001023,22/03/2024,2024,BATCH_USER
300001024,22/03/2024,2024,BATCH_USER
300001025,23/03/2024,2024,BATCH_USER
300001026,23/03/2024,2024,BATCH_USER
300001027,23/03/2024,2024,BATCH_USER
300001028,23/03/2024,2024,BATCH_USER
300001029,24/03/2024,2024,BATCH_USER
300001030,24/03/2024,2024,BATCH_USER
300001031,24/03/2024,2024,BATCH_USER
300001032,24/03/2024,2024,BATCH_USER
300001033,25/03/2024,2024,BATCH_USER
300001034,25/03/2024,2024,BATCH_USER
300001035,25/03/2024,2024,BATCH_USER
300001036,25/03/2024,2024,BATCH_USER
300001037,25/03/2024,2024,BATCH_USER
300001038,25/03/2024,2024,BATCH_USER
300001039,25/03/2024,2024,BATCH_USER
300001040,25/03/2024,2024,BATCH_USER
300001041,25/03/2024,2024,BATCH_USER
300001042,25/03/2024,2024,BATCH_USER
300001043,27/03/2024,2024,BATCH_USER
300001044,25/03/2024,2024,BATCH_USER
300001045,26/03/2024,2024,BATCH_USER
300001046,26/03/2024,2024,BATCH_USER
300001047,26/03/2024,2024,BATCH_USER
300001048,26/03/2024,2024,BATCH_USER
300001049,26/03/2024,2024,BATCH_USER
300001050,26/03/2024,2024,BATCH_USER
300001051,26/03/2024,2024,BATCH_USER
300001052,27/03/2024,2024,BATCH_USER
300001053,27/03/2024,2024,BATCH_USER
300001054,27/03/2024,2024,BATCH_USER
300001055,27/03/2024,2024,BATCH_USER
300001056,27/03/2024,2024,BATCH_USER
300001057,27/03/2024,2024,BATCH_USER
300001058,27/03/2024,2024,BATCH_USER
300001059,27/03/2024,2024,BATCH_USER
300001060,27/03/2024,2024,BATCH_USER
300001061,28/03/2024,2024,BATCH_USER
300001062,28/03/2024,2024,BATCH_USER
300001063,28/03/2024,2024,BATCH_USER
300001064,28/03/2024,2024,BATCH_USER
300001065,29/03/2024,2024,BATCH_USER
300001066,29/03/2024,2024,BATCH_USER
300001067,30/03/2024,2024,BATCH_USER
300001068,30/03/2024,2024,BATCH_USER
300001069,31/03/2024,2024,BATCH_USER
300001070,31/03/2024,2024,BATCH_USER
300001071,31/03/2024,2024,BATCH_USER
300001072,31/03/2024,2024,BATCH_USER
300001073,05/03/2024,2024,MLOPEZ
300001074,06/03/2024,2024,MLOPEZ
300001075,06/03/2024,2024,MLOPEZ
300001076,06/03/2024,2024,MLOPEZ
300001077,06/03/2024,2024,MLOPEZ
300001078,06/03/2024,2024,MLOPEZ
300001079,06/03/2024,2024,MLOPEZ
300001080,06/03/2024,2024,MLOPEZ
300001081,31/03/2024,2024,BATCH_USER
300001082,01/04/2024,2024,BATCH_USER
300001083,01/04/2024,2024,BATCH_USER
300001084,01/04/2024,2024,BATCH_USER
300001085,01/04/2024,2024,BATCH_USER
300001086,01/04/2024,2024,BATCH_USER
300001087,01/04/2024,2024,BATCH_USER
300001088,31/03/2024,2024,BATCH_USER
300001089,01/04/2024,2024,BATCH_USER
300001090,02/04/2024,2024,BATCH_USER
300001091,02/04/2024,2024,BATCH_USER
300001092,02/04/2024,2024,BATCH_USER
300001093,02/04/2024,2024,BATCH_USER
300001094,02/04/2024,2024,BATCH_USER
300001095,02/04/2024,2024,BATCH_USER
300001096,02/04/2024,2024,BATCH_USER
300001097,03/04/2024,2024,BATCH_USER
300001098,03/04/2024,2024,BATCH_USER
300001099,03/04/2024,2024,BATCH_USER
300001100,03/04/2024,2024,BATCH_USER
300001101,03/04/2024,2024,BATCH_USER
300001102,04/04/2024,2024,BATCH_USER
300001103,04/04/2024,2024,BATCH_USER
300001104,04/04/2024,2024,BATCH_USER
300001105,04/04/2024,2024,BATCH_USER
300001106,04/04/2024,2024,BATCH_USER
300001107,04/04/2024,2024,BATCH_USER
300001108,04/04/2024,2024,BATCH_USER
300001109,05/04/2024,2024,BATCH_USER
300001110,05/04/2024,2024,BATCH_USER
300001111,05/04/2024,2024,BATCH_USER
300001112,05/04/2024,2024,BATCH_USER
300001113,05/04/2024,2024,BATCH_USER
300001114,05/04/2024,2024,BATCH_USER
300001115,05/04/2024,2024,BATCH_USER
300001116,05/04/2024,2024,BATCH_USER
300001117,05/04/2024,2024,BATCH_USER
300001118,05/04/2024,2024,BATCH_USER
300001119,05/04/2024,2024,BATCH_USER
300001120,05/04/2024,2024,BATCH_USER
300001121,05/04/2024,2024,BATCH_USER
300001122,05/04/2024,2024,BATCH_USER
300001123,05/04/2024,2024,BATCH_USER
300001124,05/04/2024,2024,BATCH_USER
300001125,05/04/2024,2024,BATCH_USER
300001126,05/04/2024,2024,BATCH_USER
300001127,05/04/2024,2024,BATCH_USER
300001128,05/04/2024,2024,BATCH_USER
300001129,05/04/2024,2024,BATCH_USER
300001130,05/04/2024,2024,BATCH_USER
300001131,05/04/2024,2024,BATCH_USER
300001132,05/04/2024,2024,BATCH_USER
300001133,05/04/2024,2024,BATCH_USER
300001134,05/04/2024,2024,BATCH_USER
300001135,05/04/2024,2024,BATCH_USER
300001136,05/04/2024,2024,BATCH_USER
300001137,05/04/2024,2024,BATCH_USER
300001138,05/04/2024,2024,BATCH_USER
300001139,05/04/2024,2024,BATCH_USER
300001140,05/04/2024,2024,BATCH_USER
300001141,05/04/2024,2024,BATCH_USER
300001142,05/04/2024,2024,BATCH_USER
300001143,05/04/2024,2024,BATCH_USER
300001144,05/04/2024,2024,BATCH_USER
300001145,05/04/2024,2024,BATCH_USER
300001146,05/04/2024,2024,BATCH_USER
300001147,05/04/2024,2024,BATCH_USER
300001148,05/04/2024,2024,BATCH_USER
300001149,05/04/2024,2024,BATCH_USER
300001150,05/04/2024,2024,BATCH_USER
300001151,05/04/2024,2024,BATCH_USER
300001152,05/04/2024,2024,BATCH_USER
300001153,05/04/2024,2024,BATCH_USER
300001154,05/04/2024,2024,BATCH_USER
300001155,05/04/2024,2024,BATCH_USER
300001156,05/04/2024,2024,BATCH_USER
300001157,05/04/2024,2024,BATCH_USER
300001158,05/04/2024,2024,BATCH_USER
300001159,05/04/2024,2024,BATCH_USER
300001160,05/04/2024,2024,BATCH_USER
300001161,05/04/2024,2024,BATCH_USER
300001162,05/04/2024,2024,BATCH_USER
300001163,05/04/2024,2024,BATCH_USER
300001164,05/04/2024,2024,BATCH_USER
300001165,05/04/2024,2024,BATCH_USER
300001166,05/04/2024,2024,BATCH_USER
300001167,05/04/2024,2024,BATCH_USER
300001168,05/04/2024,2024,BATCH_USER
300001169,05/04/2024,2024,BATCH_USER
300001170,05/04/2024,2024,BATCH_USER
300001171,05/04/2024,2024,BATCH_USER
300001172,05/04/2024,2024,BATCH_USER
300001173,05/04/2024,2024,BATCH_USER
300001174,05/04/2024,2024,BATCH_USER
300001175,05/04/2024,2024,BATCH_USER
300001176,05/04/2024,2024,BATCH_USER
300001177,05/04/2024,2024,BATCH_USER
300001178,05/04/2024,2024,BATCH_USER
300001179,05/04/2024,2024,BATCH_USER
300001180,05/04/2024,2024,BATCH_USER
300001181,05/04/2024,2024,BATCH_USER
300001182,05/04/2024,2024,BATCH_USER
300001183,05/04/2024,2024,BATCH_USER
300001184,05/04/2024,2024,BATCH_USER
300001185,05/04/2024,2024,BATCH_USER
300001186,05/04/2024,2024,BATCH_USER
300001187,05/04/2024,2024,BATCH_USER
300001188,05/04/2024,2024,BATCH_USER
300001189,05/04/2024,2024,BATCH_USER
300001190,05/04/2024,2024,BATCH_USER
300001191,05/04/2024,2024,BATCH_USER
300001192,05/04/2024,2024,BATCH_USER
300001193,05/04/2024,2024,BATCH_USER
300001194,05/04/2024,2024,BATCH_USER
300001195,05/04/2024,2024,BATCH_USER
300001196,05/04/2024,2024,BATCH_USER
300001197,05/04/2024,2024,BATCH_USER
300001198,05/04/2024,2024,BATCH_USER
300001199,05/04/2024,2024,BATCH_USER
300001200,05/04/2024,2024,BATCH_USER
300001201,05/04/2024,2024,BATCH_USER
300001202,05/04/2024,2024,BATCH_USER
300001203,05/04/2024,2024,BATCH_USER
300001204,05/04/2024,2024,BATCH_USER
300001205,05/04/2024,2024,BATCH_USER
300001206,06/04/2024,2024,BATCH_USER
300001207,06/04/2024,2024,BATCH_USER
300001208,06/04/2024,2024,BATCH_USER
300001209,06/04/2024,2024,BATCH_USER
300001210,06/04/2024,2024,BATCH_USER
300001211,08/04/2024,2024,BATCH_USER
300001212,07/04/2024,2024,BATCH_USER
300001213,07/04/2024,2024,BATCH_USER
300001214,08/04/2024,2024,ALOSADA
300001215,08/04/2024,2024,ALOSADA
300001216,08/04/2024,2024,BATCH_USER
300001217,08/04/2024,2024,BATCH_USER
300001218,08/04/2024,2024,BATCH_USER
300001219,09/04/2024,2024,BATCH_USER
300001220,09/04/2024,2024,BATCH_USER
300001221,09/04/2024,2024,BATCH_USER
300001222,09/04/2024,2024,BATCH_USER
300001223,09/04/2024,2024,BATCH_USER
300001224,09/04/2024,2024,BATCH_USER
300001225,09/04/2024,2024,BATCH_USER
300001226,09/04/2024,2024,BATCH_USER
300001227,09/04/2024,2024,BATCH_USER
300001228,09/04/2024,2024,BATCH_USER
300001229,09/04/2024,2024,BATCH_USER
300001230,09/04/2024,2024,BATCH_USER
300001231,09/04/2024,2024,BATCH_USER
300001232,09/04/2024,2024,BATCH_USER
300001233,09/04/2024,2024,BATCH_USER
300001234,09/04/2024,2024,BATCH_USER
300001235,09/04/2024,2024,BATCH_USER
300001236,09/04/2024,2024,BATCH_USER
300001237,09/04/2024,2024,BATCH_USER
300001238,09/04/2024,2024,BATCH_USER
300001239,09/04/2024,2024,BATCH_USER
300001240,09/04/2024,2024,BATCH_USER
300001241,10/04/2024,2024,BATCH_USER
300001242,10/04/2024,2024,BATCH_USER
300001243,10/04/2024,2024,BATCH_USER
300001244,10/04/2024,2024,BATCH_USER
300001245,10/04/2024,2024,BATCH_USER
300001246,10/04/2024,2024,BATCH_USER
300001247,11/04/2024,2024,BATCH_USER
300001248,11/04/2024,2024,BATCH_USER
300001249,11/04/2024,2024,BATCH_USER
300001250,11/04/2024,2024,BATCH_USER
300001251,11/04/2024,2024,BATCH_USER
300001252,11/04/2024,2024,BATCH_USER
300001253,11/04/2024,2024,BATCH_USER
300001254,11/04/2024,2024,BATCH_USER
300001255,11/04/2024,2024,BATCH_USER
300001256,11/04/2024,2024,BATCH_USER
300001257,11/04/2024,2024,BATCH_USER
300001258,11/04/2024,2024,BATCH_USER
300001259,11/04/2024,2024,BATCH_USER
300001260,12/04/2024,2024,BATCH_USER
300001261,12/04/2024,2024,BATCH_USER
300001262,12/04/2024,2024,BATCH_USER
300001263,12/04/2024,2024,BATCH_USER
300001264,12/04/2024,2024,BATCH_USER
300001265,12/04/2024,2024,BATCH_USER
300001266,12/04/2024,2024,BATCH_USER
300001267,12/04/2024,2024,BATCH_USER
300001268,12/04/2024,2024,BATCH_USER
300001269,12/04/2024,2024,BATCH_USER
300001270,12/04/2024,2024,BATCH_USER
300001271,12/04/2024,2024,BATCH_USER
300001272,12/04/2024,2024,BATCH_USER
300001273,12/04/2024,2024,BATCH_USER
300001274,12/04/2024,2024,BATCH_USER
300001275,12/04/2024,2024,BATCH_USER
300001276,12/04/2024,2024,BATCH_USER
300001277,12/04/2024,2024,BATCH_USER
300001278,12/04/2024,2024,BATCH_USER
300001279,13/04/2024,2024,BATCH_USER
300001280,13/04/2024,2024,BATCH_USER
300001281,13/04/2024,2024,BATCH_USER
300001282,13/04/2024,2024,BATCH_USER
300001283,13/04/2024,2024,BATCH_USER
300001284,14/04/2024,2024,BATCH_USER
300001285,14/04/2024,2024,BATCH_USER
300001286,14/04/2024,2024,BATCH_USER
300001287,14/04/2024,2024,BATCH_USER
300001288,15/04/2024,2024,BATCH_USER
300001289,15/04/2024,2024,BATCH_USER
300001290,15/04/2024,2024,BATCH_USER
300001291,15/04/2024,2024,BATCH_USER
300001292,16/04/2024,2024,BATCH_USER
300001293,16/04/2024,2024,BATCH_USER
300001294,16/04/2024,2024,BATCH_USER
300001295,16/04/2024,2024,BATCH_USER
300001296,16/04/2024,2024,BATCH_USER
300001297,16/04/2024,2024,BATCH_USER
300001298,16/04/2024,2024,BATCH_USER
300001299,16/04/2024,2024,BATCH_USER
300001300,16/04/2024,2024,BATCH_USER
300001301,16/04/2024,2024,BATCH_USER
300001302,16/04/2024,2024,BATCH_USER
300001303,16/04/2024,2024,BATCH_USER
300001304,16/04/2024,2024,BATCH_USER
300001305,16/04/2024,2024,BATCH_USER
300001306,16/04/2024,2024,BATCH_USER
300001307,16/04/2024,2024,BATCH_USER
300001308,16/04/2024,2024,BATCH_USER
300001309,16/04/2024,2024,BATCH_USER
300001310,16/04/2024,2024,BATCH_USER
300001311,16/04/2024,2024,BATCH_USER
300001312,16/04/2024,2024,BATCH_USER
300001313,16/04/2024,2024,BATCH_USER
300001314,16/04/2024,2024,BATCH_USER
300001315,16/04/2024,2024,BATCH_USER
300001316,16/04/2024,2024,BATCH_USER
300001317,16/04/2024,2024,BATCH_USER
300001318,16/04/2024,2024,BATCH_USER
300001319,16/04/2024,2024,BATCH_USER
300001320,16/04/2024,2024,BATCH_USER
300001321,16/04/2024,2024,BATCH_USER
300001322,16/04/2024,2024,BATCH_USER
300001323,16/04/2024,2024,BATCH_USER
300001324,16/04/2024,2024,BATCH_USER
300001325,16/04/2024,2024,BATCH_USER
300001326,16/04/2024,2024,BATCH_USER
300001327,16/04/2024,2024,BATCH_USER
300001328,16/04/2024,2024,BATCH_USER
300001329,16/04/2024,2024,BATCH_USER
300001330,16/04/2024,2024,BATCH_USER
300001331,16/04/2024,2024,BATCH_USER
300001332,16/04/2024,2024,BATCH_USER
300001333,16/04/2024,2024,BATCH_USER
300001334,16/04/2024,2024,BATCH_USER
300001335,16/04/2024,2024,BATCH_USER
300001336,16/04/2024,2024,BATCH_USER
300001337,16/04/2024,2024,BATCH_USER
300001338,16/04/2024,2024,BATCH_USER
300001339,17/04/2024,2024,BATCH_USER
300001340,17/04/2024,2024,BATCH_USER
300001341,17/04/2024,2024,BATCH_USER
300001342,18/04/2024,2024,BATCH_USER
300001343,17/04/2024,2024,BATCH_USER
300001344,17/04/2024,2024,BATCH_USER
300001345,17/04/2024,2024,BATCH_USER
300001346,18/04/2024,2024,BATCH_USER
300001347,18/04/2024,2024,BATCH_USER
300001348,18/04/2024,2024,BATCH_USER
300001349,18/04/2024,2024,BATCH_USER
300001350,18/04/2024,2024,BATCH_USER
300001351,18/04/2024,2024,BATCH_USER
300001352,18/04/2024,2024,BATCH_USER
300001353,18/04/2024,2024,BATCH_USER
300001354,19/04/2024,2024,BATCH_USER
300001355,19/04/2024,2024,BATCH_USER
300001356,19/04/2024,2024,BATCH_USER
300001357,19/04/2024,2024,BATCH_USER
300001358,19/04/2024,2024,BATCH_USER
300001359,19/04/2024,2024,BATCH_USER
300001360,19/04/2024,2024,BATCH_USER
300001361,19/04/2024,2024,BATCH_USER
300001362,19/04/2024,2024,BATCH_USER
300001363,19/04/2024,2024,BATCH_USER
300001364,19/04/2024,2024,BATCH_USER
300001365,19/04/2024,2024,BATCH_USER
300001366,19/04/2024,2024,BATCH_USER
300001367,19/04/2024,2024,BATCH_USER
300001368,19/04/2024,2024,BATCH_USER
300001369,19/04/2024,2024,BATCH_USER
300001370,20/04/2024,2024,BATCH_USER
300001371,20/04/2024,2024,BATCH_USER
300001372,20/04/2024,2024,BATCH_USER
300001373,20/04/2024,2024,BATCH_USER
300001374,20/04/2024,2024,BATCH_USER
300001375,21/04/2024,2024,BATCH_USER
300001376,21/04/2024,2024,BATCH_USER
300001377,22/04/2024,2024,BATCH_USER
300001378,22/04/2024,2024,BATCH_USER
300001379,22/04/2024,2024,BATCH_USER
300001380,22/04/2024,2024,BATCH_USER
300001381,22/04/2024,2024,BATCH_USER
300001382,22/04/2024,2024,BATCH_USER
300001383,22/04/2024,2024,BATCH_USER
300001384,22/04/2024,2024,BATCH_USER
300001385,22/04/2024,2024,BATCH_USER
300001386,23/04/2024,2024,BATCH_USER
300001387,23/04/2024,2024,BATCH_USER
300001388,23/04/2024,2024,BATCH_USER
300001389,23/04/2024,2024,BATCH_USER
300001390,23/04/2024,2024,BATCH_USER
