journal_entry_id,gl_account_number,amount,debit_amount,credit_amount,debit_credit_indicator
100001004,641311,3187.5,3187.5,0.0,S
100001004,421000,-7812.5,0.0,7812.5,H
100001005,421000,-6500.0,0.0,6500.0,H
100001005,641311,6500.0,6500.0,0.0,S
100001006,641311,4625.0,4625.0,0.0,S
100001006,641311,3187.5,3187.5,0.0,S
100001006,421000,-7812.5,0.0,7812.5,H
100001007,421000,28155.0,28155.0,0.0,S
100001007,641311,-9562.5,0.0,9562.5,H
100001007,641311,-18592.5,0.0,18592.5,H
100001008,421000,-23437.5,0.0,23437.5,H
100001008,641311,13875.0,13875.0,0.0,S
100001008,641311,9562.5,9562.5,0.0,S
100001009,421000,8000.0,8000.0,0.0,S
100001009,641311,-5500.0,0.0,5500.0,H
100001009,641311,-2500.0,0.0,2500.0,H
100001010,641311,-2500.0,0.0,2500.0,H
100001010,641311,-5500.0,0.0,5500.0,H
100001010,421000,8000.0,8000.0,0.0,S
100001011,51120914,42042.12,42042.12,0.0,S
100001011,51120914,-42042.12,0.0,42042.12,H
100001012,51120914,59097.82,59097.82,0.0,S
100001012,51120914,-59097.82,0.0,59097.82,H
100001013,401100,698.39,698.39,0.0,S
100001013,501998,-698.39,0.0,698.39,H
100001014,401100,1383.61,1383.61,0.0,S
100001014,501998,-2425.51,0.0,2425.51,H
100001014,401100,343.51,343.51,0.0,S
100001014,401100,698.39,698.39,0.0,S
100001016,625300,133.11,133.11,0.0,S
100001016,625300,157.69,157.69,0.0,S
100001016,423000,-1038.57,0.0,1038.57,H
100001016,625300,122.63,122.63,0.0,S
100001016,625300,7.47,7.47,0.0,S
100001016,625300,152.53,152.53,0.0,S
100001016,625714,18.0,18.0,0.0,S
100001016,625300,4.42,4.42,0.0,S
100001016,625300,173.32,173.32,0.0,S
100001016,626130,26.9,26.9,0.0,S
100001016,625300,10.0,10.0,0.0,S
100001016,625300,18.22,18.22,0.0,S
100001016,625714,29.55,29.55,0.0,S
100001016,625714,15.29,15.29,0.0,S
100001016,625714,8.16,8.16,0.0,S
100001016,625714,102.18,102.18,0.0,S
100001016,625714,29.55,29.55,0.0,S
100001016,625714,29.55,29.55,0.0,S
100001017,423000,-12.2,0.0,12.2,H
100001017,625714,12.2,12.2,0.0,S
100001018,625714,16.05,16.05,0.0,S
100001018,423000,-16.05,0.0,16.05,H
100001031,408101,443.19,443.19,0.0,S
100001031,706542,-443.19,0.0,443.19,H
100001032,423000,-718.69,0.0,718.69,H
100001032,625300,128.0,128.0,0.0,S
100001032,625300,2.95,2.95,0.0,S
100001032,625300,148.92,148.92,0.0,S
100001032,625300,2.95,2.95,0.0,S
100001032,625300,128.0,128.0,0.0,S
100001032,625700,83.48,83.48,0.0,S
100001032,625300,51.46,51.46,0.0,S
100001032,625300,111.68,111.68,0.0,S
100001032,625300,61.25,61.25,0.0,S
100001033,625300,10.0,10.0,0.0,S
100001033,625714,22.02,22.02,0.0,S
100001033,625714,4.47,4.47,0.0,S
100001033,625714,19.34,19.34,0.0,S
100001033,625714,2.95,2.95,0.0,S
100001033,625711,300.0,300.0,0.0,S
100001033,423000,-1178.17,0.0,1178.17,H
100001033,623400,147.0,147.0,0.0,S
100001033,625300,47.2,47.2,0.0,S
100001033,625300,10.5,10.5,0.0,S
100001033,625300,31.79,31.79,0.0,S
100001033,625300,146.19,146.19,0.0,S
100001033,625300,10.5,10.5,0.0,S
100001033,625300,20.74,20.74,0.0,S
100001033,625300,39.0,39.0,0.0,S
100001033,625300,16.77,16.77,0.0,S
100001033,625714,15.48,15.48,0.0,S
100001033,625300,277.2,277.2,0.0,S
100001033,625300,41.42,41.42,0.0,S
100001033,625300,5.1,5.1,0.0,S
100001033,625300,10.5,10.5,0.0,S
100001043,401100,-145.84,0.0,145.84,H
100001043,401100,145.84,145.84,0.0,S
100001047,625714,3.3,3.3,0.0,S
100001047,625300,3.5,3.5,0.0,S
100001047,423000,-285.12,0.0,285.12,H
100001047,625300,3.7,3.7,0.0,S
100001047,625300,69.19,69.19,0.0,S
100001047,625714,11.0,11.0,0.0,S
100001047,625714,19.5,19.5,0.0,S
100001047,625714,6.85,6.85,0.0,S
100001047,625300,69.19,69.19,0.0,S
100001047,625714,1.2,1.2,0.0,S
100001047,625714,10.0,10.0,0.0,S
100001047,625714,14.0,14.0,0.0,S
100001047,625300,69.19,69.19,0.0,S
100001047,625300,4.5,4.5,0.0,S
100001048,645700,370.32,370.32,0.0,S
100001048,486004,-370.32,0.0,370.32,H
100001057,641311,3187.5,3187.5,0.0,S
100001057,641311,12333.33,12333.33,0.0,S
100001057,421000,-15520.83,0.0,15520.83,H
100001058,421000,816.67,816.67,0.0,S
100001058,641311,-416.67,0.0,416.67,H
100001058,641311,-400.0,0.0,400.0,H
100001059,421000,2600.0,2600.0,0.0,S
100001059,641311,-2600.0,0.0,2600.0,H
100001060,421000,-875.0,0.0,875.0,H
100001060,641311,875.0,875.0,0.0,S
100001061,421000,-45.56,0.0,45.56,H
100001061,641100,11317.19,11317.19,0.0,S
100001061,645218,600.0,600.0,0.0,S
100001061,645160,568.42,568.42,0.0,S
100001061,645160,506.2,506.2,0.0,S
100001061,645160,452.27,452.27,0.0,S
100001061,447300,-1868.0,0.0,1868.0,H
100001061,645218,900.0,900.0,0.0,S
100001061,645218,850.0,850.0,0.0,S
100001061,645160,110.77,110.77,0.0,S
100001061,421000,-50111.71,0.0,50111.71,H
100001061,431000,-816.63,0.0,816.63,H
100001061,641100,3571.43,3571.43,0.0,S
100001061,645160,3683.91,3683.91,0.0,S
100001061,431000,-685.23,0.0,685.23,H
100001061,431000,-788.8,0.0,788.8,H
100001061,431000,-110.77,0.0,110.77,H
100001061,447300,-1497.0,0.0,1497.0,H
100001061,641100,9107.14,9107.14,0.0,S
100001061,641100,21142.85,21142.85,0.0,S
100001061,645160,208.5,208.5,0.0,S
100001061,645160,1024.01,1024.01,0.0,S
100001061,645160,312.75,312.75,0.0,S
100001061,645218,318.75,318.75,0.0,S
100001061,645160,295.38,295.38,0.0,S
100001061,641100,3428.57,3428.57,0.0,S
100001061,641100,9107.14,9107.14,0.0,S
100001061,641100,5000.0,5000.0,0.0,S
100001061,641100,3571.43,3571.43,0.0,S
100001061,641100,5000.0,5000.0,0.0,S
100001061,641100,2772.83,2772.83,0.0,S
100001061,447300,-6382.0,0.0,6382.0,H
100001061,447300,-3217.0,0.0,3217.0,H
100001061,431000,-1169.08,0.0,1169.08,H
100001061,431000,-3663.23,0.0,3663.23,H
100001061,431000,-2140.72,0.0,2140.72,H
100001061,431000,-6234.81,0.0,6234.81,H
100001061,447300,-5119.0,0.0,5119.0,H
100001062,421000,-7492.81,0.0,7492.81,H
100001062,641321,848.21,848.21,0.0,S
100001062,641321,1187.5,1187.5,0.0,S
100001062,641321,658.55,658.55,0.0,S
100001062,641321,2635.6,2635.6,0.0,S
100001062,641321,2162.95,2162.95,0.0,S
100001063,645160,77.83,77.83,0.0,S
100001063,431000,-77.83,0.0,77.83,H
100001064,645160,77.83,77.83,0.0,S
100001064,431000,-77.83,0.0,77.83,H
100001065,431000,-1618.32,0.0,1618.32,H
100001065,645160,1618.32,1618.32,0.0,S
100001066,401100,1097.62,1097.62,0.0,S
100001066,411100,-1097.62,0.0,1097.62,H
100001067,645160,77.83,77.83,0.0,S
100001067,431000,-77.83,0.0,77.83,H
100001068,645160,868.79,868.79,0.0,S
100001068,431000,-868.79,0.0,868.79,H
100001069,431000,-10544.07,0.0,10544.07,H
100001069,645160,10544.07,10544.07,0.0,S
100001070,431000,-58.37,0.0,58.37,H
100001070,645160,58.37,58.37,0.0,S
100001071,645160,294.02,294.02,0.0,S
100001071,431000,-294.02,0.0,294.02,H
100001072,645160,53.73,53.73,0.0,S
100001072,431000,-53.73,0.0,53.73,H
100001073,706542,3524.33,3524.33,0.0,S
100001073,408101,-3524.33,0.0,3524.33,H
100001074,628430,18.9,18.9,0.0,S
100001074,615400,7387.67,7387.67,0.0,S
100001074,615400,1590.04,1590.04,0.0,S
100001074,615400,2826.11,2826.11,0.0,S
100001074,628430,-18.9,0.0,18.9,H
100001074,613500,-2826.11,0.0,2826.11,H
100001074,613500,-1590.04,0.0,1590.04,H
100001074,613500,-7387.67,0.0,7387.67,H
100001075,445602,-205.92,0.0,205.92,H
100001075,445620,-30370.92,0.0,30370.92,H
100001075,445310,209.13,209.13,0.0,S
100001075,445310,23669.88,23669.88,0.0,S
100001075,445310,6697.83,6697.83,0.0,S
100001095,408101,3524.33,3524.33,0.0,S
100001095,706542,-3524.33,0.0,3524.33,H
100001101,625714,9.87,9.87,0.0,S
100001101,625714,11.94,11.94,0.0,S
100001101,625300,5.14,5.14,0.0,S
100001101,625714,143.57,143.57,0.0,S
100001101,625300,19.08,19.08,0.0,S
100001101,625300,29.43,29.43,0.0,S
100001101,625300,255.04,255.04,0.0,S
100001101,625300,275.45,275.45,0.0,S
100001101,423000,-970.7,0.0,970.7,H
100001101,625300,19.02,19.02,0.0,S
100001101,625300,10.3,10.3,0.0,S
100001101,625300,19.05,19.05,0.0,S
100001101,625300,9.58,9.58,0.0,S
100001101,625300,163.23,163.23,0.0,S
100001102,625700,358.89,358.89,0.0,S
100001102,625300,13.99,13.99,0.0,S
100001102,625300,194.0,194.0,0.0,S
100001102,423000,-607.1,0.0,607.1,H
100001102,625300,7.26,7.26,0.0,S
100001102,625714,20.5,20.5,0.0,S
100001102,625300,12.46,12.46,0.0,S
100001103,625709,15.93,15.93,0.0,S
100001103,625300,89.35,89.35,0.0,S
100001103,423000,-352.48,0.0,352.48,H
100001103,625300,89.35,89.35,0.0,S
100001103,625300,10.05,10.05,0.0,S
100001103,625709,15.91,15.91,0.0,S
100001103,625300,131.89,131.89,0.0,S
100001104,625300,35.57,35.57,0.0,S
100001104,625300,107.0,107.0,0.0,S
100001104,625300,6.27,6.27,0.0,S
100001104,625700,17.0,17.0,0.0,S
100001104,625300,35.92,35.92,0.0,S
100001104,625300,11.18,11.18,0.0,S
100001104,423000,-228.94,0.0,228.94,H
100001104,625714,16.0,16.0,0.0,S
100001105,625300,124.52,124.52,0.0,S
100001105,625300,89.35,89.35,0.0,S
100001105,625300,16.04,16.04,0.0,S
100001105,625300,10.98,10.98,0.0,S
100001105,625300,18.0,18.0,0.0,S
100001105,625300,89.35,89.35,0.0,S
100001105,423000,-355.71,0.0,355.71,H
100001105,625300,7.47,7.47,0.0,S
100001106,625714,18.68,18.68,0.0,S
100001106,625714,55.63,55.63,0.0,S
100001106,625714,47.28,47.28,0.0,S
100001106,625300,19.17,19.17,0.0,S
100001106,625300,297.22,297.22,0.0,S
100001106,625300,19.22,19.22,0.0,S
100001106,625300,19.16,19.16,0.0,S
100001106,625300,275.51,275.51,0.0,S
100001106,625300,24.35,24.35,0.0,S
100001106,625300,7.99,7.99,0.0,S
100001106,625300,22.91,22.91,0.0,S
100001106,625714,73.89,73.89,0.0,S
100001106,625714,63.91,63.91,0.0,S
100001106,625300,17.36,17.36,0.0,S
100001106,625300,15.15,15.15,0.0,S
100001106,423000,-1422.59,0.0,1422.59,H
100001106,625300,221.28,221.28,0.0,S
100001106,625300,19.17,19.17,0.0,S
100001106,625300,9.16,9.16,0.0,S
100001106,625714,115.2,115.2,0.0,S
100001106,625714,18.68,18.68,0.0,S
100001106,625714,18.68,18.68,0.0,S
100001106,625700,42.99,42.99,0.0,S
100001107,625714,13.0,13.0,0.0,S
100001107,423000,-28.69,0.0,28.69,H
100001107,625300,15.69,15.69,0.0,S
100001108,431000,-110.77,0.0,110.77,H
100001108,431000,-2824.99,0.0,2824.99,H
100001108,447300,-959.0,0.0,959.0,H
100001108,431000,-401.15,0.0,401.15,H
100001108,431000,-624.29,0.0,624.29,H
100001108,421000,-45.56,0.0,45.56,H
100001108,647600,3240.26,3240.26,0.0,S
100001108,431000,-1138.93,0.0,1138.93,H
100001108,431000,-9101.37,0.0,9101.37,H
100001108,431000,-816.63,0.0,816.63,H
100001108,647600,1870.13,1870.13,0.0,S
100001108,641100,3571.43,3571.43,0.0,S
100001108,641100,5000.0,5000.0,0.0,S
100001108,645160,600.29,600.29,0.0,S
100001108,645218,318.75,318.75,0.0,S
100001108,641100,3428.57,3428.57,0.0,S
100001108,447300,-2794.0,0.0,2794.0,H
100001108,447300,-1759.0,0.0,1759.0,H
100001108,645218,850.0,850.0,0.0,S
100001108,645218,900.0,900.0,0.0,S
100001108,645218,600.0,600.0,0.0,S
100001108,447300,-4871.0,0.0,4871.0,H
100001108,645160,312.75,312.75,0.0,S
100001108,645160,295.38,295.38,0.0,S
100001108,641100,220.0,220.0,0.0,S
100001108,641100,21142.85,21142.85,0.0,S
100001108,641100,9107.14,9107.14,0.0,S
100001108,421000,-32921.07,0.0,32921.07,H
100001108,447300,-1319.0,0.0,1319.0,H
100001108,645160,110.77,110.77,0.0,S
100001108,645160,4522.15,4522.15,0.0,S
100001108,645160,1113.21,1113.21,0.0,S
100001108,645160,2025.8,2025.8,0.0,S
100001108,645160,208.5,208.5,0.0,S
100001108,645160,839.92,839.92,0.0,S
100001108,431000,-591.14,0.0,591.14,H
100001109,421000,-378.8,0.0,378.8,H
100001109,431000,-1213.72,0.0,1213.72,H
100001109,645160,1125.99,1125.99,0.0,S
100001109,645160,769.56,769.56,0.0,S
100001109,645160,832.18,832.18,0.0,S
100001109,645218,236.75,236.75,0.0,S
100001109,431000,-1775.86,0.0,1775.86,H
100001109,645160,866.11,866.11,0.0,S
100001109,645160,5329.89,5329.89,0.0,S
100001109,645160,1347.9,1347.9,0.0,S
100001109,431000,-10835.13,0.0,10835.13,H
100001109,645218,47.35,47.35,0.0,S
100001109,645218,47.35,47.35,0.0,S
100001109,645160,649.87,649.87,0.0,S
100001109,645160,2459.05,2459.05,0.0,S
100001109,645160,444.16,444.16,0.0,S
100001109,645218,47.35,47.35,0.0,S
100001110,641321,833.33,833.33,0.0,S
100001110,641321,1517.86,1517.86,0.0,S
100001110,641321,3523.81,3523.81,0.0,S
100001110,641321,595.24,595.24,0.0,S
100001110,421000,-7041.67,0.0,7041.67,H
100001110,641321,571.43,571.43,0.0,S
100001111,51120914,74767.99,74767.99,0.0,S
100001111,451B23,-74767.99,0.0,74767.99,H
100001113,51120914,-47104.31,0.0,47104.31,H
100001113,51120914,47104.31,47104.31,0.0,S
100001114,421000,-15520.83,0.0,15520.83,H
100001114,641311,12333.33,12333.33,0.0,S
100001114,641311,3187.5,3187.5,0.0,S
100001115,641311,-400.0,0.0,400.0,H
100001115,641311,-2500.0,0.0,2500.0,H
100001115,421000,2900.0,2900.0,0.0,S
100001116,641311,875.0,875.0,0.0,S
100001116,421000,-875.0,0.0,875.0,H
100001130,408100,-327.0,0.0,327.0,H
100001130,408100,-18706.93,0.0,18706.93,H
100001130,408100,-794.0,0.0,794.0,H
100001130,408100,1266.46,1266.46,0.0,S
100001130,408100,-18233.0,0.0,18233.0,H
100001130,622800,794.0,794.0,0.0,S
100001130,408100,-21656.62,0.0,21656.62,H
100001130,604300,18233.0,18233.0,0.0,S
100001130,624600,86.7,86.7,0.0,S
100001130,408100,-86.7,0.0,86.7,H
100001130,628430,327.0,327.0,0.0,S
100001130,615400,21656.62,21656.62,0.0,S
100001130,706539,-1266.46,0.0,1266.46,H
100001130,709600,18706.93,18706.93,0.0,S
100001131,408500,-3126.71,0.0,3126.71,H
100001131,607500,3126.71,3126.71,0.0,S
100001132,408101,-2571.24,0.0,2571.24,H
100001132,706542,2571.24,2571.24,0.0,S
100001133,445500,-2786.92,0.0,2786.92,H
100001133,445602,-21288.03,0.0,21288.03,H
100001133,445310,24073.47,24073.47,0.0,S
100001133,445310,193.18,193.18,0.0,S
100001133,445602,-191.7,0.0,191.7,H
100001134,445630,-616.23,0.0,616.23,H
100001134,445630,-616.23,0.0,616.23,H
100001134,445630,616.23,616.23,0.0,S
100001134,445710,616.23,616.23,0.0,S
100001135,408100,-1266.46,0.0,1266.46,H
100001135,628430,-327.0,0.0,327.0,H
100001135,408100,86.7,86.7,0.0,S
100001135,408100,18706.93,18706.93,0.0,S
100001135,408100,18233.0,18233.0,0.0,S
100001135,615400,-21656.62,0.0,21656.62,H
100001135,624600,-86.7,0.0,86.7,H
100001135,622800,-794.0,0.0,794.0,H
100001135,604300,-18233.0,0.0,18233.0,H
100001135,408100,327.0,327.0,0.0,S
100001135,408100,794.0,794.0,0.0,S
100001135,706539,1266.46,1266.46,0.0,S
100001135,709600,-18706.93,0.0,18706.93,H
100001135,408100,21656.62,21656.62,0.0,S
100001136,607500,-3126.71,0.0,3126.71,H
100001136,408500,3126.71,3126.71,0.0,S
100001137,411100,-451.96,0.0,451.96,H
100001137,501998,451.96,451.96,0.0,S
100001140,451B23,74767.99,74767.99,0.0,S
100001140,51150914,-74767.99,0.0,74767.99,H
100001142,451B23,-74767.99,0.0,74767.99,H
100001142,451B23,74767.99,74767.99,0.0,S
100001143,641321,-645.09,0.0,645.09,H
100001143,641321,-354.17,0.0,354.17,H
100001143,641321,888.21,888.21,0.0,S
100001143,421000,451.14,451.14,0.0,S
100001143,641321,-252.97,0.0,252.97,H
100001143,641321,-87.12,0.0,87.12,H
100001144,431000,-1.18,0.0,1.18,H
100001144,671800,1.18,1.18,0.0,S
100001144,671800,0.1,0.1,0.0,S
100001144,431000,-0.1,0.0,0.1,H
100001145,671800,105.0,105.0,0.0,S
100001145,431000,-105.0,0.0,105.0,H
100001146,431000,-11279.84,0.0,11279.84,H
100001146,645160,11279.84,11279.84,0.0,S
100001147,431000,-180.73,0.0,180.73,H
100001147,645160,180.73,180.73,0.0,S
100001148,645160,633.29,633.29,0.0,S
100001148,647600,1822.43,1822.43,0.0,S
100001148,431000,-4147.66,0.0,4147.66,H
100001148,431000,-633.29,0.0,633.29,H
100001148,641100,-1822.43,0.0,1822.43,H
100001148,645160,4147.66,4147.66,0.0,S
100001149,51120914,41335.97,41335.97,0.0,S
100001149,51120914,-41335.97,0.0,41335.97,H
100001151,491000,576.89,576.89,0.0,S
100001151,491000,140.43,140.43,0.0,S
100001151,491000,3107.87,3107.87,0.0,S
100001151,491000,1442.73,1442.73,0.0,S
100001151,491000,2856.6,2856.6,0.0,S
100001151,681740,-26800.13,0.0,26800.13,H
100001151,491000,358.78,358.78,0.0,S
100001151,491000,722.28,722.28,0.0,S
100001151,491000,429.26,429.26,0.0,S
100001151,491000,17001.19,17001.19,0.0,S
100001151,491000,164.1,164.1,0.0,S
100001152,491000,-140.43,0.0,140.43,H
100001152,491000,-478.37,0.0,478.37,H
100001152,491000,-722.28,0.0,722.28,H
100001152,491000,-43.34,0.0,43.34,H
100001152,491000,-3626.04,0.0,3626.04,H
100001152,491000,-343.8,0.0,343.8,H
100001152,491000,-379.23,0.0,379.23,H
100001152,491000,-0.18,0.0,0.18,H
100001152,491000,-1468.12,0.0,1468.12,H
100001152,491000,-429.26,0.0,429.26,H
100001152,491000,-3110.99,0.0,3110.99,H
100001152,491000,-584.68,0.0,584.68,H
100001152,491000,-239.13,0.0,239.13,H
100001152,681740,11565.85,11565.85,0.0,S
100001154,421000,48631.0,48631.0,0.0,S
100001154,641311,-48631.0,0.0,48631.0,H
1200000008,408101,1176.22,1176.22,0.0,S
1200000008,706542,-1176.22,0.0,1176.22,H
1200000009,706513,2236.2,2236.2,0.0,S
1200000009,408101,-2236.2,0.0,2236.2,H
1200000010,408101,-151934.4,0.0,151934.4,H
1200000010,706513,151934.4,151934.4,0.0,S
1200000011,706513,3324.06,3324.06,0.0,S
1200000011,408101,-3324.06,0.0,3324.06,H
1200000012,408101,15.03,15.03,0.0,S
1200000012,706542,-15.03,0.0,15.03,H
1200000013,706542,3237.52,3237.52,0.0,S
1200000013,408101,-3237.52,0.0,3237.52,H
1200000014,408101,-99878.0,0.0,99878.0,H
1200000014,706542,99878.0,99878.0,0.0,S
1200000015,408101,97812.41,97812.41,0.0,S
1200000015,706542,-97812.41,0.0,97812.41,H
1200000016,706542,659.97,659.97,0.0,S
1200000016,408101,-659.97,0.0,659.97,H
1400000039,411450,-53037.6,0.0,53037.6,H
1400000039,51120914,53037.6,53037.6,0.0,S
1400000040,411100,-132.84,0.0,132.84,H
1400000040,51120914,132.84,132.84,0.0,S
1400000041,411450,-63003.06,0.0,63003.06,H
1400000041,51120914,63003.06,63003.06,0.0,S
1400000042,411100,-99738.82,0.0,99738.82,H
1400000042,51120914,99738.82,99738.82,0.0,S
1400000043,51120914,117329.62,117329.62,0.0,S
1400000043,411100,-117329.62,0.0,117329.62,H
1400000044,411450,-32921.54,0.0,32921.54,H
1400000044,51120914,32921.54,32921.54,0.0,S
1400000045,411100,-307.88,0.0,307.88,H
1400000045,51120914,515.62,515.62,0.0,S
1400000045,411100,-207.74,0.0,207.74,H
1400000046,51120914,28207.63,28207.63,0.0,S
1400000046,411100,-28970.13,0.0,28970.13,H
1400000046,411100,762.5,762.5,0.0,S
1400000047,411450,-31059.33,0.0,31059.33,H
1400000047,51120914,31059.33,31059.33,0.0,S
1400000048,411100,-29170.43,0.0,29170.43,H
1400000048,51120914,29170.43,29170.43,0.0,S
1400000049,51120914,182581.72,182581.72,0.0,S
1400000049,411100,-182581.72,0.0,182581.72,H
1400000050,51120914,32972.37,32972.37,0.0,S
1400000050,411450,-32972.37,0.0,32972.37,H
1400000051,51120914,5777.78,5777.78,0.0,S
1400000051,411100,-5777.78,0.0,5777.78,H
1400000052,411100,-636.63,0.0,636.63,H
1400000052,51120914,636.63,636.63,0.0,S
1400000053,51120914,47987.14,47987.14,0.0,S
1400000053,411450,-47987.14,0.0,47987.14,H
1400000054,51120914,80000.0,80000.0,0.0,S
1400000054,51120914,-80000.0,0.0,80000.0,H
1400000055,51120914,100294.06,100294.06,0.0,S
1400000055,411100,-100294.06,0.0,100294.06,H
1400000056,411450,-64421.09,0.0,64421.09,H
1400000056,51120914,64421.09,64421.09,0.0,S
1400000057,411100,-24569.25,0.0,24569.25,H
1400000057,51120914,24569.25,24569.25,0.0,S
1400000058,51120914,2114.17,2114.17,0.0,S
1400000058,411100,-2114.17,0.0,2114.17,H
1400000059,411100,-1984.67,0.0,1984.67,H
1400000059,51120914,1984.67,1984.67,0.0,S
1400000060,51120914,9061.31,9061.31,0.0,S
1400000060,411100,-9061.31,0.0,9061.31,H
1400000061,51120914,16130.74,16130.74,0.0,S
1400000061,411450,-16130.74,0.0,16130.74,H
1400000062,411100,-97607.63,0.0,97607.63,H
1400000062,51120914,97607.63,97607.63,0.0,S
1400000063,51120914,3330.64,3330.64,0.0,S
1400000063,411100,-3330.64,0.0,3330.64,H
1400000064,411100,-1970.31,0.0,1970.31,H
1400000064,51120914,1970.31,1970.31,0.0,S
1400000065,51120914,34635.26,34635.26,0.0,S
1400000065,411450,-34635.26,0.0,34635.26,H
1400000066,51120914,15490.77,15490.77,0.0,S
1400000066,411100,-15490.77,0.0,15490.77,H
1400000067,51120914,118312.2,118312.2,0.0,S
1400000067,411100,-118312.2,0.0,118312.2,H
1400000068,51120914,34056.4,34056.4,0.0,S
1400000068,411450,-34056.4,0.0,34056.4,H
1400000069,411100,-10025.81,0.0,10025.81,H
1400000069,51120914,10025.81,10025.81,0.0,S
1400000070,51120914,25867.52,25867.52,0.0,S
1400000070,411100,-25867.52,0.0,25867.52,H
1400000071,411100,-9261.79,0.0,9261.79,H
1400000071,51120914,9261.79,9261.79,0.0,S
1400000072,51120914,21385.04,21385.04,0.0,S
1400000072,411100,-21385.04,0.0,21385.04,H
1400000073,411100,-139.85,0.0,139.85,H
1400000073,51120914,139.85,139.85,0.0,S
1400000074,51120914,123735.99,123735.99,0.0,S
1400000074,411100,-123735.99,0.0,123735.99,H
1400000075,411100,-93.18,0.0,93.18,H
1400000075,51120914,93.18,93.18,0.0,S
1400000076,51120914,-100000.0,0.0,100000.0,H
1400000076,51120914,100000.0,100000.0,0.0,S
1400000077,51120914,3014.73,3014.73,0.0,S
1400000077,411100,-3014.73,0.0,3014.73,H
1400000078,411100,-972.22,0.0,972.22,H
1400000078,51120914,972.22,972.22,0.0,S
1400000079,411450,-25909.18,0.0,25909.18,H
1400000079,51120914,25909.18,25909.18,0.0,S
1400000080,51120914,41573.84,41573.84,0.0,S
1400000080,411450,-41573.84,0.0,41573.84,H
1400000081,411100,-108403.5,0.0,108403.5,H
1400000081,51120914,108403.5,108403.5,0.0,S
1400000082,51120914,1386.83,1386.83,0.0,S
1400000082,411100,-1386.83,0.0,1386.83,H
1400000083,411450,-12199.14,0.0,12199.14,H
1400000083,51120914,12199.14,12199.14,0.0,S
1400000084,51120914,23687.33,23687.33,0.0,S
1400000084,411450,-23687.33,0.0,23687.33,H
1400000085,411100,-17976.75,0.0,17976.75,H
1400000085,51120914,17976.75,17976.75,0.0,S
1400000086,51120914,97667.75,97667.75,0.0,S
1400000086,411100,-97667.75,0.0,97667.75,H
1400000087,411100,-14200.3,0.0,14200.3,H
1400000087,51120914,14200.3,14200.3,0.0,S
1400000088,51120914,1011.28,1011.28,0.0,S
1400000088,411100,-1011.28,0.0,1011.28,H
1400000089,411100,-433.4,0.0,433.4,H
1400000089,51120914,433.4,433.4,0.0,S
1400000090,51120914,36722.04,36722.04,0.0,S
1400000090,411450,-36722.04,0.0,36722.04,H
1400000091,411450,-45273.44,0.0,45273.44,H
1400000091,51120914,45273.44,45273.44,0.0,S
1400000092,51120914,107974.62,107974.62,0.0,S
1400000092,411100,-107974.62,0.0,107974.62,H
1400000093,411100,-3255.0,0.0,3255.0,H
1400000093,51120914,3255.0,3255.0,0.0,S
1400000094,51120914,5416.76,5416.76,0.0,S
1400000094,411100,-5416.76,0.0,5416.76,H
1400000095,411100,-678.96,0.0,678.96,H
1400000095,51120914,678.96,678.96,0.0,S
1400000096,51120914,189.01,189.01,0.0,S
1400000096,411100,-189.01,0.0,189.01,H
1400000097,411100,-42066.59,0.0,42066.59,H
1400000097,51120914,42066.59,42066.59,0.0,S
1400000098,51120914,42042.12,42042.12,0.0,S
1400000098,411450,-42042.12,0.0,42042.12,H
1400000099,51120914,59097.82,59097.82,0.0,S
1400000099,411450,-59097.82,0.0,59097.82,H
1400000100,51120914,4247.55,4247.55,0.0,S
1400000100,411100,-4247.55,0.0,4247.55,H
1400000101,411100,-128538.81,0.0,128538.81,H
1400000101,51120914,128157.88,128157.88,0.0,S
1400000101,411100,380.93,380.93,0.0,S
1400000102,411100,-72.24,0.0,72.24,H
1400000102,51120914,72.24,72.24,0.0,S
1400000103,51120914,6882.88,6882.88,0.0,S
1400000103,411100,-6882.88,0.0,6882.88,H
1400000104,51120914,47104.31,47104.31,0.0,S
1400000104,411450,-47104.31,0.0,47104.31,H
1400000105,411100,-112695.81,0.0,112695.81,H
1400000105,51120914,112695.81,112695.81,0.0,S
1400000106,411100,-13558.97,0.0,13558.97,H
1400000106,51120914,13558.97,13558.97,0.0,S
1400000107,51120914,495.12,495.12,0.0,S
1400000107,411100,-495.12,0.0,495.12,H
1400000108,51120914,41335.97,41335.97,0.0,S
1400000108,411450,-41335.97,0.0,41335.97,H
1500000080,51150914,-227471.75,0.0,227471.75,H
1500000080,401100,227471.75,227471.75,0.0,S
1500000081,447300,11531.0,11531.0,0.0,S
1500000081,51150914,-11531.0,0.0,11531.0,H
1500000082,51150914,-16181.91,0.0,16181.91,H
1500000082,431000,16181.91,16181.91,0.0,S
1500000083,51150914,-1760.0,0.0,1760.0,H
1500000083,421000,1760.0,1760.0,0.0,S
1500000084,421000,28349.97,28349.97,0.0,S
1500000084,51150914,-28349.97,0.0,28349.97,H
1500000085,51150914,-10783.0,0.0,10783.0,H
1500000085,447300,10783.0,10783.0,0.0,S
1500000086,51150914,-15366.91,0.0,15366.91,H
1500000086,431000,15366.91,15366.91,0.0,S
1500000087,421000,1760.0,1760.0,0.0,S
1500000087,51150914,-1760.0,0.0,1760.0,H
