journal_entry_id,line_description,gl_account_number,debit_amount,credit_amount
251574,PLUG & GO ARQUITECTURA CORPORATIVA. S.L.,4100375.0,58.034.92 ,
251576,SERVICIOS BANCARIOS      ,6260000.0,2.90 ,
251576,LA CAIXA 81270,5720700.0,,2.90 
251578,LA CAIXA 81270,5720700.0,1.405.79 ,
251578,STJ ADVISORS GROUP LIMITED,4300118.0,,1.405.79 
251579,LA CAIXA 81270,5720700.0,,213.91 
251579,ENDESA ENERGIA. S.A.,4000068.0,213.91 ,
251580,ENDESA ENERGIA. S.A.,4000068.0,312.61 ,
251580,LA CAIXA 81270,5720700.0,,312.61 
251581,TUECLU. S.L.,4000379.0,707.85 ,
251581,LA CAIXA 81270,5720700.0,,707.85 
251582,MORISON ACPM AUDITORES. S.L.P.,4000824.0,6.325.50 ,
251582,LA CAIXA 81270,5720700.0,,6.325.50 
251583,MYTAXI IBERIA. S.L.,4000146.0,727.59 ,
251583,LA CAIXA 81270,5720700.0,,727.59 
251584,LA CAIXA 81270,5720700.0,,0.20 
251584,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251585,LA CAIXA 81270,5720700.0,,237.89 
251585,ENDESA ENERGIA. S.A.,4000068.0,237.89 ,
251586,ENDESA ENERGIA. S.A.,4000068.0,284.94 ,
251586,LA CAIXA 81270,5720700.0,,284.94 
251587,OTROS GASTOS SOCIALES    ,6490000.0,100.00 ,
251587,LA CAIXA 81270,5720700.0,,100.00 
251588,LA CAIXA 81270,5720700.0,,8.794.77 
251588,FRANCISCO BOADA ROS,4100366.0,8.794.77 ,
251589,ENRIQUE SALAMERO LAORDEN,4100364.0,8.794.77 ,
251589,LA CAIXA 81270,5720700.0,,8.794.77 
251590,JAVIER JULIA CORUJO,4100365.0,8.794.77 ,
251590,LA CAIXA 81270,5720700.0,,8.794.77 
251591,LA CAIXA 81270,5720700.0,,79.00 
251591,JUAN GONZALEZ PEDROL,4100436.0,79.00 ,
251592,LA CAIXA 81270,5720700.0,,0.80 
251592,SERVICIOS BANCARIOS      ,6260000.0,0.80 ,
251593,LA CAIXA 81270,5720700.0,30.250.00 ,
251593,FITNESS BIDCO. S.L.,4300235.0,,30.250.00 
251594,CXIOME ESPAÑA. S.A.,4000169.0,5.496.93 ,
251594,LA CAIXA 81270,5720700.0,,5.496.93 
251595,VB GLOBAL GROUP. S.L.,4100402.0,7.593.81 ,
251595,LA CAIXA 81270,5720700.0,,7.593.81 
251596,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,1.900.00 ,
251596,LA CAIXA 81270,5720700.0,,1.900.00 
251597,HDA. P.ACREED.RETENCIONES,4751000.0,116.130.19 ,
251597,HDA.P.ACREEDORA RETENCIONES EN ESPECIE,4751100.0,102.50 ,
251597,LA CAIXA 81270,5720700.0,,158.402.60 
251597,HDA.P. RETENCION PROFESIONALES,4751300.0,42.169.91 ,
251598,OTROS TRIBUTOS           ,6310000.0,182.83 ,
251598,LA CAIXA 81270,5720700.0,,182.83 
251600,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251600,LA CAIXA 81270,5720700.0,,0.20 
251601,PARTIDAS PTES.APLICACION ,5550000.0,,136.68 
251601,LA CAIXA 81270,5720700.0,136.68 ,
251602,LA CAIXA 81270,5720700.0,48.400.00 ,
251602,MAGNON GREEN ENERGY. S.L.,4300532.0,,48.400.00 
251603,HDA.P.ACREED.I.SOCIEDADES,4752000.0,116.456.31 ,
251603,LA CAIXA 81270,5720700.0,,116.456.31 
251604,SIEMENS RENTING. S.A.,4000543.0,61.69 ,
251604,LA CAIXA 81270,5720700.0,,61.69 
251605,VICTOR MATA BATLLE,4100011.0,26.973.27 ,
251605,LA CAIXA 81270,5720700.0,,26.973.27 
251606,CARLOS TELLEZ ISLA,4100018.0,24.973.27 ,
251606,LA CAIXA 81270,5720700.0,,24.973.27 
251607,CARLOS TELLEZ ISLA,4100018.0,2.000.00 ,
251607,LA CAIXA 81270,5720700.0,,2.000.00 
251608,XAVIER ESCUDERO RAFAS,4100009.0,26.973.27 ,
251608,LA CAIXA 81270,5720700.0,,26.973.27 
251609,LUCAYA FORCADA. FRANCISCO JORGE,4100189.0,58.105.67 ,
251609,LA CAIXA 81270,5720700.0,,58.105.67 
251610,LA CAIXA 81270,5720700.0,,26.973.27 
251610,ENRIQUE UGALDE REBOLLO,4100025.0,26.973.27 ,
251611,FERNANDO SEBASTIAN SANZ,4100016.0,26.973.27 ,
251611,LA CAIXA 81270,5720700.0,,26.973.27 
251612,JAVIER JULIA CORUJO,4100365.0,26.973.27 ,
251612,LA CAIXA 81270,5720700.0,,26.973.27 
251613,ENRIQUE SALAMERO LAORDEN,4100364.0,26.973.27 ,
251613,LA CAIXA 81270,5720700.0,,26.973.27 
251614,FRANCISCO BOADA ROS,4100366.0,26.973.27 ,
251614,LA CAIXA 81270,5720700.0,,26.973.27 
251615,LA CAIXA 81270,5720700.0,,26.973.27 
251615,JUAN GONZALEZ PEDROL,4100436.0,26.973.27 ,
251616,GABINETE JURIDICO MF Y CA Abogados,4100024.0,650.84 ,
251616,LA CAIXA 81270,5720700.0,,650.84 
251617,LA CAIXA 81270,5720700.0,,325.00 
251617,REMUNERAC.PENDIENTES PAGO,4650000.0,325.00 ,
251618,LA CAIXA 81270,5720700.0,,235.228.05 
251618,REMUNERAC.PENDIENTES PAGO,4650000.0,235.228.05 ,
251619,LA CAIXA 81270,5720700.0,,0.20 
251619,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251620,LA CAIXA 81270,5720700.0,,0.20 
251620,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251621,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251621,LA CAIXA 81270,5720700.0,,0.20 
251622,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251622,LA CAIXA 81270,5720700.0,,0.20 
251623,LA CAIXA 81270,5720700.0,,0.20 
251623,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251624,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251624,LA CAIXA 81270,5720700.0,,0.20 
251625,LA CAIXA 81270,5720700.0,,0.20 
251625,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
251626,LA CAIXA 81270,5720700.0,,111.93 
251626,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,111.93 ,
251627,LA CAIXA 81270,5720700.0,,524.05 
251627,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,524.05 ,
251628,CULLIGAN WATER SPAIN. S.L.,4000417.0,65.68 ,
251628,LA CAIXA 81270,5720700.0,,65.68 
251629,EL TALLER DE LA LIMPIEZA. S.L.,4000072.0,2.509.90 ,
251629,LA CAIXA 81270,5720700.0,,2.509.90 
251630,SEIDOR CONSULTING,4000537.0,943.80 ,
251630,LA CAIXA 81270,5720700.0,,943.80 
251631,MARTINEZ FERRANDO Y ASOC.,4000003.0,2.904.00 ,
251631,LA CAIXA 81270,5720700.0,,2.904.00 
251632,LA CAIXA 81270,5720700.0,756.250.00 ,
251632,TEMPLUS CENTROS DE DATOS. S.L.,4300198.0,,756.250.00 
251633,LA CAIXA 81270,5720700.0,,728.75 
251633,LA UNION DE BENISA. S.A.,4000831.0,728.75 ,
251634,ALTUM HEADHUNTERS & CONSULTANTS. S.L.,4000826.0,2.480.84 ,
251634,LA CAIXA 81270,5720700.0,,2.480.84 
251635,ORGAN.S.SOCIAL ACREEDORES,4760000.0,552.29 ,
251635,LA CAIXA 81270,5720700.0,,552.29 
251636,ORGAN.S.SOCIAL ACREEDORES,4760000.0,17.850.93 ,
251636,LA CAIXA 81270,5720700.0,,17.850.93 
251637,LA CAIXA 81270,5720700.0,,62.303.97 
251637,ORGAN.S.SOCIAL ACREEDORES,4760000.0,62.303.97 ,
251638,LA CAIXA 81270,5720700.0,,0.40 
251638,SERVICIOS BANCARIOS      ,6260000.0,0.40 ,
251639,LA CAIXA 81270,5720700.0,,11.641.94 
251639,VISAS,5200001.0,11.641.94 ,
251640,OTROS INGRE.FINANC.(C.C.),7690000.0,,9.139.50 
251640,LA CAIXA 81270,5720700.0,9.139.50 ,
251641,LA CAIXA 81270,5720700.0,,1.736.51 
251641,HDA.P.RETENC.Y PAGO A CTA,4730000.0,1.736.51 ,
251642,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,3.050.90 ,
251642,LA CAIXA 81270,5720700.0,,3.050.90 
251643,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,720.39 ,
251643,LA CAIXA 81270,5720700.0,,720.39 
251644,PMC GRUP,4000208.0,13.61 ,
251644,LA CAIXA 81270,5720700.0,,13.61 
251646,JOSEL S.L.U.,4000187.0,121.00 ,
251646,LA CAIXA 81270,5720700.0,,121.00 
251647,LA CAIXA 81270,5720700.0,,121.00 
251647,JOSEL S.L.U.,4000187.0,121.00 ,
251648,LA CAIXA 81270,5720700.0,,121.00 
251648,JOSEL S.L.U.,4000187.0,121.00 ,
251649,LA CAIXA 81270,5720700.0,,186.87 
251649,JOSEL S.L.U.,4000187.0,186.87 ,
251650,LA CAIXA 81270,5720700.0,,186.87 
251650,JOSEL S.L.U.,4000187.0,186.87 ,
251651,LA CAIXA 81270,5720700.0,,186.87 
251651,JOSEL S.L.U.,4000187.0,186.87 ,
251653,LYRECO ESPAÑA..S.A.,4100111.0,1.264.33 ,
251653,LA CAIXA 81270,5720700.0,,1.264.33 
251654,BRUSI CATERING,4100208.0,3.038.75 ,
251654,LA CAIXA 81270,5720700.0,,3.038.75 
251655,LA CAIXA 81270,5720700.0,,5.396.49 
251655,PRODWARE SPAIN,4000211.0,5.396.49 ,
251657,DEKOM VISUAL SOLUTIONS. S.L.,4000408.0,,2.081.20 
251657,HDA.P.IVA SOPORTADO      ,4720000.0,361.20 ,
251657,MANTENIMIENTO SOFTWARE,6221000.0,1.720.00 ,
251658,HDA.P.IVA SOPORTADO      ,4720000.0,40.73 ,
251658,ALIMENTACIÓN,6291900.0,407.27 ,
251658,MOMNOON ECOFF. S.L.,4000734.0,,448.00 
251659,PLUG & GO ARQUITECTURA CORPORATIVA. S.L.,4100375.0,,58.034.92 
251659,HDA.P.IVA SOPORTADO      ,4720000.0,10.072.18 ,
251659,OTRAS INSTALACIONES      ,2150000.0,47.962.74 ,
251660,UBER. B.V. / AEROCITY. S.L.,4000703.0,,545.39 
251660,TRANSPORTES              ,6240000.0,495.81 ,
251660,HDA.P.IVA SOPORTADO      ,4720000.0,49.58 ,
251661,PORTIER EATS SPAIN. S.L.,4000647.0,,4.369.89 
251661,HDA.P.IVA SOPORTADO      ,4720000.0,75.92 ,
251661,COMIDAS EMPLEADOS,6292100.0,4.293.97 ,
251662,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,,65.35 
251662,HDA.P.IVA SOPORTADO      ,4720000.0,11.34 ,
251662,OTROS SERVICIOS          ,6290000.0,54.01 ,
251663,MANTENIMIENTO SOFTWARE,6221000.0,30.00 ,
251663,HDA.P.IVA SOPORTADO      ,4720000.0,6.30 ,
251663,AUREN CONSULTORES SP. S.L.P.,4000691.0,,36.30 
251664,TRANSPORTES              ,6240000.0,419.11 ,
251664,HDA.P.IVA SOPORTADO      ,4720000.0,41.91 ,
251664,CABIFY ESPAÑA. S.A.,4000217.0,,461.02 
251665,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,,10.790.50 
251665,HDA.P.IVA SOPORTADO      ,4720000.0,1.872.73 ,
251665,SUMINISTROS Y GASTOS DE COMUNIDAD,6210001.0,8.917.77 ,
251666,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,,44.888.18 
251666,ARRENDAMIENTOS           ,6210000.0,37.097.67 ,
251666,HDA.P.IVA SOPORTADO      ,4720000.0,7.790.51 ,
251667,HDA.P.IVA SOPORTADO      ,4720000.0,2.891.70 ,
251667,SUSCRIPCIONES,6296000.0,13.770.00 ,
251667,REFINITIV. S.L.,4100059.0,,16.661.70 
251668,SERV.PROFES.INDEPENDIENT.,6230000.0,9.234.77 ,
251668,HDA.P.IVA SOPORTADO      ,4720000.0,1.939.30 ,
251668,GRANT THORNTON INTERNATIONAL. LTD,4000640.0,,11.174.07 
251669,CXIOME ESPAÑA. S.A.,4000169.0,,3.241.15 
251669,HDA.P.IVA SOPORTADO      ,4720000.0,562.51 ,
251669,EQUIPOS PROCESOS INFORM. ,2170000.0,2.678.64 ,
251670,HDA.P.IVA SOPORTADO      ,4720000.0,150.70 ,
251670,SEMOLA RESTAURACION. S.L.,4100127.0,,1.657.70 
251670,COMIDAS EMPLEADOS,6292100.0,1.507.00 ,
251671,SIEMENS RENTING. S.A.,4000543.0,,61.69 
251671,HDA.P.IVA SOPORTADO      ,4720000.0,10.71 ,
251671,ARRENDAMIENTOS           ,6210000.0,50.98 ,
251672,HDA.P.IVA SOPORTADO      ,4720000.0,16.99 ,
251672,CULLIGAN WATER SPAIN. S.L.,4000417.0,,97.89 
251672,ALIMENTACIÓN,6291900.0,80.90 ,
251673,RAMS COURIER. S.L.,4000698.0,,80.77 
251673,TRANSPORTES              ,6240000.0,66.75 ,
251673,HDA.P.IVA SOPORTADO      ,4720000.0,14.02 ,
251674,SUMINISTROS ,6280000.0,244.97 ,
251674,HDA.P.IVA SOPORTADO      ,4720000.0,51.44 ,
251674,ENDESA ENERGIA. S.A.,4000068.0,,296.41 
251675,ENDESA ENERGIA. S.A.,4000068.0,,197.71 
251675,HDA.P.IVA SOPORTADO      ,4720000.0,34.31 ,
251675,SUMINISTROS ,6280000.0,163.40 ,
251676,SUMINISTROS ,6280000.0,388.70 ,
251676,HDA.P.IVA SOPORTADO      ,4720000.0,81.63 ,
251676,ENDESA ENERGIA. S.A.,4000068.0,,470.33 
251677,SUMINISTROS ,6280000.0,466.31 ,
251677,ENDESA ENERGIA. S.A.,4000068.0,,564.24 
251677,HDA.P.IVA SOPORTADO      ,4720000.0,97.93 ,
251678,ENDESA ENERGIA. S.A.,4000068.0,,284.94 
251678,HDA.P.IVA SOPORTADO      ,4720000.0,49.45 ,
251678,SUMINISTROS ,6280000.0,235.49 ,
251679,ENDESA ENERGIA. S.A.,4000068.0,,237.89 
251679,HDA.P.IVA SOPORTADO      ,4720000.0,41.29 ,
251679,SUMINISTROS ,6280000.0,196.60 ,
251680,ENDESA ENERGIA. S.A.,4000068.0,,1.161.41 
251680,SUMINISTROS ,6280000.0,959.84 ,
251680,HDA.P.IVA SOPORTADO      ,4720000.0,201.57 ,
251681,SUMINISTROS ,6280000.0,995.86 ,
251681,HDA.P.IVA SOPORTADO      ,4720000.0,209.13 ,
251681,ENDESA ENERGIA. S.A.,4000068.0,,1.204.99 
251682,ENDESA X SERVICIOS. S.L.,4000692.0,,16.20 
251682,HDA.P.IVA SOPORTADO      ,4720000.0,2.81 ,
251682,REPARACIONES Y CONSERVAC.,6220000.0,13.39 ,
251683,ENDESA X SERVICIOS. S.L.,4000692.0,,16.20 
251683,HDA.P.IVA SOPORTADO      ,4720000.0,2.81 ,
251683,REPARACIONES Y CONSERVAC.,6220000.0,13.39 ,
251684,REPARACIONES Y CONSERVAC.,6220000.0,13.39 ,
251684,HDA.P.IVA SOPORTADO      ,4720000.0,2.81 ,
251684,ENDESA X SERVICIOS. S.L.,4000692.0,,16.20 
251685,ENDESA X SERVICIOS. S.L.,4000692.0,,16.20 
251685,HDA.P.IVA SOPORTADO      ,4720000.0,2.81 ,
251685,REPARACIONES Y CONSERVAC.,6220000.0,13.39 ,
251686,HDA.P.IVA SOPORTADO      ,4720000.0,1.18 ,
251686,ENDESA X SERVICIOS. S.L.,4000692.0,,6.80 
251686,REPARACIONES Y CONSERVAC.,6220000.0,5.62 ,
251687,ENDESA X SERVICIOS. S.L.,4000692.0,,6.80 
251687,REPARACIONES Y CONSERVAC.,6220000.0,5.62 ,
251687,HDA.P.IVA SOPORTADO      ,4720000.0,1.18 ,
251688,GABINETE JURIDICO MF Y CA Abogados,4100024.0,,650.84 
251688,HDA.P.IVA SOPORTADO      ,4720000.0,128.94 ,
251688,SERV.PROFES.INDEPENDIENT.,6230000.0,614.00 ,
251688,HDA.P. RETENCION PROFESIONALES,4751300.0,,92.10 
251689,ALIMENTACIÓN,6291900.0,410.54 ,
251689,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520.0,,410.54 
251690,HDA.P.IVA SOPORTADO      ,4720000.0,12.035.24 ,
251690,SUSCRIPCIONES,6296000.0,57.310.66 ,
251690,REFINITIV. S.L.,4100059.0,,69.345.90 
251691,EQUIPOS PROCESOS INFORM. ,2170000.0,5.027.61 ,
251691,HDA.P.IVA SOPORTADO      ,4720000.0,1.055.80 ,
251691,CXIOME ESPAÑA. S.A.,4000169.0,,6.083.41 
251692,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,,3.135.20 
251692,HDA.P.IVA SOPORTADO      ,4720000.0,544.13 ,
251692,COMUNICACIONES (TELEFONO),6281000.0,2.591.07 ,
251693,COMUNICACIONES (TELEFONO),6281000.0,386.06 ,
251693,HDA.P.IVA SOPORTADO      ,4720000.0,81.07 ,
251693,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,,467.13 
251694,ARRENDAMIENTOS           ,6210000.0,224.12 ,
251694,HDA.P.IVA SOPORTADO      ,4720000.0,47.07 ,
251694,RICOH ESPAÑA. S.L.,4000040.0,,271.19 
251695,ADOBE SYSTEMS SOFTWARE,4000117.0,,19.99 
251695,HDA.P.IVA SOPORTADO      ,4720000.0,4.20 ,
251695,OTROS SERVICIOS          ,6290000.0,19.99 ,
251695,HDA.P.IVA REPERCUTIDO    ,4770000.0,,4.20 
251696,ARRENDAMIENTOS           ,6210000.0,1.104.14 ,
251696,RICOH ESPAÑA. S.L.,4000040.0,,1.336.01 
251696,HDA.P.IVA SOPORTADO      ,4720000.0,231.87 ,
251697,CXIOME ESPAÑA. S.A.,4000169.0,,5.496.93 
251697,HDA.P.IVA SOPORTADO      ,4720000.0,954.01 ,
251697,MANTENIMIENTO SOFTWARE,6221000.0,4.542.92 ,
251698,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,,692.70 
251698,REPARACIONES Y CONSERVAC.,6220000.0,692.70 ,
251699,OTROS SERVICIOS          ,6290000.0,61.09 ,
251699,SAFETY-DOC. S.L.,4000052.0,,67.20 
251699,HDA.P.IVA SOPORTADO      ,4720000.0,6.11 ,
251700,HDA.P.IVA SOPORTADO      ,4720000.0,2.10 ,
251700,SUSCRIPCIONES,6296000.0,9.99 ,
251700,FREEPIK COMPANY. S.L.,4000665.0,,12.09 
251701,HDA.P.IVA SOPORTADO      ,4720000.0,27.30 ,
251701,REPARACIONES Y CONSERVAC.,6220000.0,130.00 ,
251701,3F INGENIERIA MANTENIMIENTOS. SL.,4000056.0,,157.30 
251702,DE A A Z GESTION INTEGRAL DE SERVICIOS. S.L.,4000388.0,,647.90 
251702,HDA.P.IVA SOPORTADO      ,4720000.0,58.90 ,
251702,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,589.00 ,
251704,INDIANA FACTORY BARCELONA. S.L.,4000819.0,,45.92 
251704,HDA.P.IVA SOPORTADO      ,4720000.0,7.97 ,
251704,OTROS SERVICIOS          ,6290000.0,37.95 ,
251705,BISTRO COLON. S.L.U.,4000820.0,,1.000.00 
251705,HDA.P.IVA SOPORTADO      ,4720000.0,90.91 ,
251705,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,909.09 ,
251706,HDA.P.IVA SOPORTADO      ,4720000.0,130.17 ,
251706,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,619.84 ,
251706,REAL CLUB NAUTICO VALENCIA,4000821.0,,750.01 
251707,ONE CAPITAL. S.L.,4000822.0,,1.025.04 
251707,HDA.P.IVA SOPORTADO      ,4720000.0,177.90 ,
251707,SERV.PROFES.INDEPENDIENT.,6230000.0,847.14 ,
251708,MACABACUS. INC,4000436.0,,1.055.37 
251708,OTROS SERVICIOS          ,6290000.0,1.055.37 ,
251709,MATERIAL DE OFICINA      ,6292000.0,41.76 ,
251709,SANQIERSHIYI. S.L.,4000823.0,,41.76 
251710,MATERIAL DE OFICINA      ,6292000.0,2.00 ,
251710,HDA.P.IVA SOPORTADO      ,4720000.0,0.42 ,
251710,HDA.P.IVA REPERCUTIDO    ,4770000.0,,0.42 
251710,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,2.00 
251711,HDA.P.IVA SOPORTADO      ,4720000.0,-10.88 ,
251711,MATERIAL DE OFICINA      ,6292000.0,-51.79 ,
251711,HDA.P.IVA REPERCUTIDO    ,4770000.0,,-10.88 
251711,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,-51.79 
251712,MATERIAL DE OFICINA      ,6292000.0,-51.79 ,
251712,HDA.P.IVA REPERCUTIDO    ,4770000.0,,-10.88 
251712,HDA.P.IVA SOPORTADO      ,4720000.0,-10.88 ,
251712,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,-51.79 
251714,HDA.P.IVA SOPORTADO      ,4720000.0,4.51 ,
251714,MATERIAL DE OFICINA      ,6292000.0,21.48 ,
251714,HDA.P.IVA REPERCUTIDO    ,4770000.0,,4.51 
251714,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,21.48 
251715,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,80.20 
251715,HDA.P.IVA REPERCUTIDO    ,4770000.0,,16.84 
251715,MATERIAL DE OFICINA      ,6292000.0,80.20 ,
251715,HDA.P.IVA SOPORTADO      ,4720000.0,16.84 ,
251716,MATERIAL DE OFICINA      ,6292000.0,196.25 ,
251716,HDA.P.IVA SOPORTADO      ,4720000.0,41.21 ,
251716,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,196.25 
251716,HDA.P.IVA REPERCUTIDO    ,4770000.0,,41.21 
251717,MATERIAL DE OFICINA      ,6292000.0,38.44 ,
251717,HDA.P.IVA REPERCUTIDO    ,4770000.0,,8.07 
251717,HDA.P.IVA SOPORTADO      ,4720000.0,8.07 ,
251717,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,38.44 
251718,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,101.43 
251718,HDA.P.IVA SOPORTADO      ,4720000.0,21.30 ,
251718,MATERIAL DE OFICINA      ,6292000.0,101.43 ,
251718,HDA.P.IVA REPERCUTIDO    ,4770000.0,,21.30 
251719,MATERIAL DE OFICINA      ,6292000.0,628.05 ,
251719,HDA.P.IVA REPERCUTIDO    ,4770000.0,,131.89 
251719,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,628.05 
251719,HDA.P.IVA SOPORTADO      ,4720000.0,131.89 ,
251720,MATERIAL DE OFICINA      ,6292000.0,47.90 ,
251720,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,47.90 
251720,HDA.P.IVA SOPORTADO      ,4720000.0,10.06 ,
251720,HDA.P.IVA REPERCUTIDO    ,4770000.0,,10.06 
251721,MATERIAL DE OFICINA      ,6292000.0,6.85 ,
251721,HDA.P.IVA REPERCUTIDO    ,4770000.0,,1.44 
251721,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,6.85 
251721,HDA.P.IVA SOPORTADO      ,4720000.0,1.44 ,
251722,HDA.P.IVA SOPORTADO      ,4720000.0,4.32 ,
251722,HDA.P.IVA REPERCUTIDO    ,4770000.0,,4.32 
251722,MATERIAL DE OFICINA      ,6292000.0,20.58 ,
251722,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,,20.58 
251723,ALIMENTACIÓN,6291900.0,320.22 ,
251723,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520.0,,320.22 
251724,ALIMENTACIÓN,6291900.0,54.28 ,
251724,HDA.P.IVA SOPORTADO      ,4720000.0,11.40 ,
251724,CULLIGAN WATER SPAIN. S.L.,4000417.0,,65.68 
251725,SERV.PROFES.INDEPENDIENT.,6230000.0,2.400.00 ,
251725,HDA.P.IVA SOPORTADO      ,4720000.0,504.00 ,
251725,MARTINEZ FERRANDO Y ASOC.,4000003.0,,2.904.00 
251726,MANTENIMIENTO SOFTWARE,6221000.0,4.480.32 ,
251726,HDA.P.IVA SOPORTADO      ,4720000.0,940.87 ,
251726,PRODWARE SPAIN,4000211.0,,5.421.19 
251727,HDA.P.IVA SOPORTADO      ,4720000.0,643.27 ,
251727,LIMPIEZA,6291500.0,3.063.20 ,
251727,MULTIANAU. S.L.,4000220.0,,3.706.47 
251728,VB GLOBAL GROUP. S.L.,4100402.0,,1.379.60 
251728,GASTOS DE VIAJE          ,6291000.0,1.245.29 ,
251728,HDA.P.IVA SOPORTADO      ,4720000.0,134.31 ,
251729,HDA.P.IVA SOPORTADO      ,4720000.0,92.47 ,
251729,VB GLOBAL GROUP. S.L.,4100402.0,,873.13 
251729,GASTOS DE VIAJE          ,6291000.0,780.66 ,
251730,MANTENIMIENTO SOFTWARE,6221000.0,780.00 ,
251730,HDA.P.IVA SOPORTADO      ,4720000.0,163.80 ,
251730,SEIDOR CONSULTING,4000537.0,,943.80 
251731,FLAT 101. S.L.U.,4000804.0,,1.452.00 
251731,HDA.P.IVA SOPORTADO      ,4720000.0,252.00 ,
251731,FLAT 101. S.L.U.,6070804.0,1.200.00 ,
251732,HDA.P.IVA SOPORTADO      ,4720000.0,1.455.16 ,
251732,SERV.PROFES.INDEPENDIENT.,6230000.0,6.929.33 ,
251732,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,,8.384.49 
251733,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,,387.20 
251733,HDA.P.IVA SOPORTADO      ,4720000.0,67.20 ,
251733,SERV.PROFES.INDEPENDIENT.,6230000.0,320.00 ,
251734,SERV.PROFES.INDEPENDIENT.,6230000.0,18.750.00 ,
251734,M&A INVESTMENT NETWORK. S.L.,4000710.0,,22.687.50 
251734,HDA.P.IVA SOPORTADO      ,4720000.0,3.937.50 ,
251735,HDA.P.IVA SOPORTADO      ,4720000.0,32.43 ,
251735,JOSEL S.L.U.,4000187.0,,186.87 
251735,ARRENDAMIENTOS           ,6210000.0,154.44 ,
251736,JOSEL S.L.U.,4000187.0,,186.87 
251736,HDA.P.IVA SOPORTADO      ,4720000.0,32.43 ,
251736,ARRENDAMIENTOS           ,6210000.0,154.44 ,
251737,JOSEL S.L.U.,4000187.0,,186.87 
251737,HDA.P.IVA SOPORTADO      ,4720000.0,32.43 ,
251737,ARRENDAMIENTOS           ,6210000.0,154.44 ,
251738,ARRENDAMIENTOS           ,6210000.0,100.00 ,
251738,JOSEL S.L.U.,4000187.0,,121.00 
251738,HDA.P.IVA SOPORTADO      ,4720000.0,21.00 ,
251739,HDA.P.IVA SOPORTADO      ,4720000.0,21.00 ,
251739,JOSEL S.L.U.,4000187.0,,121.00 
251739,ARRENDAMIENTOS           ,6210000.0,100.00 ,
251740,JOSEL S.L.U.,4000187.0,,121.00 
251740,HDA.P.IVA SOPORTADO      ,4720000.0,21.00 ,
251740,ARRENDAMIENTOS           ,6210000.0,100.00 ,
251741,HDA.P.IVA SOPORTADO      ,4720000.0,2.01 ,
251741,ROSICH ROMEU. CARMEN,4000300.0,,11.60 
251741,SERV.PROFES.INDEPENDIENT.,6230000.0,9.59 ,
251742,COLEGIO DE REGISTRADORES,4100188.0,,11.60 
251742,ROSICH ROMEU. CARMEN,4000300.0,11.60 ,
251743,SERV.PROFES.INDEPENDIENT.,6230000.0,8.99 ,
251743,REGISTRO MERCANTIL DE BARCELONA,4000206.0,,10.88 
251743,HDA.P.IVA SOPORTADO      ,4720000.0,1.89 ,
251744,REGISTRO MERCANTIL DE BARCELONA,4000206.0,10.88 ,
251744,COLEGIO DE REGISTRADORES,4100188.0,,10.88 
251745,REGISTRO MERCANTIL DE MADRID,4100003.0,,5.06 
