journal_entry_id,line_description,gl_account_number,amount,debit_amount,credit_amount
251924,PROVEEDORES VARIOS,4005000.0,-8.1,0.0,8.1
251925,PROVEEDORES VARIOS,4005000.0,-6.7,0.0,6.7
251925,TRANSPORTES              ,6240000.0,6.7,6.7,0.0
251926,PROVEEDORES VARIOS,4005000.0,-7.55,0.0,7.55
251926,TRANSPORTES              ,6240000.0,7.55,7.55,0.0
251927,PROVEEDORES VARIOS,4005000.0,-7.25,0.0,7.25
251927,TRANSPORTES              ,6240000.0,7.25,7.25,0.0
251928,PROVEEDORES VARIOS,4005000.0,-6.25,0.0,6.25
251928,TRANSPORTES              ,6240000.0,6.25,6.25,0.0
251929,TRANSPORTES              ,6240000.0,8.75,8.75,0.0
251929,PROVEEDORES VARIOS,4005000.0,-8.75,0.0,8.75
251930,TRANSPORTES              ,6240000.0,8.7,8.7,0.0
251930,PROVEEDORES VARIOS,4005000.0,-8.7,0.0,8.7
251931,PROVEEDORES VARIOS,4005000.0,-50.0,0.0,50.0
251931,TRANSPORTES              ,6240000.0,50.0,50.0,0.0
251932,TRANSPORTES              ,6240000.0,70.0,70.0,0.0
251932,PROVEEDORES VARIOS,4005000.0,-70.0,0.0,70.0
251933,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,107.7,107.7,0.0
251933,PROVEEDORES VARIOS,4005000.0,-107.7,0.0,107.7
251934,PROVEEDORES VARIOS,4005000.0,-9.5,0.0,9.5
251934,TRANSPORTES              ,6240000.0,9.5,9.5,0.0
251935,PROVEEDORES VARIOS,4005000.0,-33.0,0.0,33.0
251935,TRANSPORTES              ,6240000.0,33.0,33.0,0.0
251936,TRANSPORTES              ,6240000.0,33.0,33.0,0.0
251936,PROVEEDORES VARIOS,4005000.0,-33.0,0.0,33.0
251937,PROVEEDORES VARIOS,4005000.0,-5.95,0.0,5.95
251937,TRANSPORTES              ,6240000.0,5.95,5.95,0.0
251938,PROVEEDORES VARIOS,4005000.0,-170.0,0.0,170.0
251938,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,170.0,170.0,0.0
251939,TRANSPORTES              ,6240000.0,8.95,8.95,0.0
251939,PROVEEDORES VARIOS,4005000.0,-8.95,0.0,8.95
251940,PROVEEDORES VARIOS,4005000.0,-6.0,0.0,6.0
251940,TRANSPORTES              ,6240000.0,6.0,6.0,0.0
251941,TRANSPORTES              ,6240000.0,9.3,9.3,0.0
251941,PROVEEDORES VARIOS,4005000.0,-9.3,0.0,9.3
251942,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,11.1,11.1,0.0
251942,PROVEEDORES VARIOS,4005000.0,-11.1,0.0,11.1
251943,TRANSPORTES              ,6240000.0,6.35,6.35,0.0
251943,PROVEEDORES VARIOS,4005000.0,-6.35,0.0,6.35
251944,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,48.0,48.0,0.0
251944,PROVEEDORES VARIOS,4005000.0,-48.0,0.0,48.0
251945,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,68.3,68.3,0.0
251945,PROVEEDORES VARIOS,4005000.0,-68.3,0.0,68.3
251946,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,4.2,4.2,0.0
251946,PROVEEDORES VARIOS,4005000.0,-4.2,0.0,4.2
251947,TRANSPORTES              ,6240000.0,6.0,6.0,0.0
251947,PROVEEDORES VARIOS,4005000.0,-6.0,0.0,6.0
251948,TRANSPORTES              ,6240000.0,6.0,6.0,0.0
251948,PROVEEDORES VARIOS,4005000.0,-6.0,0.0,6.0
251949,TRANSPORTES              ,6240000.0,6.5,6.5,0.0
251949,PROVEEDORES VARIOS,4005000.0,-6.5,0.0,6.5
251950,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,5.7,5.7,0.0
251950,PROVEEDORES VARIOS,4005000.0,-5.7,0.0,5.7
251951,PROVEEDORES VARIOS,4005000.0,-10.0,0.0,10.0
251951,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,10.0,10.0,0.0
251952,PROVEEDORES VARIOS,4005000.0,-19.0,0.0,19.0
251952,TRANSPORTES              ,6240000.0,19.0,19.0,0.0
251953,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,5.2,5.2,0.0
251953,PROVEEDORES VARIOS,4005000.0,-5.2,0.0,5.2
251954,PROVEEDORES VARIOS,4005000.0,-4.7,0.0,4.7
251954,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,4.7,4.7,0.0
251955,TRANSPORTES              ,6240000.0,5.0,5.0,0.0
251955,PROVEEDORES VARIOS,4005000.0,-5.0,0.0,5.0
251956,PROVEEDORES VARIOS,4005000.0,-5.5,0.0,5.5
251956,TRANSPORTES              ,6240000.0,5.5,5.5,0.0
251957,PROVEEDORES VARIOS,4005000.0,-6.85,0.0,6.85
251957,TRANSPORTES              ,6240000.0,6.85,6.85,0.0
251958,TRANSPORTES              ,6240000.0,8.05,8.05,0.0
251958,PROVEEDORES VARIOS,4005000.0,-8.05,0.0,8.05
251959,PROVEEDORES VARIOS,4005000.0,-14.55,0.0,14.55
251959,TRANSPORTES              ,6240000.0,14.55,14.55,0.0
251960,TRANSPORTES              ,6240000.0,11.2,11.2,0.0
251960,PROVEEDORES VARIOS,4005000.0,-11.2,0.0,11.2
251961,PROVEEDORES VARIOS,4005000.0,-6.75,0.0,6.75
251961,TRANSPORTES              ,6240000.0,6.75,6.75,0.0
251962,TRANSPORTES              ,6240000.0,6.9,6.9,0.0
251962,PROVEEDORES VARIOS,4005000.0,-6.9,0.0,6.9
251963,TRANSPORTES              ,6240000.0,6.3,6.3,0.0
251963,PROVEEDORES VARIOS,4005000.0,-6.3,0.0,6.3
251964,COMIDAS EMPLEADOS,6292100.0,5.6,5.6,0.0
251964,PROVEEDORES VARIOS,4005000.0,-5.6,0.0,5.6
251965,PROVEEDORES VARIOS,4005000.0,-8.2,0.0,8.2
251965,COMIDAS EMPLEADOS,6292100.0,8.2,8.2,0.0
251966,PROVEEDORES VARIOS,4005000.0,-7.5,0.0,7.5
251966,COMIDAS EMPLEADOS,6292100.0,7.5,7.5,0.0
251967,PROVEEDORES VARIOS,4005000.0,-13.0,0.0,13.0
251967,TRANSPORTES              ,6240000.0,13.0,13.0,0.0
251968,PROVEEDORES VARIOS,4005000.0,-185.0,0.0,185.0
251968,PUBLIC.PROPAG.RELAC.PUBL.,6270000.0,185.0,185.0,0.0
251969,PROVEEDORES VARIOS,4005000.0,-7.1,0.0,7.1
251969,TRANSPORTES              ,6240000.0,7.1,7.1,0.0
251970,TRANSPORTES              ,6240000.0,7.85,7.85,0.0
251970,PROVEEDORES VARIOS,4005000.0,-7.85,0.0,7.85
251971,TRANSPORTES              ,6240000.0,33.0,33.0,0.0
251971,PROVEEDORES VARIOS,4005000.0,-33.0,0.0,33.0
251972,PROVEEDORES VARIOS,4005000.0,-4.3,0.0,4.3
251972,TRANSPORTES              ,6240000.0,4.3,4.3,0.0
251973,PROVEEDORES VARIOS,4005000.0,-5.1,0.0,5.1
251973,TRANSPORTES              ,6240000.0,5.1,5.1,0.0
251976,HDA. P.ACREED.RETENCIONES,4751000.0,-119325.59,0.0,119325.59
251976,SUELDOS Y SALARIOS       ,6400000.0,361276.65,361276.65,0.0
251976,HDA.P.ACREEDORA RETENCIONES EN ESPECIE,4751100.0,-163.88,0.0,163.88
251976,REMUNERAC.PENDIENTES PAGO,4650000.0,-224164.37,0.0,224164.37
251976,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,-1900.0,0.0,1900.0
251976,ORGAN.S.SOCIAL ACREEDORES,4760000.0,-14831.95,0.0,14831.95
251976,OTROS GASTOS SOCIALES    ,6490000.0,-102.0,0.0,102.0
251976,PRIMAS DE SEGUROS        ,6250000.0,-788.86,0.0,788.86
251977,HDA. P.ACREED.RETENCIONES,4751000.0,-175.0,0.0,175.0
251977,Retencion Administrador,4751600.0,175.0,175.0,0.0
251978,Retencion Administrador,4751600.0,-175.0,0.0,175.0
251978,REMUNERAC.PENDIENTES PAGO,4650000.0,-325.0,0.0,325.0
251978,SUELDOS Y SALARIOS       ,6400000.0,500.0,500.0,0.0
251979,LA CAIXA 81270,5720700.0,-7.36,0.0,7.36
251979,SERVICIOS BANCARIOS      ,6260000.0,7.36,7.36,0.0
251981,SERVICIOS BANCARIOS      ,6260000.0,33.43,33.43,0.0
251981,LA CAIXA 81270,5720700.0,-33.43,0.0,33.43
251982,S&P GLOBAL MARKET INTELLIGENCE. LLC,4000818.0,22287.5,22287.5,0.0
251982,LA CAIXA 81270,5720700.0,-22287.5,0.0,22287.5
251983,CXIOME ESPAÑA. S.A.,4000169.0,1729.65,1729.65,0.0
251983,LA CAIXA 81270,5720700.0,-1729.65,0.0,1729.65
251984,LA CAIXA 81270,5720700.0,-83.9,0.0,83.9
251984,TINTORERIA ROMA. S.L.,4000789.0,83.9,83.9,0.0
251985,LA CAIXA 81270,5720700.0,-2412.74,0.0,2412.74
251985,FAINE BOADAS. S. L.,4100106.0,2412.74,2412.74,0.0
251986,LA CAIXA 81270,5720700.0,-1903.5,0.0,1903.5
251986,PILLALOS TIAYDE. S.L.,4000619.0,1903.5,1903.5,0.0
251987,3F INGENIERIA MANTENIMIENTOS. SL.,4000056.0,157.3,157.3,0.0
251987,LA CAIXA 81270,5720700.0,-157.3,0.0,157.3
251988,HOWDEN IBERIA. S.A.U.,4000659.0,12437.25,12437.25,0.0
251988,LA CAIXA 81270,5720700.0,-12437.25,0.0,12437.25
251989,LA CAIXA 81270,5720700.0,-2224.6,0.0,2224.6
251989,CXIOME ESPAÑA. S.A.,4000169.0,2224.6,2224.6,0.0
251990,LA CAIXA 81270,5720700.0,-3241.15,0.0,3241.15
251990,CXIOME ESPAÑA. S.A.,4000169.0,3241.15,3241.15,0.0
251991,CXIOME ESPAÑA. S.A.,4000169.0,6083.41,6083.41,0.0
251991,LA CAIXA 81270,5720700.0,-6083.41,0.0,6083.41
251992,LA CAIXA 81270,5720700.0,-436.8,0.0,436.8
251992,CABIFY ESPAÑA. S.A.,4000217.0,436.8,436.8,0.0
251993,MOMNOON ECOFF. S.L.,4000734.0,347.39,347.39,0.0
251993,LA CAIXA 81270,5720700.0,-347.39,0.0,347.39
251994,LA CAIXA 81270,5720700.0,-320.22,0.0,320.22
251994,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520.0,320.22,320.22,0.0
251995,LA CAIXA 81270,5720700.0,-647.9,0.0,647.9
251995,DE A A Z GESTION INTEGRAL DE SERVICIOS. S.L.,4000388.0,647.9,647.9,0.0
251996,REFINITIV. S.L.,4100059.0,16661.7,16661.7,0.0
251996,LA CAIXA 81270,5720700.0,-16661.7,0.0,16661.7
251997,LA CAIXA 81270,5720700.0,-2596.49,0.0,2596.49
251997,CXIOME ESPAÑA. S.A.,4000169.0,2596.49,2596.49,0.0
251998,LA CAIXA 81270,5720700.0,-80.77,0.0,80.77
251998,RAMS COURIER. S.L.,4000698.0,80.77,80.77,0.0
251999,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,65.35,65.35,0.0
251999,LA CAIXA 81270,5720700.0,-65.35,0.0,65.35
252,HDA.P.IVA SOPORTADO      ,4720000.0,2.81,2.81,0.0
252,ENDESA X SERVICIOS. S.L.,4000692.0,-16.2,0.0,16.2
252,REPARACIONES Y CONSERVAC.,6220000.0,13.39,13.39,0.0
252000,MORISON ACPM AUDITORES. S.L.P.,4000824.0,6352.5,6352.5,0.0
252000,LA CAIXA 81270,5720700.0,-6352.5,0.0,6352.5
252001,AFI,4100215.0,4204.44,4204.44,0.0
252001,LA CAIXA 81270,5720700.0,-4204.44,0.0,4204.44
252002,FLAT 101. S.L.U.,4000804.0,1452.0,1452.0,0.0
252002,LA CAIXA 81270,5720700.0,-1452.0,0.0,1452.0
252003,LA CAIXA 81270,5720700.0,-22687.5,0.0,22687.5
252003,M&A INVESTMENT NETWORK. S.L.,4000710.0,22687.5,22687.5,0.0
252004,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,692.7,692.7,0.0
252004,LA CAIXA 81270,5720700.0,-692.7,0.0,692.7
252005,MULTIANAU. S.L.,4000220.0,3706.47,3706.47,0.0
252005,LA CAIXA 81270,5720700.0,-3706.47,0.0,3706.47
252006,LA CAIXA 81270,5720700.0,-10790.5,0.0,10790.5
252006,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,10790.5,10790.5,0.0
252007,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,44888.18,44888.18,0.0
252007,LA CAIXA 81270,5720700.0,-44888.18,0.0,44888.18
252008,LA CAIXA 81270,5720700.0,-8.0,0.0,8.0
252008,SERVICIOS BANCARIOS      ,6260000.0,8.0,8.0,0.0
252009,SERVICIOS BANCARIOS      ,6260000.0,3.36,3.36,0.0
252009,LA CAIXA 81270,5720700.0,-3.36,0.0,3.36
252010,INMOBILIARIA COLONIAL. S.A.,4100186.0,258.78,258.78,0.0
252010,LA CAIXA 81270,5720700.0,-258.78,0.0,258.78
252011,INMOBILIARIA COLONIAL. S.A.,4100186.0,27688.09,27688.09,0.0
252011,LA CAIXA 81270,5720700.0,-27688.09,0.0,27688.09
252012,VAN VOLLENHOVEN. IVO,4300536.0,-358505.29,0.0,358505.29
252012,HENDRIX HELLION. JONÁS MAARTEN,4300539.0,-56959.1,0.0,56959.1
252012,LA CAIXA 81270,5720700.0,3025000.0,3025000.0,0.0
252012,NEXXUS IBERIA PRIVATE EQUITY FUND I. F.C.R.,4300542.0,-2359252.6,0.0,2359252.6
252012,WEBER GARCIA. ALVARO,4300537.0,-156586.97,0.0,156586.97
252012,LÓPEZ CÁMARA. ROBERTO CARLOS,4300540.0,-27839.18,0.0,27839.18
252012,STUART MACKINNON. GORDON,4300538.0,-49679.12,0.0,49679.12
252012,FERRAN RODRIGUEZ. ORIOL,4300541.0,-16177.74,0.0,16177.74
252013,CULLIGAN WATER SPAIN. S.L.,4000417.0,97.89,97.89,0.0
252013,LA CAIXA 81270,5720700.0,-97.89,0.0,97.89
252014,LA CAIXA 81270,5720700.0,-216.37,0.0,216.37
252014,NEW ESPRESSO. S.L.,4000652.0,216.37,216.37,0.0
252016,LA CAIXA 81270,5720700.0,72600.0,72600.0,0.0
252016,CORPORACION HIJOS DE RIVERA. S.L.,4300147.0,-72600.0,0.0,72600.0
252017,LA CAIXA 81270,5720700.0,-18.15,0.0,18.15
252017,CAIXABANK. S.A.,4100435.0,18.15,18.15,0.0
252018,LA CAIXA 81270,5720700.0,-164.56,0.0,164.56
252018,MASTAC. S.L.,4000827.0,164.56,164.56,0.0
252019,LA CAIXA 81270,5720700.0,-0.2,0.0,0.2
252019,SERVICIOS BANCARIOS      ,6260000.0,0.2,0.2,0.0
252020,LA CAIXA 81270,5720700.0,625000.0,625000.0,0.0
252020,VESTA INVES. S.A.R.L.,4300393.0,-625000.0,0.0,625000.0
252021,SERVICIOS BANCARIOS      ,6260000.0,50.0,50.0,0.0
252021,LA CAIXA 81270,5720700.0,-50.0,0.0,50.0
252022,LA CAIXA 81270,5720700.0,-2000.0,0.0,2000.0
252022,CTAS.CORR.CON EMPR.ASOC. ,5524000.0,2000.0,2000.0,0.0
252023,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403.0,115.18,115.18,0.0
252023,LA CAIXA 81270,5720700.0,-115.18,0.0,115.18
252024,BRUSI CATERING,4100208.0,4295.39,4295.39,0.0
252024,LA CAIXA 81270,5720700.0,-4295.39,0.0,4295.39
252025,LA CAIXA 81270,5720700.0,6050.0,6050.0,0.0
252025,JIMENEZ SAIZ. CARLOS,4300193.0,-6050.0,0.0,6050.0
252026,TAXI ECOLOGIC BCN,4000209.0,136.77,136.77,0.0
252026,LA CAIXA 81270,5720700.0,-136.77,0.0,136.77
252027,RICOH ESPAÑA. S.L.,4000040.0,271.19,271.19,0.0
252027,LA CAIXA 81270,5720700.0,-271.19,0.0,271.19
252028,RICOH ESPAÑA. S.L.,4000040.0,1336.01,1336.01,0.0
252028,LA CAIXA 81270,5720700.0,-1336.01,0.0,1336.01
252030,LA CAIXA 81270,5720700.0,-422.77,0.0,422.77
252030,ENDESA ENERGIA. S.A.,4000068.0,422.77,422.77,0.0
252031,LA CAIXA 81270,5720700.0,-574.32,0.0,574.32
252031,ENDESA ENERGIA. S.A.,4000068.0,574.32,574.32,0.0
252032,LA CAIXA 81270,5720700.0,-1169.43,0.0,1169.43
252032,ENDESA ENERGIA. S.A.,4000068.0,1169.43,1169.43,0.0
252033,MYTAXI IBERIA. S.L.,4000146.0,600.13,600.13,0.0
252033,LA CAIXA 81270,5720700.0,-600.13,0.0,600.13
252034,OTROS GASTOS SOCIALES    ,6490000.0,102.0,102.0,0.0
252034,LA CAIXA 81270,5720700.0,-102.0,0.0,102.0
252036,CXIOME ESPAÑA. S.A.,4000169.0,5496.93,5496.93,0.0
252036,LA CAIXA 81270,5720700.0,-5496.93,0.0,5496.93
252037,VB GLOBAL GROUP. S.L.,4100402.0,2252.72,2252.72,0.0
252037,LA CAIXA 81270,5720700.0,-2252.72,0.0,2252.72
252038,LA CAIXA 81270,5720700.0,-1900.0,0.0,1900.0
252038,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,1900.0,1900.0,0.0
252039,LA CAIXA 81270,5720700.0,-169004.89,0.0,169004.89
252039,HDA.P.ACREEDORA RETENCIONES EN ESPECIE,4751100.0,102.51,102.51,0.0
252039,HDA. P.ACREED.RETENCIONES,4751000.0,122490.25,122490.25,0.0
252039,HDA.P. RETENCION PROFESIONALES,4751300.0,46412.13,46412.13,0.0
252040,SIEMENS RENTING. S.A.,4000543.0,61.69,61.69,0.0
252040,LA CAIXA 81270,5720700.0,-61.69,0.0,61.69
252042,LUCAYA FORCADA. FRANCISCO JORGE,4100189.0,58105.67,58105.67,0.0
252042,LA CAIXA 81270,5720700.0,-58105.67,0.0,58105.67
252043,REMUNERAC.PENDIENTES PAGO,4650000.0,325.0,325.0,0.0
252043,LA CAIXA 81270,5720700.0,-325.0,0.0,325.0
252044,LA CAIXA 81270,5720700.0,-33.43,0.0,33.43
252044,SERVICIOS BANCARIOS      ,6260000.0,33.43,33.43,0.0
252045,LA CAIXA 81270,5720700.0,-22287.5,0.0,22287.5
252045,S&P GLOBAL MARKET INTELLIGENCE. LLC,4000818.0,22287.5,22287.5,0.0
252046,LA CAIXA 81270,5720700.0,-10.45,0.0,10.45
252046,SERVICIOS BANCARIOS      ,6260000.0,10.45,10.45,0.0
252047,LA CAIXA 81270,5720700.0,-6966.2,0.0,6966.2
252047,BLOOMBERG ,4000228.0,6966.2,6966.2,0.0
252048,LA CAIXA 81270,5720700.0,-18.75,0.0,18.75
252048,SERVICIOS BANCARIOS      ,6260000.0,18.75,18.75,0.0
252049,STJ ADVISORS GROUP LIMITED,4100419.0,12500.0,12500.0,0.0
252049,LA CAIXA 81270,5720700.0,-12500.0,0.0,12500.0
252050,SERVICIOS BANCARIOS      ,6260000.0,6.85,6.85,0.0
252050,LA CAIXA 81270,5720700.0,-6.85,0.0,6.85
252052,REMUNERAC.PENDIENTES PAGO,4650000.0,224164.36,224164.36,0.0
252052,LA CAIXA 81270,5720700.0,-224164.36,0.0,224164.36
252053,LA CAIXA 81270,5720700.0,-5063.98,0.0,5063.98
252053,ADVIOR INTERNATIONAL CVBA,4000539.0,5063.98,5063.98,0.0
252054,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,387.2,387.2,0.0
252054,LA CAIXA 81270,5720700.0,-387.2,0.0,387.2
252055,RAMS COURIER. S.L.,4000698.0,62.75,62.75,0.0
252055,LA CAIXA 81270,5720700.0,-62.75,0.0,62.75
252056,SEMOLA RESTAURACION. S.L.,4100127.0,1221.7,1221.7,0.0
252056,LA CAIXA 81270,5720700.0,-1221.7,0.0,1221.7
252057,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,8384.49,8384.49,0.0
252057,LA CAIXA 81270,5720700.0,-8384.49,0.0,8384.49
252058,LA CAIXA 81270,5720700.0,-1500.4,0.0,1500.4
252058,PRODIGIOS VOLCAN. S.L.,4000635.0,1500.4,1500.4,0.0
252059,LA CAIXA 81270,5720700.0,-65.35,0.0,65.35
252059,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,65.35,65.35,0.0
252060,CARYOSA HYGIENIC SOLUTIONS. S.L.,4000573.0,520.0,520.0,0.0
252060,LA CAIXA 81270,5720700.0,-520.0,0.0,520.0
252061,REFINITIV. S.L.,4100059.0,69345.9,69345.9,0.0
252061,LA CAIXA 81270,5720700.0,-69345.9,0.0,69345.9
252062,LA CAIXA 81270,5720700.0,-11843.5,0.0,11843.5
252062,PARADORES DE TURISMO DE ESPAÑA. S.A.,4000828.0,11843.5,11843.5,0.0
252063,LA CAIXA 81270,5720700.0,-22687.5,0.0,22687.5
252063,M&A INVESTMENT NETWORK. S.L.,4000710.0,22687.5,22687.5,0.0
252064,FLAT 101. S.L.U.,4000804.0,1452.0,1452.0,0.0
252064,LA CAIXA 81270,5720700.0,-1452.0,0.0,1452.0
252065,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,111.93,111.93,0.0
252065,LA CAIXA 81270,5720700.0,-111.93,0.0,111.93
252066,LA CAIXA 81270,5720700.0,-524.05,0.0,524.05
252066,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,524.05,524.05,0.0
252067,MARTINEZ FERRANDO Y ASOC.,4000003.0,2904.0,2904.0,0.0
252067,LA CAIXA 81270,5720700.0,-2904.0,0.0,2904.0
252068,LA CAIXA 81270,5720700.0,-650.84,0.0,650.84
252068,GABINETE JURIDICO MF Y CA Abogados,4100024.0,650.84,650.84,0.0
252069,LA CAIXA 81270,5720700.0,-26973.27,0.0,26973.27
252069,JUAN GONZALEZ PEDROL,4100436.0,26973.27,26973.27,0.0
252070,LA CAIXA 81270,5720700.0,-24973.27,0.0,24973.27
252070,CARLOS TELLEZ ISLA,4100018.0,24973.27,24973.27,0.0
252071,CARLOS TELLEZ ISLA,4100018.0,2000.0,2000.0,0.0
252071,LA CAIXA 81270,5720700.0,-2000.0,0.0,2000.0
252072,LA CAIXA 81270,5720700.0,-26973.27,0.0,26973.27
252072,VICTOR MATA BATLLE,4100011.0,26973.27,26973.27,0.0
252073,LA CAIXA 81270,5720700.0,-26973.27,0.0,26973.27
252073,XAVIER ESCUDERO RAFAS,4100009.0,26973.27,26973.27,0.0
252074,ENRIQUE UGALDE REBOLLO,4100025.0,26973.27,26973.27,0.0
252074,LA CAIXA 81270,5720700.0,-26973.27,0.0,26973.27
252075,LA CAIXA 81270,5720700.0,-26973.27,0.0,26973.27
252075,FERNANDO SEBASTIAN SANZ,4100016.0,26973.27,26973.27,0.0
252076,LA CAIXA 81270,5720700.0,-26973.27,0.0,26973.27
252076,JAVIER JULIA CORUJO,4100365.0,26973.27,26973.27,0.0
252077,LA CAIXA 81270,5720700.0,-26973.27,0.0,26973.27
252077,ENRIQUE SALAMERO LAORDEN,4100364.0,26973.27,26973.27,0.0
252078,FRANCISCO BOADA ROS,4100366.0,26973.27,26973.27,0.0
252078,LA CAIXA 81270,5720700.0,-26973.27,0.0,26973.27
252079,SERVICIOS BANCARIOS      ,6260000.0,9.32,9.32,0.0
252079,LA CAIXA 81270,5720700.0,-9.32,0.0,9.32
252080,LA CAIXA 81270,5720700.0,181500.0,181500.0,0.0
252080,TEMPLUS CENTROS DE DATOS. S.L.,4300198.0,-181500.0,0.0,181500.0
252081,LA CAIXA 81270,5720700.0,-0.2,0.0,0.2
252081,SERVICIOS BANCARIOS      ,6260000.0,0.2,0.2,0.0
252082,SERVICIOS BANCARIOS      ,6260000.0,0.2,0.2,0.0
252082,LA CAIXA 81270,5720700.0,-0.2,0.0,0.2
252083,SERVICIOS BANCARIOS      ,6260000.0,0.2,0.2,0.0
252083,LA CAIXA 81270,5720700.0,-0.2,0.0,0.2
252084,LA CAIXA 81270,5720700.0,-0.2,0.0,0.2
252084,SERVICIOS BANCARIOS      ,6260000.0,0.2,0.2,0.0
252085,SERVICIOS BANCARIOS      ,6260000.0,0.2,0.2,0.0
252085,LA CAIXA 81270,5720700.0,-0.2,0.0,0.2
252086,SERVICIOS BANCARIOS      ,6260000.0,0.2,0.2,0.0
252086,LA CAIXA 81270,5720700.0,-0.2,0.0,0.2
252087,LA CAIXA 81270,5720700.0,-0.2,0.0,0.2
252087,SERVICIOS BANCARIOS      ,6260000.0,0.2,0.2,0.0
252088,ORGAN.S.SOCIAL ACREEDORES,4760000.0,52.53,52.53,0.0
252088,LA CAIXA 81270,5720700.0,-52.53,0.0,52.53
252089,ORGAN.S.SOCIAL ACREEDORES,4760000.0,21152.11,21152.11,0.0
252089,LA CAIXA 81270,5720700.0,-21152.11,0.0,21152.11
252090,LA CAIXA 81270,5720700.0,-67132.91,0.0,67132.91
252090,ORGAN.S.SOCIAL ACREEDORES,4760000.0,67132.91,67132.91,0.0
252091,HDA.P.ACREEDORA POR IVA  ,4750000.0,340848.8,340848.8,0.0
252091,LA CAIXA 81270,5720700.0,-340848.8,0.0,340848.8
252092,HDA.P.DEUDORA POR IVA    ,4700000.0,-35028.9,0.0,35028.9
252092,HDA.P.DEUDORA POR IVA    ,4700000.0,98012.2,98012.2,0.0
252092,HDA.P.IVA SOPORTADO      ,4720000.0,-107980.52,0.0,107980.52
252092,HDA.P.IVA REPERCUTIDO    ,4770000.0,44997.22,44997.22,0.0
252093,HDA.P.IVA REPERCUTIDO    ,4770000.0,554487.68,554487.68,0.0
252093,HDA.P.IVA SOPORTADO      ,4720000.0,-115626.68,0.0,115626.68
252093,HDA.P.ACREEDORA POR IVA  ,4750000.0,-340848.8,0.0,340848.8
252093,HDA.P.DEUDORA POR IVA    ,4700000.0,-98012.2,0.0,98012.2
252094,VB GLOBAL GROUP. S.L.,4100402.0,2756.99,2756.99,0.0
252094,LA CAIXA 81270,5720700.0,-2756.99,0.0,2756.99
252096,CULLIGAN WATER SPAIN. S.L.,4000417.0,65.68,65.68,0.0
252096,LA CAIXA 81270,5720700.0,-65.68,0.0,65.68
252097,EL TALLER DE LA LIMPIEZA. S.L.,4000072.0,1150.83,1150.83,0.0
252097,LA CAIXA 81270,5720700.0,-1150.83,0.0,1150.83
252098,LA CAIXA 81270,5720700.0,-5421.19,0.0,5421.19
252098,PRODWARE SPAIN,4000211.0,5421.19,5421.19,0.0
252099,OTROS INGRE.FINANC.(C.C.),7690000.0,-12417.41,0.0,12417.41
252099,LA CAIXA 81270,5720700.0,12417.41,12417.41,0.0
252100,HDA.P.RETENC.Y PAGO A CTA,4730000.0,2359.31,2359.31,0.0
252100,LA CAIXA 81270,5720700.0,-2359.31,0.0,2359.31
252101,SERVICIOS BANCARIOS      ,6260000.0,8.0,8.0,0.0
252101,LA CAIXA 81270,5720700.0,-8.0,0.0,8.0
252102,LA CAIXA 81270,5720700.0,-3049.59,0.0,3049.59
252102,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,3049.59,3049.59,0.0
252103,LA CAIXA 81270,5720700.0,-457.1,0.0,457.1
252103,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,457.1,457.1,0.0
252104,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,692.7,692.7,0.0
252104,LA CAIXA 81270,5720700.0,-692.7,0.0,692.7
252105,JOSEL S.L.U.,4000187.0,121.0,121.0,0.0
252105,LA CAIXA 81270,5720700.0,-121.0,0.0,121.0
252106,JOSEL S.L.U.,4000187.0,121.0,121.0,0.0
252106,LA CAIXA 81270,5720700.0,-121.0,0.0,121.0
252107,LA CAIXA 81270,5720700.0,-121.0,0.0,121.0
252107,JOSEL S.L.U.,4000187.0,121.0,121.0,0.0
