journal_entry_id,posting_date,fiscal_year,prepared_by
1500000432,18/03/2024,2024,ALOSADA
1500000433,18/03/2024,2024,ALOSADA
1500000434,18/03/2024,2024,ALOSADA
1500000435,18/03/2024,2024,ALOSADA
1500000436,18/03/2024,2024,ALOSADA
1500000437,18/03/2024,2024,ALOSADA
1500000438,18/03/2024,2024,ALOSADA
1500000439,18/03/2024,2024,ALOSADA
1500000440,18/03/2024,2024,ALOSADA
1500000441,18/03/2024,2024,ALOSADA
1500000442,18/03/2024,2024,ALOSADA
1500000443,18/03/2024,2024,ALOSADA
1500000444,18/03/2024,2024,ALOSADA
1500000445,18/03/2024,2024,ALOSADA
1500000446,18/03/2024,2024,ALOSADA
1500000447,18/03/2024,2024,ALOSADA
1500000448,18/03/2024,2024,ALOSADA
1500000449,18/03/2024,2024,ALOSADA
1500000450,18/03/2024,2024,ALOSADA
1500000451,18/03/2024,2024,ALOSADA
1500000452,18/03/2024,2024,ALOSADA
1500000453,18/03/2024,2024,ALOSADA
1500000454,18/03/2024,2024,ALOSADA
1500000455,18/03/2024,2024,ALOSADA
1500000456,18/03/2024,2024,ALOSADA
1500000457,18/03/2024,2024,ALOSADA
1500000458,18/03/2024,2024,ALOSADA
1500000459,18/03/2024,2024,ALOSADA
1500000460,18/03/2024,2024,ALOSADA
1500000461,18/03/2024,2024,ALOSADA
1500000462,18/03/2024,2024,ALOSADA
1500000463,18/03/2024,2024,ALOSADA
1500000464,18/03/2024,2024,ALOSADA
1500000465,18/03/2024,2024,ALOSADA
1500000466,18/03/2024,2024,ALOSADA
1500000467,18/03/2024,2024,ALOSADA
1500000468,18/03/2024,2024,ALOSADA
1500000469,18/03/2024,2024,ALOSADA
1500000470,01/03/2024,2024,ALOSADA
1500000471,08/03/2024,2024,ALOSADA
1500000472,08/03/2024,2024,ALOSADA
1500000473,08/03/2024,2024,ALOSADA
1500000474,13/03/2024,2024,ALOSADA
1500000475,13/03/2024,2024,ALOSADA
1500000476,08/03/2024,2024,ALOSADA
1500000477,29/02/2024,2024,ALOSADA
1500000478,29/02/2024,2024,ALOSADA
1500000479,29/02/2024,2024,ALOSADA
1500000480,29/02/2024,2024,ALOSADA
1500000481,29/02/2024,2024,ALOSADA
1500000482,29/02/2024,2024,ALOSADA
1500000483,29/02/2024,2024,ALOSADA
1500000484,29/02/2024,2024,ALOSADA
1500000485,29/02/2024,2024,ALOSADA
1500000486,29/02/2024,2024,ALOSADA
1500000487,19/03/2024,2024,ALOSADA
1500000488,01/03/2024,2024,ALOSADA
1500000489,18/03/2024,2024,ALOSADA
1500000490,19/03/2024,2024,ALOSADA
1500000491,18/03/2024,2024,ALOSADA
1500000492,01/03/2024,2024,ALOSADA
1500000493,18/03/2024,2024,ALOSADA
1500000494,18/03/2024,2024,ALOSADA
1500000495,18/03/2024,2024,ALOSADA
1500000496,14/03/2024,2024,ALOSADA
1500000497,11/03/2024,2024,ALOSADA
1500000498,18/03/2024,2024,ALOSADA
1500000499,02/03/2024,2024,ALOSADA
1500000500,13/03/2024,2024,ALOSADA
1500000501,26/03/2024,2024,ALOSADA
1500000502,26/03/2024,2024,ALOSADA
1500000503,26/03/2024,2024,ALOSADA
1500000504,26/03/2024,2024,ALOSADA
1500000505,26/03/2024,2024,ALOSADA
1500000506,26/03/2024,2024,ALOSADA
1500000507,19/03/2024,2024,ALOSADA
1500000508,22/03/2024,2024,ALOSADA
1500000509,22/03/2024,2024,ALOSADA
1500000510,31/03/2024,2024,ALOSADA
1500000511,31/03/2024,2024,ALOSADA
1500000512,31/03/2024,2024,ALOSADA
1500000513,18/04/2024,2024,MRAMOS
1500000514,18/04/2024,2024,MRAMOS
1500000515,25/04/2024,2024,MRAMOS
1500000516,16/04/2024,2024,TPEREZ
1500000517,29/04/2024,2024,TPEREZ
1500000518,29/04/2024,2024,TPEREZ
1500000519,11/04/2024,2024,TPEREZ
1500000520,06/04/2024,2024,TPEREZ
1500000521,11/04/2024,2024,TPEREZ
1500000522,11/04/2024,2024,TPEREZ
1500000523,08/05/2024,2024,MRAMOS
1500000524,26/04/2024,2024,TPEREZ
1500000525,03/05/2024,2024,TPEREZ
1500000526,16/04/2024,2024,TPEREZ
1500000527,29/04/2024,2024,TPEREZ
1500000528,18/05/2024,2024,MRAMOS
1500000529,31/01/2024,2024,KVILLAVIC
1500000530,31/01/2024,2024,KVILLAVIC
1500000531,27/05/2024,2024,MRAMOS
1500000532,01/05/2024,2024,KVILLAVIC
1500000533,03/05/2024,2024,KVILLAVIC
1500000534,21/05/2024,2024,KVILLAVIC
1500000535,01/05/2024,2024,KVILLAVIC
1500000536,28/05/2024,2024,MRAMOS
1500000537,28/05/2024,2024,MRAMOS
1500000538,28/05/2024,2024,MRAMOS
1500000539,06/05/2024,2024,MRAMOS
1500000540,28/05/2024,2024,MRAMOS
1500000541,28/05/2024,2024,MRAMOS
1500000542,28/05/2024,2024,MRAMOS
1500000543,20/05/2024,2024,MRAMOS
1500000544,14/05/2024,2024,MRAMOS
1500000545,29/05/2024,2024,MRAMOS
1500000546,30/05/2024,2024,MRAMOS
1500000547,23/05/2024,2024,KVILLAVIC
1500000548,01/05/2024,2024,KVILLAVIC
1500000549,23/05/2024,2024,KVILLAVIC
1500000550,28/05/2024,2024,KVILLAVIC
1500000551,01/05/2024,2024,KVILLAVIC
1500000552,30/05/2024,2024,MRAMOS
1500000553,30/05/2024,2024,MRAMOS
1500000554,30/05/2024,2024,MRAMOS
1500000555,01/05/2024,2024,KVILLAVIC
1500000556,03/05/2024,2024,MRAMOS
1500000557,31/05/2024,2024,MRAMOS
1500000558,08/05/2024,2024,KVILLAVIC
1500000559,01/05/2024,2024,KVILLAVIC
1500000560,31/05/2024,2024,KVILLAVIC
1500000561,31/05/2024,2024,KVILLAVIC
1500000562,02/05/2024,2024,KVILLAVIC
1700000000,10/01/2024,2024,MRAMOS
1700000001,10/01/2024,2024,MRAMOS
1700000002,05/01/2024,2024,AMIBAÑEZ
1700000003,12/01/2024,2024,AMIBAÑEZ
1700000004,13/01/2024,2024,AMIBAÑEZ
1700000005,02/01/2024,2024,AMIBAÑEZ
1700000006,13/01/2024,2024,AMIBAÑEZ
1700000007,13/01/2024,2024,AMIBAÑEZ
1700000008,13/01/2024,2024,AMIBAÑEZ
1700000009,13/01/2024,2024,AMIBAÑEZ
1700000010,13/01/2024,2024,AMIBAÑEZ
1700000011,13/01/2024,2024,AMIBAÑEZ
1700000012,13/01/2024,2024,AMIBAÑEZ
1700000013,11/01/2024,2024,AMIBAÑEZ
1700000014,13/01/2024,2024,AMIBAÑEZ
1700000015,13/01/2024,2024,AMIBAÑEZ
1700000016,13/01/2024,2024,AMIBAÑEZ
1700000017,13/01/2024,2024,AMIBAÑEZ
1700000018,13/01/2024,2024,AMIBAÑEZ
1700000019,13/01/2024,2024,AMIBAÑEZ
1700000020,13/01/2024,2024,AMIBAÑEZ
1700000021,13/01/2024,2024,AMIBAÑEZ
1700000022,13/01/2024,2024,AMIBAÑEZ
1700000023,14/01/2024,2024,AMIBAÑEZ
1700000024,01/01/2024,2024,AMIBAÑEZ
1700000025,19/01/2024,2024,AMIBAÑEZ
1700000026,19/01/2024,2024,AMIBAÑEZ
1700000027,19/01/2024,2024,AMIBAÑEZ
1700000028,31/01/2024,2024,MRAMOS
1700000029,31/01/2024,2024,MRAMOS
1700000030,08/02/2024,2024,MRAMOS
1700000031,14/02/2024,2024,MRAMOS
1700000032,14/02/2024,2024,MRAMOS
1700000033,29/02/2024,2024,MRAMOS
1700000034,01/02/2024,2024,ALOSADA
1700000035,29/02/2024,2024,ALOSADA
1700000036,17/03/2024,2024,ALOSADA
1700000037,17/03/2024,2024,ALOSADA
1700000038,17/03/2024,2024,ALOSADA
1700000039,17/03/2024,2024,ALOSADA
1700000040,17/03/2024,2024,ALOSADA
1700000041,20/03/2024,2024,MRAMOS
1700000042,26/03/2024,2024,ALOSADA
1700000043,26/03/2024,2024,ALOSADA
1700000044,31/03/2024,2024,MRAMOS
1700000045,31/03/2024,2024,MRAMOS
1700000046,31/03/2024,2024,MRAMOS
1700000047,15/04/2024,2024,MRAMOS
1700000048,16/04/2024,2024,MRAMOS
1700000049,22/04/2024,2024,MRAMOS
1700000050,20/04/2024,2024,KVILLAVIC
1700000051,24/04/2024,2024,MRAMOS
1700000052,06/05/2024,2024,MRAMOS
1700000053,30/04/2024,2024,MRAMOS
1700000054,30/04/2024,2024,TPEREZ
1700000055,30/04/2024,2024,TPEREZ
1700000056,03/05/2024,2024,MRAMOS
1700000057,30/04/2024,2024,TPEREZ
1700000058,08/05/2024,2024,MRAMOS
1700000059,08/05/2024,2024,MRAMOS
1700000060,08/05/2024,2024,MRAMOS
1700000061,09/05/2024,2024,MRAMOS
1700000062,02/05/2024,2024,KVILLAVIC
1700000063,15/05/2024,2024,KVILLAVIC
1700000064,21/05/2024,2024,MRAMOS
1700000065,01/05/2024,2024,KVILLAVIC
1700000066,01/05/2024,2024,KVILLAVIC
1700000067,14/05/2024,2024,KVILLAVIC
1700000068,01/05/2024,2024,KVILLAVIC
1700000069,15/05/2024,2024,KVILLAVIC
1700000070,23/05/2024,2024,MRAMOS
1700000071,10/05/2024,2024,KVILLAVIC
1700000072,26/05/2024,2024,KVILLAVIC
1700000073,26/05/2024,2024,KVILLAVIC
1700000074,26/05/2024,2024,KVILLAVIC
1700000075,20/05/2024,2024,KVILLAVIC
1700000076,27/05/2024,2024,MRAMOS
1700000077,20/05/2024,2024,KVILLAVIC
1700000078,20/05/2024,2024,KVILLAVIC
1700000079,28/05/2024,2024,MRAMOS
1700000080,28/05/2024,2024,MRAMOS
1700000081,01/05/2024,2024,KVILLAVIC
1700000082,20/05/2024,2024,KVILLAVIC
1700000083,20/05/2024,2024,KVILLAVIC
1700000084,10/05/2024,2024,KVILLAVIC
1700000085,30/05/2024,2024,KVILLAVIC
1700000086,30/05/2024,2024,KVILLAVIC
1700000088,31/05/2024,2024,KVILLAVIC
1700000089,31/05/2024,2024,KVILLAVIC
1700000092,31/05/2024,2024,KVILLAVIC
1700000093,31/05/2024,2024,KVILLAVIC
1700000095,31/05/2024,2024,KVILLAVIC
1700000096,28/05/2024,2024,KVILLAVIC
1700000097,31/05/2024,2024,KVILLAVIC
1700000098,31/05/2024,2024,MRAMOS
1700000099,31/05/2024,2024,KVILLAVIC
1700000100,31/05/2024,2024,KVILLAVIC
1800000000,01/01/2024,2024,INT_PRESTIGE
1800000001,01/01/2024,2024,INT_PRESTIGE
1800000002,01/01/2024,2024,INT_PRESTIGE
1800000003,01/01/2024,2024,INT_PRESTIGE
1800000004,01/01/2024,2024,INT_PRESTIGE
1800000005,01/01/2024,2024,INT_PRESTIGE
1800000006,01/01/2024,2024,INT_PRESTIGE
1800000007,01/01/2024,2024,INT_PRESTIGE
1800000008,01/01/2024,2024,INT_PRESTIGE
1800000009,01/01/2024,2024,INT_PRESTIGE
1800000010,01/01/2024,2024,INT_PRESTIGE
1800000011,01/01/2024,2024,INT_PRESTIGE
1800000012,01/01/2024,2024,INT_PRESTIGE
1800000013,01/01/2024,2024,INT_PRESTIGE
1800000014,01/01/2024,2024,INT_PRESTIGE
1800000015,01/01/2024,2024,INT_PRESTIGE
1800000016,01/01/2024,2024,INT_PRESTIGE
1800000017,01/01/2024,2024,INT_PRESTIGE
1800000018,01/01/2024,2024,INT_PRESTIGE
1800000019,01/01/2024,2024,INT_PRESTIGE
1800000020,01/01/2024,2024,INT_PRESTIGE
1800000021,01/01/2024,2024,INT_PRESTIGE
1800000022,01/01/2024,2024,INT_PRESTIGE
1800000023,01/01/2024,2024,INT_PRESTIGE
1800000024,01/01/2024,2024,INT_PRESTIGE
1800000025,01/01/2024,2024,INT_PRESTIGE
1800000026,01/01/2024,2024,INT_PRESTIGE
1800000027,01/01/2024,2024,INT_PRESTIGE
1800000028,01/01/2024,2024,INT_PRESTIGE
1800000029,01/01/2024,2024,INT_PRESTIGE
1800000030,01/01/2024,2024,INT_PRESTIGE
1800000031,01/01/2024,2024,INT_PRESTIGE
1800000032,01/01/2024,2024,INT_PRESTIGE
1800000033,01/01/2024,2024,INT_PRESTIGE
1800000034,01/01/2024,2024,INT_PRESTIGE
1800000035,01/01/2024,2024,INT_PRESTIGE
1800000036,01/01/2024,2024,INT_PRESTIGE
1800000037,01/01/2024,2024,INT_PRESTIGE
1800000038,01/01/2024,2024,INT_PRESTIGE
1800000039,01/01/2024,2024,INT_PRESTIGE
1800000040,01/01/2024,2024,INT_PRESTIGE
1800000041,01/01/2024,2024,INT_PRESTIGE
1800000042,01/01/2024,2024,INT_PRESTIGE
1800000043,01/01/2024,2024,INT_PRESTIGE
1800000044,01/01/2024,2024,INT_PRESTIGE
1800000045,01/01/2024,2024,INT_PRESTIGE
1800000046,01/01/2024,2024,INT_PRESTIGE
1800000047,01/01/2024,2024,INT_PRESTIGE
1800000048,01/01/2024,2024,INT_PRESTIGE
1800000049,01/01/2024,2024,INT_PRESTIGE
1800000050,01/01/2024,2024,INT_PRESTIGE
1800000051,01/01/2024,2024,INT_PRESTIGE
1800000052,01/01/2024,2024,INT_PRESTIGE
1800000053,01/01/2024,2024,INT_PRESTIGE
1800000054,01/01/2024,2024,INT_PRESTIGE
1800000055,01/01/2024,2024,INT_PRESTIGE
1800000056,01/01/2024,2024,INT_PRESTIGE
1800000057,01/01/2024,2024,INT_PRESTIGE
1800000058,01/01/2024,2024,INT_PRESTIGE
1800000059,01/01/2024,2024,INT_PRESTIGE
1800000060,01/01/2024,2024,INT_PRESTIGE
1800000061,01/01/2024,2024,INT_PRESTIGE
1800000062,01/01/2024,2024,INT_PRESTIGE
1800000063,01/01/2024,2024,INT_PRESTIGE
1800000064,01/01/2024,2024,INT_PRESTIGE
1800000065,01/01/2024,2024,INT_PRESTIGE
1800000066,01/01/2024,2024,INT_PRESTIGE
1800000067,01/01/2024,2024,INT_PRESTIGE
1800000068,01/01/2024,2024,INT_PRESTIGE
1800000069,01/01/2024,2024,INT_PRESTIGE
1800000070,01/01/2024,2024,INT_PRESTIGE
1800000071,01/01/2024,2024,INT_PRESTIGE
1800000072,01/01/2024,2024,INT_PRESTIGE
1800000073,01/01/2024,2024,INT_PRESTIGE
1800000074,01/01/2024,2024,INT_PRESTIGE
1800000075,01/01/2024,2024,INT_PRESTIGE
1800000076,01/01/2024,2024,INT_PRESTIGE
1800000077,01/01/2024,2024,INT_PRESTIGE
1800000078,01/01/2024,2024,INT_PRESTIGE
1800000079,01/01/2024,2024,INT_PRESTIGE
1800000080,01/01/2024,2024,INT_PRESTIGE
1800000081,01/01/2024,2024,INT_PRESTIGE
1800000082,01/01/2024,2024,INT_PRESTIGE
1800000083,01/01/2024,2024,INT_PRESTIGE
1800000084,01/01/2024,2024,INT_PRESTIGE
1800000085,01/01/2024,2024,INT_PRESTIGE
1800000086,01/01/2024,2024,INT_PRESTIGE
1800000087,01/01/2024,2024,INT_PRESTIGE
1800000088,01/01/2024,2024,INT_PRESTIGE
1800000089,01/01/2024,2024,INT_PRESTIGE
1800000090,01/01/2024,2024,INT_PRESTIGE
1800000091,01/01/2024,2024,INT_PRESTIGE
1800000092,01/01/2024,2024,INT_PRESTIGE
1800000093,01/01/2024,2024,INT_PRESTIGE
1800000094,01/01/2024,2024,INT_PRESTIGE
1800000095,01/01/2024,2024,INT_PRESTIGE
1800000096,01/01/2024,2024,INT_PRESTIGE
1800000097,01/01/2024,2024,INT_PRESTIGE
1800000098,01/01/2024,2024,INT_PRESTIGE
1800000099,01/01/2024,2024,INT_PRESTIGE
1800000100,01/01/2024,2024,INT_PRESTIGE
1800000101,01/01/2024,2024,INT_PRESTIGE
1800000102,01/01/2024,2024,INT_PRESTIGE
1800000103,01/01/2024,2024,INT_PRESTIGE
1800000104,01/01/2024,2024,INT_PRESTIGE
1800000105,01/01/2024,2024,INT_PRESTIGE
1800000106,01/01/2024,2024,INT_PRESTIGE
1800000107,01/01/2024,2024,INT_PRESTIGE
1800000108,01/01/2024,2024,INT_PRESTIGE
1800000109,01/01/2024,2024,INT_PRESTIGE
1800000110,01/01/2024,2024,INT_PRESTIGE
1800000111,01/01/2024,2024,INT_PRESTIGE
1800000112,01/01/2024,2024,INT_PRESTIGE
1800000113,01/01/2024,2024,INT_PRESTIGE
1800000114,01/01/2024,2024,INT_PRESTIGE
1800000115,01/01/2024,2024,INT_PRESTIGE
1800000116,01/01/2024,2024,INT_PRESTIGE
1800000117,01/01/2024,2024,INT_PRESTIGE
1800000118,01/01/2024,2024,INT_PRESTIGE
1800000119,01/01/2024,2024,INT_PRESTIGE
1800000120,01/01/2024,2024,INT_PRESTIGE
1800000121,01/01/2024,2024,INT_PRESTIGE
1800000122,01/01/2024,2024,INT_PRESTIGE
1800000123,01/01/2024,2024,INT_PRESTIGE
1800000124,01/01/2024,2024,INT_PRESTIGE
1800000125,01/01/2024,2024,INT_PRESTIGE
1800000126,01/01/2024,2024,INT_PRESTIGE
1800000127,01/01/2024,2024,INT_PRESTIGE
1800000128,01/01/2024,2024,INT_PRESTIGE
1800000129,01/01/2024,2024,INT_PRESTIGE
1800000130,01/01/2024,2024,INT_PRESTIGE
1800000131,01/01/2024,2024,INT_PRESTIGE
1800000132,01/01/2024,2024,INT_PRESTIGE
1800000133,01/01/2024,2024,INT_PRESTIGE
1800000134,01/01/2024,2024,INT_PRESTIGE
1800000135,01/01/2024,2024,INT_PRESTIGE
1800000136,01/01/2024,2024,INT_PRESTIGE
1800000137,01/01/2024,2024,INT_PRESTIGE
1800000138,01/01/2024,2024,INT_PRESTIGE
1800000139,01/01/2024,2024,AMIBAÑEZ
1800000140,01/01/2024,2024,AMIBAÑEZ
1800000141,01/01/2024,2024,AMIBAÑEZ
1800000142,01/01/2024,2024,AMIBAÑEZ
1800000143,01/01/2024,2024,AMIBAÑEZ
1800000144,01/01/2024,2024,AMIBAÑEZ
1800000145,01/01/2024,2024,AMIBAÑEZ
1800000146,01/01/2024,2024,AMIBAÑEZ
1800000147,01/01/2024,2024,AMIBAÑEZ
1800000148,01/01/2024,2024,AMIBAÑEZ
1800000149,01/01/2024,2024,AMIBAÑEZ
1800000150,01/01/2024,2024,AMIBAÑEZ
1800000151,01/01/2024,2024,AMIBAÑEZ
1800000152,01/01/2024,2024,AMIBAÑEZ
1800000153,01/01/2024,2024,AMIBAÑEZ
1800000154,01/01/2024,2024,AMIBAÑEZ
1800000155,01/01/2024,2024,AMIBAÑEZ
1800000156,01/01/2024,2024,AMIBAÑEZ
1800000157,01/01/2024,2024,AMIBAÑEZ
1800000158,01/01/2024,2024,AMIBAÑEZ
1800000159,01/01/2024,2024,AMIBAÑEZ
1800000160,01/01/2024,2024,AMIBAÑEZ
1800000161,01/01/2024,2024,AMIBAÑEZ
1800000162,01/01/2024,2024,AMIBAÑEZ
1800000163,01/01/2024,2024,AMIBAÑEZ
1800000164,01/01/2024,2024,AMIBAÑEZ
1800000165,01/01/2024,2024,AMIBAÑEZ
1800000166,01/01/2024,2024,AMIBAÑEZ
1800000167,01/01/2024,2024,AMIBAÑEZ
1800000168,01/01/2024,2024,AMIBAÑEZ
1800000169,01/01/2024,2024,AMIBAÑEZ
1800000170,01/01/2024,2024,AMIBAÑEZ
1800000171,01/01/2024,2024,AMIBAÑEZ
1800000172,01/01/2024,2024,AMIBAÑEZ
1800000173,01/01/2024,2024,AMIBAÑEZ
1800000174,01/01/2024,2024,AMIBAÑEZ
1800000175,01/01/2024,2024,AMIBAÑEZ
1800000176,01/01/2024,2024,AMIBAÑEZ
1800000177,01/01/2024,2024,AMIBAÑEZ
1800000178,01/01/2024,2024,AMIBAÑEZ
1800000179,01/01/2024,2024,AMIBAÑEZ
1800000180,01/01/2024,2024,AMIBAÑEZ
1800000181,01/01/2024,2024,AMIBAÑEZ
1800000182,01/01/2024,2024,AMIBAÑEZ
1800000183,01/01/2024,2024,AMIBAÑEZ
1800000184,01/01/2024,2024,AMIBAÑEZ
1800000185,01/01/2024,2024,AMIBAÑEZ
1800000186,01/01/2024,2024,AMIBAÑEZ
1800000187,01/01/2024,2024,AMIBAÑEZ
1800000188,01/01/2024,2024,AMIBAÑEZ
1800000189,01/01/2024,2024,AMIBAÑEZ
1800000190,01/01/2024,2024,AMIBAÑEZ
1800000191,01/01/2024,2024,AMIBAÑEZ
1800000192,01/01/2024,2024,AMIBAÑEZ
1800000193,01/01/2024,2024,AMIBAÑEZ
1800000194,01/01/2024,2024,AMIBAÑEZ
1800000195,01/01/2024,2024,AMIBAÑEZ
1800000196,01/01/2024,2024,AMIBAÑEZ
1800000197,01/01/2024,2024,AMIBAÑEZ
1800000198,01/01/2024,2024,AMIBAÑEZ
1800000199,01/01/2024,2024,AMIBAÑEZ
1800000200,01/01/2024,2024,AMIBAÑEZ
1800000201,01/01/2024,2024,AMIBAÑEZ
1800000202,01/01/2024,2024,AMIBAÑEZ
1800000203,01/01/2024,2024,AMIBAÑEZ
1800000204,01/01/2024,2024,AMIBAÑEZ
1800000205,01/01/2024,2024,AMIBAÑEZ
1800000206,01/01/2024,2024,AMIBAÑEZ
1800000207,01/01/2024,2024,AMIBAÑEZ
1800000208,01/01/2024,2024,AMIBAÑEZ
1800000209,01/01/2024,2024,AMIBAÑEZ
1800000210,01/01/2024,2024,AMIBAÑEZ
1800000211,01/01/2024,2024,AMIBAÑEZ
1800000212,01/01/2024,2024,AMIBAÑEZ
1800000213,01/01/2024,2024,AMIBAÑEZ
1800000214,01/01/2024,2024,AMIBAÑEZ
1800000215,01/01/2024,2024,AMIBAÑEZ
1800000216,01/01/2024,2024,AMIBAÑEZ
1800000217,01/01/2024,2024,AMIBAÑEZ
1800000218,01/01/2024,2024,AMIBAÑEZ
1800000219,01/01/2024,2024,AMIBAÑEZ
1800000220,01/01/2024,2024,AMIBAÑEZ
1800000221,01/01/2024,2024,AMIBAÑEZ
1800000222,01/01/2024,2024,AMIBAÑEZ
1800000223,01/01/2024,2024,AMIBAÑEZ
1800000224,01/01/2024,2024,AMIBAÑEZ
1800000225,01/01/2024,2024,AMIBAÑEZ
1800000226,01/01/2024,2024,AMIBAÑEZ
1800000227,01/01/2024,2024,AMIBAÑEZ
1800000231,01/01/2024,2024,INT_PRESTIGE
1800000232,01/01/2024,2024,INT_PRESTIGE
1800000233,01/01/2024,2024,INT_PRESTIGE
1800000234,01/01/2024,2024,AMIBAÑEZ
1800000235,01/01/2024,2024,AMIBAÑEZ
1800000236,01/01/2024,2024,AMIBAÑEZ
1800000237,02/01/2024,2024,INT_PRESTIGE
1800000238,02/01/2024,2024,INT_PRESTIGE
1800000239,02/01/2024,2024,INT_PRESTIGE
1800000240,02/01/2024,2024,INT_PRESTIGE
1800000241,02/01/2024,2024,INT_PRESTIGE
1800000242,02/01/2024,2024,INT_PRESTIGE
1800000243,02/01/2024,2024,INT_PRESTIGE
1800000244,02/01/2024,2024,INT_PRESTIGE
1800000245,02/01/2024,2024,INT_PRESTIGE
1800000246,02/01/2024,2024,INT_PRESTIGE
1800000247,02/01/2024,2024,INT_PRESTIGE
1800000248,02/01/2024,2024,INT_PRESTIGE
1800000249,02/01/2024,2024,INT_PRESTIGE
1800000250,02/01/2024,2024,INT_PRESTIGE
1800000251,02/01/2024,2024,INT_PRESTIGE
1800000252,02/01/2024,2024,INT_PRESTIGE
1800000253,02/01/2024,2024,INT_PRESTIGE
1800000254,02/01/2024,2024,INT_PRESTIGE
1800000255,02/01/2024,2024,INT_PRESTIGE
1800000256,02/01/2024,2024,INT_PRESTIGE
1800000257,02/01/2024,2024,INT_PRESTIGE
1800000258,02/01/2024,2024,INT_PRESTIGE
1800000259,02/01/2024,2024,INT_PRESTIGE
1800000260,02/01/2024,2024,INT_PRESTIGE
1800000261,02/01/2024,2024,INT_PRESTIGE
1800000262,02/01/2024,2024,INT_PRESTIGE
1800000263,02/01/2024,2024,INT_PRESTIGE
1800000264,02/01/2024,2024,INT_PRESTIGE
1800000265,02/01/2024,2024,INT_PRESTIGE
1800000266,02/01/2024,2024,INT_PRESTIGE
1800000267,02/01/2024,2024,INT_PRESTIGE
1800000268,02/01/2024,2024,INT_PRESTIGE
1800000269,02/01/2024,2024,INT_PRESTIGE
1800000270,02/01/2024,2024,INT_PRESTIGE
1800000271,02/01/2024,2024,INT_PRESTIGE
1800000272,02/01/2024,2024,INT_PRESTIGE
1800000273,02/01/2024,2024,INT_PRESTIGE
1800000274,02/01/2024,2024,INT_PRESTIGE
1800000275,02/01/2024,2024,INT_PRESTIGE
1800000276,02/01/2024,2024,INT_PRESTIGE
1800000277,02/01/2024,2024,INT_PRESTIGE
1800000278,02/01/2024,2024,INT_PRESTIGE
1800000279,02/01/2024,2024,INT_PRESTIGE
1800000280,02/01/2024,2024,INT_PRESTIGE
1800000281,02/01/2024,2024,INT_PRESTIGE
1800000282,02/01/2024,2024,INT_PRESTIGE
1800000283,02/01/2024,2024,INT_PRESTIGE
1800000284,02/01/2024,2024,INT_PRESTIGE
1800000285,02/01/2024,2024,INT_PRESTIGE
1800000286,02/01/2024,2024,INT_PRESTIGE
1800000287,02/01/2024,2024,INT_PRESTIGE
1800000288,02/01/2024,2024,INT_PRESTIGE
1800000289,02/01/2024,2024,INT_PRESTIGE
1800000290,02/01/2024,2024,INT_PRESTIGE
1800000291,02/01/2024,2024,INT_PRESTIGE
1800000292,02/01/2024,2024,INT_PRESTIGE
1800000293,02/01/2024,2024,INT_PRESTIGE
1800000294,02/01/2024,2024,INT_PRESTIGE
1800000295,02/01/2024,2024,INT_PRESTIGE
1800000296,02/01/2024,2024,INT_PRESTIGE
1800000297,02/01/2024,2024,INT_PRESTIGE
1800000298,02/01/2024,2024,INT_PRESTIGE
1800000299,02/01/2024,2024,INT_PRESTIGE
1800000300,02/01/2024,2024,INT_PRESTIGE
1800000301,02/01/2024,2024,INT_PRESTIGE
1800000302,02/01/2024,2024,INT_PRESTIGE
1800000303,02/01/2024,2024,INT_PRESTIGE
1800000304,02/01/2024,2024,INT_PRESTIGE
1800000305,02/01/2024,2024,INT_PRESTIGE
1800000306,02/01/2024,2024,INT_PRESTIGE
1800000307,02/01/2024,2024,INT_PRESTIGE
1800000308,02/01/2024,2024,INT_PRESTIGE
1800000309,02/01/2024,2024,INT_PRESTIGE
1800000310,02/01/2024,2024,INT_PRESTIGE
1800000311,02/01/2024,2024,INT_PRESTIGE
1800000312,02/01/2024,2024,INT_PRESTIGE
1800000313,02/01/2024,2024,INT_PRESTIGE
1800000314,02/01/2024,2024,INT_PRESTIGE
1800000315,02/01/2024,2024,INT_PRESTIGE
1800000316,02/01/2024,2024,INT_PRESTIGE
1800000317,02/01/2024,2024,INT_PRESTIGE
1800000318,02/01/2024,2024,INT_PRESTIGE
1800000319,02/01/2024,2024,INT_PRESTIGE
1800000320,02/01/2024,2024,INT_PRESTIGE
1800000321,02/01/2024,2024,INT_PRESTIGE
1800000322,02/01/2024,2024,INT_PRESTIGE
1800000323,02/01/2024,2024,INT_PRESTIGE
1800000324,02/01/2024,2024,INT_PRESTIGE
1800000325,02/01/2024,2024,INT_PRESTIGE
1800000326,02/01/2024,2024,INT_PRESTIGE
1800000327,02/01/2024,2024,INT_PRESTIGE
1800000328,02/01/2024,2024,INT_PRESTIGE
1800000329,02/01/2024,2024,INT_PRESTIGE
1800000330,02/01/2024,2024,INT_PRESTIGE
1800000331,02/01/2024,2024,INT_PRESTIGE
1800000332,02/01/2024,2024,INT_PRESTIGE
1800000333,02/01/2024,2024,INT_PRESTIGE
1800000334,02/01/2024,2024,INT_PRESTIGE
1800000335,02/01/2024,2024,INT_PRESTIGE
1800000336,02/01/2024,2024,INT_PRESTIGE
1800000337,02/01/2024,2024,INT_PRESTIGE
1800000338,02/01/2024,2024,INT_PRESTIGE
