Soc.,Cta.alt.,N� doc.,Ce.coste,A�o,Period,Clase doc.,Lib.mayor,D/H,Cliente,CT,BP,VP,Doc.comp.,Importe ML,Mon.,Importe,Importe,Mon.,Importe ML,Mon.,Mon.,FechaEntr,Cantidad,UMB,Nombre del usuario
0B62,465000,100000977,,2024,10,Z1,421000,S,,40,,,100000988,1.466.67,EUR,1.466.67,1.466.67,EUR,1.466.67,EUR,EUR,29/10/2024,0.000,,W191062
0B62,465000,100000978,,2024,10,Z1,421000,S,,40,,,100000994,875.00,EUR,875.00,875.00,EUR,875.00,EUR,EUR,29/10/2024,0.000,,W191062
0B62,465000,100000979,,2024,10,Z1,421000,S,,40,,,100000998,935.00,EUR,935.00,935.00,EUR,935.00,EUR,EUR,29/10/2024,0.000,,W191062
0B62,465000,100000980,,2024,10,Z1,421000,S,,40,,,100001004,7.812.50,EUR,7.812.50,7.812.50,EUR,7.812.50,EUR,EUR,29/10/2024,0.000,,W191062
0B62,465000,100000981,,2024,10,Z1,421000,S,,40,,,100000986,1.466.67,EUR,1.466.67,1.466.67,EUR,1.466.67,EUR,EUR,29/10/2024,0.000,,W191062
0B62,465000,100000982,,2024,10,Z1,421000,S,,40,,,100000992,875.00,EUR,875.00,875.00,EUR,875.00,EUR,EUR,29/10/2024,0.000,,W191062
0B62,465000,100000983,,2024,10,Z1,421000,H,,50,,,100000983,-1.466.67,EUR,-1.466.67,1.466.67,EUR,1.466.67,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000984,,2024,10,Z1,421000,H,,50,,,100000984,-1.066.67,EUR,-1.066.67,1.066.67,EUR,1.066.67,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000985,,2024,10,Z1,421000,H,,50,,,100000985,-1.066.67,EUR,-1.066.67,1.066.67,EUR,1.066.67,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000986,,2024,10,Z1,421000,H,,50,,,100000986,-1.466.67,EUR,-1.466.67,1.466.67,EUR,1.466.67,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000987,,2024,10,Z1,421000,H,,50,,,100000987,-1.466.67,EUR,-1.466.67,1.466.67,EUR,1.466.67,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000988,,2024,10,Z1,421000,H,,50,,,100000988,-1.466.67,EUR,-1.466.67,1.466.67,EUR,1.466.67,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000989,,2024,10,Z1,421000,H,,50,,,100000989,-875.00,EUR,-875.00,875.00,EUR,875.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000990,,2024,10,Z1,421000,H,,50,,,100000990,-4.062.50,EUR,-4.062.50,4.062.50,EUR,4.062.50,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000991,,2024,10,Z1,421000,H,,50,,,100000991,-4.062.50,EUR,-4.062.50,4.062.50,EUR,4.062.50,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000992,,2024,10,Z1,421000,H,,50,,,100000992,-875.00,EUR,-875.00,875.00,EUR,875.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000993,,2024,10,Z1,421000,H,,50,,,100000993,-4.062.50,EUR,-4.062.50,4.062.50,EUR,4.062.50,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000994,,2024,10,Z1,421000,H,,50,,,100000994,-875.00,EUR,-875.00,875.00,EUR,875.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000995,,2024,10,Z1,421000,H,,50,,,100000995,-935.00,EUR,-935.00,935.00,EUR,935.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000996,,2024,10,Z1,421000,H,,50,,,100000996,-935.00,EUR,-935.00,935.00,EUR,935.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000997,,2024,10,Z1,421000,H,,50,,,100000997,-935.00,EUR,-935.00,935.00,EUR,935.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000998,,2024,10,Z1,421000,H,,50,,,100000998,-935.00,EUR,-935.00,935.00,EUR,935.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100000999,,2024,10,Z1,421000,H,,50,,,100000999,-935.00,EUR,-935.00,935.00,EUR,935.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001000,,2024,10,Z1,421000,H,,50,,,100001000,-935.00,EUR,-935.00,935.00,EUR,935.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001001,,2024,10,Z1,421000,H,,50,,,100001001,-9.687.50,EUR,-9.687.50,9.687.50,EUR,9.687.50,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001002,,2024,10,Z1,421000,H,,50,,,100001002,-8.708.33,EUR,-8.708.33,8.708.33,EUR,8.708.33,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001003,,2024,10,Z1,421000,H,,50,,,100001003,-8.708.33,EUR,-8.708.33,8.708.33,EUR,8.708.33,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001004,,2024,10,Z1,421000,H,,50,,,100001004,-7.812.50,EUR,-7.812.50,7.812.50,EUR,7.812.50,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001005,,2024,10,Z1,421000,H,,50,,,100001005,-6.500.00,EUR,-6.500.00,6.500.00,EUR,6.500.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001006,,2024,10,Z1,421000,H,,50,,,100001006,-7.812.50,EUR,-7.812.50,7.812.50,EUR,7.812.50,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001007,,2024,10,Z1,421000,S,,40,,,,28.155.00,EUR,28.155.00,28.155.00,EUR,28.155.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001008,,2024,10,Z1,421000,H,,50,,,100001008,-23.437.50,EUR,-23.437.50,23.437.50,EUR,23.437.50,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001009,,2024,10,Z1,421000,S,,40,,,,8.000.00,EUR,8.000.00,8.000.00,EUR,8.000.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001010,,2024,10,Z1,421000,S,,40,,,100001010,8.000.00,EUR,8.000.00,8.000.00,EUR,8.000.00,EUR,EUR,30/10/2024,0.000,,W191062
0B62,465000,100001057,,2024,11,Z1,421000,H,,50,,,,-15.520.83,EUR,-15.520.83,15.520.83,EUR,15.520.83,EUR,EUR,25/11/2024,0.000,,W191062
0B62,465000,100001058,,2024,11,Z1,421000,S,,40,,,,816.67,EUR,816.67,816.67,EUR,816.67,EUR,EUR,25/11/2024,0.000,,W191062
0B62,465000,100001059,,2024,11,Z1,421000,S,,40,,,,2.600.00,EUR,2.600.00,2.600.00,EUR,2.600.00,EUR,EUR,25/11/2024,0.000,,W191062
0B62,465000,100001060,,2024,11,Z1,421000,H,,50,,,,-875.00,EUR,-875.00,875.00,EUR,875.00,EUR,EUR,25/11/2024,0.000,,W191062
0B62,465000,100001061,,2024,11,Z1,421000,H,,50,,,,-45.56,EUR,-45.56,45.56,EUR,45.56,EUR,EUR,25/11/2024,0.000,,W191062
0B62,465000,100001061,,2024,11,Z1,421000,H,,50,,,100001359,-50.111.71,EUR,-50.111.71,50.111.71,EUR,50.111.71,EUR,EUR,25/11/2024,0.000,,W191062
0B62,465000,100001062,,2024,11,SA,421000,H,,50,,,,-7.492.81,EUR,-7.492.81,7.492.81,EUR,7.492.81,EUR,EUR,25/11/2024,0.000,,W191062
0B62,465000,100001108,,2024,12,Z1,421000,H,,50,,,,-45.56,EUR,-45.56,45.56,EUR,45.56,EUR,EUR,23/12/2024,0.000,,W191062
0B62,465000,100001108,,2024,12,Z1,421000,H,,50,,,100001328,-32.921.07,EUR,-32.921.07,32.921.07,EUR,32.921.07,EUR,EUR,23/12/2024,0.000,,W191062
0B62,465000,100001109,,2024,12,SA,421000,H,,50,,,,-378.80,EUR,-378.80,378.80,EUR,378.80,EUR,EUR,23/12/2024,0.000,,W191062
0B62,465000,100001110,,2024,12,SA,421000,H,,50,,,,-7.041.67,EUR,-7.041.67,7.041.67,EUR,7.041.67,EUR,EUR,23/12/2024,0.000,,W191062
0B62,465000,100001114,,2024,12,Z1,421000,H,,50,,,,-15.520.83,EUR,-15.520.83,15.520.83,EUR,15.520.83,EUR,EUR,23/12/2024,0.000,,W191062
0B62,465000,100001115,,2024,12,Z1,421000,S,,40,,,,2.900.00,EUR,2.900.00,2.900.00,EUR,2.900.00,EUR,EUR,23/12/2024,0.000,,W191062
0B62,465000,100001116,,2024,12,Z1,421000,H,,50,,,,-875.00,EUR,-875.00,875.00,EUR,875.00,EUR,EUR,23/12/2024,0.000,,W191062
0B62,465000,100001143,,2024,12,SA,421000,S,,40,,,,451.14,EUR,451.14,451.14,EUR,451.14,EUR,EUR,27/12/2024,0.000,,W191062
0B62,465000,100001154,,2024,12,SA,421000,S,,40,,,,48.631.00,EUR,48.631.00,48.631.00,EUR,48.631.00,EUR,EUR,06/01/2025,0.000,,W191062
0B62,465000,1500000083,,2024,1,KZ,421000,S,,40,,,,1.760.00,EUR,1.760.00,1.760.00,EUR,1.760.00,EUR,EUR,30/01/2024,0.000,,W128794
0B62,465000,1500000084,,2024,1,KZ,421000,S,,40,,,100001326,28.349.97,EUR,28.349.97,28.349.97,EUR,28.349.97,EUR,EUR,30/01/2024,0.000,,W128794
0B62,465000,1500000087,,2024,2,KZ,421000,S,,40,,,,1.760.00,EUR,1.760.00,1.760.00,EUR,1.760.00,EUR,EUR,27/02/2024,0.000,,W128794
0B62,465000,1500000088,,2024,2,KZ,421000,S,,40,,,100001326,27.124.05,EUR,27.124.05,27.124.05,EUR,27.124.05,EUR,EUR,27/02/2024,0.000,,W128794
0B62,465000,1500000091,,2024,3,KZ,421000,S,,40,,,,220.00,EUR,220.00,220.00,EUR,220.00,EUR,EUR,26/03/2024,0.000,,W128794
0B62,465000,1500000092,,2024,3,KZ,421000,S,,40,,,,1.705.00,EUR,1.705.00,1.705.00,EUR,1.705.00,EUR,EUR,26/03/2024,0.000,,W128794
0B62,465000,1500000093,,2024,3,KZ,421000,S,,40,,,100001326,5.579.75,EUR,5.579.75,5.579.75,EUR,5.579.75,EUR,EUR,26/03/2024,0.000,,W128794
0B62,465000,1500000094,,2024,3,KZ,421000,S,,40,,,100001326,35.439.33,EUR,35.439.33,35.439.33,EUR,35.439.33,EUR,EUR,26/03/2024,0.000,,W128794
0B62,465000,1500000097,,2024,4,KZ,421000,S,,40,,,100001326,32.906.06,EUR,32.906.06,32.906.06,EUR,32.906.06,EUR,EUR,30/04/2024,0.000,,W191062
0B62,465000,1500000098,,2024,4,KZ,421000,S,,40,,,,1.760.00,EUR,1.760.00,1.760.00,EUR,1.760.00,EUR,EUR,30/04/2024,0.000,,W191062
0B62,465000,1500000100,,2024,5,KZ,421000,S,,40,,,,1.672.00,EUR,1.672.00,1.672.00,EUR,1.672.00,EUR,EUR,25/05/2024,0.000,,W191062
0B62,465000,1500000107,,2024,8,KZ,421000,S,,40,,,,22.131.13,EUR,22.131.13,22.131.13,EUR,22.131.13,EUR,EUR,29/08/2024,0.000,,W191062
0B62,465000,1500000112,,2024,9,KZ,421000,S,,40,,,,30.733.05,EUR,30.733.05,30.733.05,EUR,30.733.05,EUR,EUR,26/09/2024,0.000,,W191062
0B62,465000,1500000113,,2024,9,KZ,421000,S,,40,,,,1.232.00,EUR,1.232.00,1.232.00,EUR,1.232.00,EUR,EUR,26/09/2024,0.000,,W191062
0B62,465000,6000000574,,2024,4,BK,421000,S,,40,,,100001326,4.766.59,EUR,4.766.59,4.766.59,EUR,4.766.59,EUR,EUR,26/04/2024,0.000,,W191062
0B62,465000,6000000634,,2024,5,BK,421000,S,,40,,,,34.748.03,EUR,34.748.03,34.748.03,EUR,34.748.03,EUR,EUR,25/05/2024,0.000,,W191062
0B62,465000,6000000705,,2024,6,BK,421000,S,,40,,,,53.009.09,EUR,53.009.09,53.009.09,EUR,53.009.09,EUR,EUR,25/06/2024,0.000,,W191062
0B62,465000,6000000706,,2024,6,BK,421000,S,,40,,,,1.419.00,EUR,1.419.00,1.419.00,EUR,1.419.00,EUR,EUR,25/06/2024,0.000,,W191062
0B62,465000,6000000717,,2024,6,BK,421000,S,,40,,,,5.24,EUR,5.24,5.24,EUR,5.24,EUR,EUR,01/07/2024,0.000,,W191062
0B62,465000,6000000755,,2024,7,BK,421000,S,,40,,,,1.320.00,EUR,1.320.00,1.320.00,EUR,1.320.00,EUR,EUR,27/07/2024,0.000,,W191062
0B62,465000,6000000756,,2024,7,BK,421000,S,,40,,,,22.048.65,EUR,22.048.65,22.048.65,EUR,22.048.65,EUR,EUR,27/07/2024,0.000,,W191062
0B62,465000,6000000949,,2024,10,BK,421000,S,,40,,,100001327,50.469.66,EUR,50.469.66,50.469.66,EUR,50.469.66,EUR,EUR,28/10/2024,0.000,,W191062
0B62,465000,6000000950,,2024,10,BK,421000,S,,40,,,,1.727.00,EUR,1.727.00,1.727.00,EUR,1.727.00,EUR,EUR,28/10/2024,0.000,,W191062
0B62,465000,6000000951,,2024,10,BK,421000,S,,40,,,100001327,7.482.52,EUR,7.482.52,7.482.52,EUR,7.482.52,EUR,EUR,28/10/2024,0.000,,W191062
0B62,465000,6000001017,,2024,11,BK,421000,S,,40,,,100001359,50.111.71,EUR,50.111.71,50.111.71,EUR,50.111.71,EUR,EUR,29/11/2024,0.000,,W191062
0B62,465000,6000001018,,2024,11,BK,421000,S,,40,,,,1.760.00,EUR,1.760.00,1.760.00,EUR,1.760.00,EUR,EUR,29/11/2024,0.000,,W191062
0B62,465000,6000001056,,2024,12,BK,421000,S,,40,,,,1.760.00,EUR,1.760.00,1.760.00,EUR,1.760.00,EUR,EUR,27/12/2024,0.000,,W191062
0B62,465000,6000001057,,2024,12,BK,421000,S,,40,,,100001328,32.921.07,EUR,32.921.07,32.921.07,EUR,32.921.07,EUR,EUR,27/12/2024,0.000,,W191062
0B62,465003,100000396,,2024,1,FD,423000,H,,31,,,2000000080,-61.81,EUR,-61.81,61.81,EUR,61.81,EUR,EUR,23/01/2024,0.000,,W122814
0B62,465003,100000459,,2024,2,FD,423000,H,,31,,,2000000109,-47.12,EUR,-47.12,47.12,EUR,47.12,EUR,EUR,16/02/2024,0.000,,W122814
0B62,465003,100000460,,2024,2,FD,423000,H,,31,,,2000000108,-382.65,EUR,-382.65,382.65,EUR,382.65,EUR,EUR,16/02/2024,0.000,,W122814
0B62,465003,100000464,,2024,2,FD,423000,H,,31,,,2000000110,-403.33,EUR,-403.33,403.33,EUR,403.33,EUR,EUR,19/02/2024,0.000,,W122814
0B62,465003,100000477,,2024,3,FD,423000,H,,31,,,2000000121,-1.003.52,EUR,-1.003.52,1.003.52,EUR,1.003.52,EUR,EUR,04/03/2024,0.000,,W122814
0B62,465003,100000478,,2024,3,FD,423000,H,,31,,,2000000122,-271.48,EUR,-271.48,271.48,EUR,271.48,EUR,EUR,04/03/2024,0.000,,W122814
0B62,465003,100000493,,2024,3,FD,423000,H,,31,,,2000000116,-632.86,EUR,-632.86,632.86,EUR,632.86,EUR,EUR,12/03/2024,0.000,,W122814
0B62,465003,100000494,,2024,3,FD,423000,H,,31,,,2000000115,-589.19,EUR,-589.19,589.19,EUR,589.19,EUR,EUR,12/03/2024,0.000,,W122814
0B62,465003,100000511,,2024,3,FD,423000,H,,31,,,2000000129,-125.10,EUR,-125.10,125.10,EUR,125.10,EUR,EUR,20/03/2024,0.000,,W122814
0B62,465003,100000512,,2024,3,FD,423000,H,,31,,,2000000129,-153.53,EUR,-153.53,153.53,EUR,153.53,EUR,EUR,20/03/2024,0.000,,W122814
0B62,465003,100000544,,2024,4,FD,423000,H,,31,,,2000000145,-47.12,EUR,-47.12,47.12,EUR,47.12,EUR,EUR,03/04/2024,0.000,,W122814
0B62,465003,100000565,,2024,4,FD,423000,H,,31,,,2000000149,-1.499.00,EUR,-1.499.00,1.499.00,EUR,1.499.00,EUR,EUR,08/04/2024,0.000,,W122814
0B62,465003,100000569,,2024,4,FD,423000,H,,31,,,2000000149,-427.08,EUR,-427.08,427.08,EUR,427.08,EUR,EUR,09/04/2024,0.000,,W122814
0B62,465003,100000571,,2024,4,FD,423000,H,,31,,,2000000148,-39.99,EUR,-39.99,39.99,EUR,39.99,EUR,EUR,09/04/2024,0.000,,W122814
0B62,465003,100000581,,2024,4,FD,423000,H,,31,,,2000000154,-303.13,EUR,-303.13,303.13,EUR,303.13,EUR,EUR,16/04/2024,0.000,,W122814
0B62,465003,100000607,,2024,5,FD,423000,H,,31,,,2000000179,-1.296.41,EUR,-1.296.41,1.296.41,EUR,1.296.41,EUR,EUR,07/05/2024,0.000,,W122814
0B62,465003,100000628,,2024,5,FD,423000,H,,31,,,2000000188,-4.349.95,EUR,-4.349.95,4.349.95,EUR,4.349.95,EUR,EUR,20/05/2024,0.000,,W122814
0B62,465003,100000630,,2024,5,FD,423000,H,,31,,,2000000189,-1.281.32,EUR,-1.281.32,1.281.32,EUR,1.281.32,EUR,EUR,22/05/2024,0.000,,W122814
0B62,465003,100000660,,2024,6,FD,423000,H,,31,,,2000000198,-118.38,EUR,-118.38,118.38,EUR,118.38,EUR,EUR,03/06/2024,0.000,,W122814
0B62,465003,100000679,,2024,6,FD,423000,H,,31,,,2000000209,-1.678.87,EUR,-1.678.87,1.678.87,EUR,1.678.87,EUR,EUR,13/06/2024,0.000,,W122814
0B62,465003,100000732,,2024,7,FD,423000,H,,31,,,2000000217,-797.89,EUR,-797.89,797.89,EUR,797.89,EUR,EUR,09/07/2024,0.000,,W122814
0B62,465003,100000780,,2024,8,FD,423000,H,,31,,,2000000241,-2.503.52,EUR,-2.503.52,2.503.52,EUR,2.503.52,EUR,EUR,01/08/2024,0.000,,W122814
0B62,465003,100000785,,2024,8,FD,423000,H,,31,,,2000000241,-514.77,EUR,-514.77,514.77,EUR,514.77,EUR,EUR,02/08/2024,0.000,,W122814
0B62,465003,100000849,,2024,9,FD,423000,H,,31,,,2000000261,-18.60,EUR,-18.60,18.60,EUR,18.60,EUR,EUR,04/09/2024,0.000,,W122814
0B62,465003,100000850,,2024,9,FD,423000,H,,31,,,2000000262,-3.400.00,EUR,-3.400.00,3.400.00,EUR,3.400.00,EUR,EUR,04/09/2024,0.000,,W122814
0B62,465003,100000851,,2024,9,FD,423000,H,,31,,,2000000262,-463.22,EUR,-463.22,463.22,EUR,463.22,EUR,EUR,04/09/2024,0.000,,W122814
0B62,465003,100000861,,2024,9,FD,423000,H,,31,,,2000000266,-530.06,EUR,-530.06,530.06,EUR,530.06,EUR,EUR,18/09/2024,0.000,,W122814
0B62,465003,100000862,,2024,9,FD,423000,H,,31,,,2000000266,-600.42,EUR,-600.42,600.42,EUR,600.42,EUR,EUR,18/09/2024,0.000,,W122814
0B62,465003,100000902,,2024,10,FD,423000,H,,31,,,2000000279,-1.820.73,EUR,-1.820.73,1.820.73,EUR,1.820.73,EUR,EUR,07/10/2024,0.000,,W122814
0B62,465003,100000910,,2024,10,FD,423000,H,,31,,,2000000282,-96.60,EUR,-96.60,96.60,EUR,96.60,EUR,EUR,11/10/2024,0.000,,W122814
0B62,465003,100000919,,2024,10,FD,423000,H,,31,,,2000000281,-2.587.74,EUR,-2.587.74,2.587.74,EUR,2.587.74,EUR,EUR,16/10/2024,0.000,,W122814
0B62,465003,100000920,,2024,10,FD,423000,H,,31,,,2000000281,-1.631.46,EUR,-1.631.46,1.631.46,EUR,1.631.46,EUR,EUR,16/10/2024,0.000,,W122814
0B62,465003,100000927,,2024,10,FD,423000,H,,31,,,2000000291,-15.80,EUR,-15.80,15.80,EUR,15.80,EUR,EUR,23/10/2024,0.000,,W122814
0B62,465003,100001016,,2024,11,FD,423000,H,,31,,,2000000297,-1.038.57,EUR,-1.038.57,1.038.57,EUR,1.038.57,EUR,EUR,04/11/2024,0.000,,W122814
0B62,465003,100001017,,2024,11,FD,423000,H,,31,,,2000000296,-12.20,EUR,-12.20,12.20,EUR,12.20,EUR,EUR,04/11/2024,0.000,,W122814
0B62,465003,100001018,,2024,11,FD,423000,H,,31,,,2000000296,-16.05,EUR,-16.05,16.05,EUR,16.05,EUR,EUR,04/11/2024,0.000,,W122814
0B62,465003,100001032,,2024,11,FD,423000,H,,31,,,2000000308,-718.69,EUR,-718.69,718.69,EUR,718.69,EUR,EUR,11/11/2024,0.000,,W122814
0B62,465003,100001033,,2024,11,FD,423000,H,,31,,,2000000309,-1.178.17,EUR,-1.178.17,1.178.17,EUR,1.178.17,EUR,EUR,11/11/2024,0.000,,W122814
0B62,465003,100001047,,2024,11,FD,423000,H,,31,,,2000000319,-285.12,EUR,-285.12,285.12,EUR,285.12,EUR,EUR,22/11/2024,0.000,,W122814
0B62,465003,100001101,,2024,12,FD,423000,H,,31,,,2000000365,-970.70,EUR,-970.70,970.70,EUR,970.70,EUR,EUR,19/12/2024,0.000,,W122814
0B62,465003,100001102,,2024,12,FD,423000,H,,31,,,2000000365,-607.10,EUR,-607.10,607.10,EUR,607.10,EUR,EUR,19/12/2024,0.000,,W122814
0B62,465003,100001103,,2024,12,FD,423000,H,,31,,,2000000366,-352.48,EUR,-352.48,352.48,EUR,352.48,EUR,EUR,19/12/2024,0.000,,W122814
0B62,465003,100001104,,2024,12,FD,423000,H,,31,,,2000000365,-228.94,EUR,-228.94,228.94,EUR,228.94,EUR,EUR,19/12/2024,0.000,,W122814
0B62,465003,100001105,,2024,12,FD,423000,H,,31,,,2000000366,-355.71,EUR,-355.71,355.71,EUR,355.71,EUR,EUR,19/12/2024,0.000,,W122814
0B62,465003,100001106,,2024,12,FD,423000,H,,31,,,2000000365,-1.422.59,EUR,-1.422.59,1.422.59,EUR,1.422.59,EUR,EUR,19/12/2024,0.000,,W122814
0B62,465003,100001107,,2024,12,FD,423000,H,,31,,,2000000367,-28.69,EUR,-28.69,28.69,EUR,28.69,EUR,EUR,19/12/2024,0.000,,W122814
0B62,465003,2000000057,,2024,1,ZP,423000,S,,25,,N,2000000057,35.00,EUR,35.00,35.00,EUR,35.00,EUR,EUR,05/01/2024,0.000,,W120739
0B62,465003,2000000080,,2024,1,ZP,423000,S,,25,,N,2000000080,61.81,EUR,61.81,61.81,EUR,61.81,EUR,EUR,26/01/2024,0.000,,W120739
0B62,465003,2000000095,,2024,2,ZP,423000,S,,25,,,2000000100,382.65,EUR,382.65,382.65,EUR,382.65,EUR,EUR,21/02/2024,0.000,,W120732
0B62,465003,2000000096,,2024,2,ZP,423000,S,,25,,,2000000099,47.12,EUR,47.12,47.12,EUR,47.12,EUR,EUR,21/02/2024,0.000,,W120732
0B62,465003,2000000097,,2024,2,ZP,423000,S,,25,,,2000000098,403.33,EUR,403.33,403.33,EUR,403.33,EUR,EUR,21/02/2024,0.000,,W120732
0B62,465003,2000000098,,2024,2,ZP,423000,H,,35,,,2000000098,-403.33,EUR,-403.33,403.33,EUR,403.33,EUR,EUR,28/02/2024,0.000,,W120739
0B62,465003,2000000099,,2024,2,ZP,423000,H,,35,,,2000000099,-47.12,EUR,-47.12,47.12,EUR,47.12,EUR,EUR,28/02/2024,0.000,,W120739
0B62,465003,2000000100,,2024,2,ZP,423000,H,,35,,,2000000100,-382.65,EUR,-382.65,382.65,EUR,382.65,EUR,EUR,28/02/2024,0.000,,W120739
0B62,465003,2000000108,,2024,3,ZP,423000,S,,25,,N,2000000108,382.65,EUR,382.65,382.65,EUR,382.65,EUR,EUR,01/03/2024,0.000,,W120739
0B62,465003,2000000109,,2024,3,ZP,423000,S,,25,,N,2000000109,47.12,EUR,47.12,47.12,EUR,47.12,EUR,EUR,01/03/2024,0.000,,W120739
0B62,465003,2000000110,,2024,3,ZP,423000,S,,25,,N,2000000110,403.33,EUR,403.33,403.33,EUR,403.33,EUR,EUR,01/03/2024,0.000,,W120739
0B62,465003,2000000113,,2024,3,ZP,423000,S,,25,,,2000000118,1.003.52,EUR,1.003.52,1.003.52,EUR,1.003.52,EUR,EUR,07/03/2024,0.000,,W120739
0B62,465003,2000000114,,2024,3,ZP,423000,S,,25,,,2000000119,271.48,EUR,271.48,271.48,EUR,271.48,EUR,EUR,07/03/2024,0.000,,W120739
0B62,465003,2000000115,,2024,3,ZP,423000,S,,25,,N,2000000115,589.19,EUR,589.19,589.19,EUR,589.19,EUR,EUR,15/03/2024,0.000,,W120739
0B62,465003,2000000116,,2024,3,ZP,423000,S,,25,,N,2000000116,632.86,EUR,632.86,632.86,EUR,632.86,EUR,EUR,15/03/2024,0.000,,W120739
0B62,465003,2000000118,,2024,3,ZP,423000,H,,35,,,2000000118,-1.003.52,EUR,-1.003.52,1.003.52,EUR,1.003.52,EUR,EUR,15/03/2024,0.000,,W120739
0B62,465003,2000000119,,2024,3,ZP,423000,H,,35,,,2000000119,-271.48,EUR,-271.48,271.48,EUR,271.48,EUR,EUR,15/03/2024,0.000,,W120739
0B62,465003,2000000121,,2024,3,ZP,423000,S,,25,,N,2000000121,1.003.52,EUR,1.003.52,1.003.52,EUR,1.003.52,EUR,EUR,15/03/2024,0.000,,W120739
0B62,465003,2000000122,,2024,3,ZP,423000,S,,25,,N,2000000122,271.48,EUR,271.48,271.48,EUR,271.48,EUR,EUR,15/03/2024,0.000,,W120739
0B62,465003,2000000129,,2024,3,ZP,423000,S,,25,,N,2000000129,278.63,EUR,278.63,278.63,EUR,278.63,EUR,EUR,22/03/2024,0.000,,W120739
0B62,465003,2000000145,,2024,4,ZP,423000,S,,25,,N,2000000145,47.12,EUR,47.12,47.12,EUR,47.12,EUR,EUR,05/04/2024,0.000,,W120739
0B62,465003,2000000148,,2024,4,ZP,423000,S,,25,,N,2000000148,39.99,EUR,39.99,39.99,EUR,39.99,EUR,EUR,11/04/2024,0.000,,W120739
0B62,465003,2000000149,,2024,4,ZP,423000,S,,25,,N,2000000149,1.926.08,EUR,1.926.08,1.926.08,EUR,1.926.08,EUR,EUR,11/04/2024,0.000,,W120739
0B62,465003,2000000154,,2024,4,ZP,423000,S,,25,,N,2000000154,303.13,EUR,303.13,303.13,EUR,303.13,EUR,EUR,18/04/2024,0.000,,W120739
0B62,465003,2000000179,,2024,5,ZP,423000,S,,25,,N,2000000179,1.296.41,EUR,1.296.41,1.296.41,EUR,1.296.41,EUR,EUR,10/05/2024,0.000,,W120739
0B62,465003,2000000188,,2024,5,ZP,423000,S,,25,,N,2000000188,4.349.95,EUR,4.349.95,4.349.95,EUR,4.349.95,EUR,EUR,24/05/2024,0.000,,W120739
0B62,465003,2000000189,,2024,5,ZP,423000,S,,25,,N,2000000189,1.281.32,EUR,1.281.32,1.281.32,EUR,1.281.32,EUR,EUR,24/05/2024,0.000,,W120739
0B62,465003,2000000198,,2024,6,ZP,423000,S,,25,,N,2000000198,118.38,EUR,118.38,118.38,EUR,118.38,EUR,EUR,05/06/2024,0.000,,W120739
0B62,465003,2000000209,,2024,6,ZP,423000,S,,25,,N,2000000209,1.678.87,EUR,1.678.87,1.678.87,EUR,1.678.87,EUR,EUR,21/06/2024,0.000,,W120739
0B62,465003,2000000217,,2024,7,ZP,423000,S,,25,,N,2000000217,797.89,EUR,797.89,797.89,EUR,797.89,EUR,EUR,10/07/2024,0.000,,W120739
0B62,465003,2000000241,,2024,8,ZP,423000,S,,25,,N,2000000241,3.018.29,EUR,3.018.29,3.018.29,EUR,3.018.29,EUR,EUR,09/08/2024,0.000,,W120739
0B62,465003,2000000261,,2024,9,ZP,423000,S,,25,,N,2000000261,18.60,EUR,18.60,18.60,EUR,18.60,EUR,EUR,04/09/2024,0.000,,W120739
0B62,465003,2000000262,,2024,9,ZP,423000,S,,25,,N,2000000262,3.863.22,EUR,3.863.22,3.863.22,EUR,3.863.22,EUR,EUR,04/09/2024,0.000,,W120739
