BUKRS,GJAHR,BELNR,BUDAT,CPUDT,CPUTM,USNAM,BKTXT,WAERS,BSTAT,TCODE,STBLG,BLART,BLDAT,UPDDT,LOTE BSEG
ES10,2024,100008460,31/03/2024,30/03/2024,22:36:24,00340728,Regularización IVA MAR.24,EUR,,FBR2,,SA,31/03/2024,,1
ES10,2024,100008461,31/03/2024,30/03/2024,22:45:16,00340728,,EUR,,FBR2,,SA,31/03/2024,,1
ES10,2024,100008462,31/03/2024,30/03/2024,22:55:50,00340728,Regularización IVA Mar.24,EUR,,FBR2,,SA,31/03/2024,,1
ES10,2024,100008463,31/03/2024,30/03/2024,23:14:00,00340728,Loan,EUR,,FBR2,,SA,31/03/2024,,1
ES10,2024,100008464,31/03/2024,30/03/2024,23:15:27,00340728,,EUR,,FB01,,SA,31/03/2024,,1
ES10,2024,300000099,31/03/2024,30/03/2024,20:07:31,00340728,AFB01202400301-0000000003,EUR,,AFABN,,AF,31/03/2024,,1
ES10,2024,1400000522,30/03/2024,30/03/2024,9:16:46,00340728,,EUR,,FBZ1,1600000016,DZ,21/03/2024,,1
ES10,2024,1400000523,30/03/2024,30/03/2024,9:38:21,00340728,,EUR,,FBZ1,,DZ,19/03/2024,,1
ES10,2024,1400000524,30/03/2024,30/03/2024,10:09:25,00340728,,EUR,,FBZ1,,DZ,21/03/2024,,1
ES10,2024,1400000525,30/03/2024,30/03/2024,10:10:36,00340728,,EUR,,FBZ1,,DZ,19/03/2024,,1
ES10,2024,1400000526,30/03/2024,30/03/2024,10:11:32,00340728,,EUR,,FBZ1,,DZ,21/03/2024,,1
ES10,2024,1400000527,30/03/2024,30/03/2024,10:12:18,00340728,,EUR,,FBZ1,,DZ,21/03/2024,,1
ES10,2024,1900031833,27/03/2024,30/03/2024,9:28:39,00340728,**,EUR,,FBR2,,KR,27/03/2024,,1
ES10,2024,100008465,31/03/2024,02/04/2024,0:18:25,00340728,,EUR,,FB01,,SA,31/03/2024,,1
ES10,2024,2000005592,02/04/2024,02/04/2024,15:54:29,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005593,02/04/2024,02/04/2024,15:54:29,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005594,02/04/2024,02/04/2024,15:54:29,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005595,02/04/2024,02/04/2024,15:54:30,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005596,02/04/2024,02/04/2024,15:54:30,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005597,02/04/2024,02/04/2024,15:54:30,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005598,02/04/2024,02/04/2024,15:54:30,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005599,02/04/2024,02/04/2024,15:54:30,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005600,02/04/2024,02/04/2024,15:54:30,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005601,02/04/2024,02/04/2024,15:54:30,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005602,02/04/2024,02/04/2024,15:54:30,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,2000005603,02/04/2024,02/04/2024,15:54:31,10336299,20240402-PA14,EUR,,F110,,ZP,02/04/2024,,1
ES10,2024,5100078285,02/04/2024,02/04/2024,10:57:09,00347398,,EUR,,MRRL,,RE,02/04/2024,,1
ES10,2024,5100078286,02/04/2024,02/04/2024,11:17:15,00347398,,EUR,,MRRL,,RE,02/04/2024,,1
ES10,2024,5100078287,02/04/2024,02/04/2024,11:17:15,00347398,,EUR,,MRRL,,RE,02/04/2024,,1
ES10,2024,5100078288,02/04/2024,02/04/2024,12:09:12,00347398,,EUR,,MIRO,,RE,31/01/2024,,1
ES10,2024,5100078289,02/04/2024,02/04/2024,12:20:56,00347398,,EUR,,MIRO,,RE,29/02/2024,,1
ES10,2024,2000005604,03/04/2024,03/04/2024,12:40:13,10336299,20240403-ES10,EUR,,F110,,ZP,03/04/2024,,1
ES10,2024,2000005605,03/04/2024,03/04/2024,12:40:13,10336299,20240403-ES10,EUR,,F110,,ZP,03/04/2024,,1
ES10,2024,2000005606,03/04/2024,03/04/2024,12:40:14,10336299,20240403-ES10,EUR,,F110,,ZP,03/04/2024,,1
ES10,2024,2000005607,03/04/2024,03/04/2024,12:40:14,10336299,20240403-ES10,EUR,,F110,,ZP,03/04/2024,,1
ES10,2024,2000005608,03/04/2024,03/04/2024,12:40:14,10336299,20240403-ES10,EUR,,F110,,ZP,03/04/2024,,1
ES10,2024,2000005609,03/04/2024,03/04/2024,12:40:14,10336299,20240403-ES10,EUR,,F110,,ZP,03/04/2024,,1
ES10,2024,2000005610,03/04/2024,03/04/2024,12:40:15,10336299,20240403-ES10,EUR,,F110,,ZP,03/04/2024,,1
ES10,2024,5100078290,03/04/2024,03/04/2024,9:48:19,00347398,,EUR,,MIRO,,RE,04/03/2024,,1
ES10,2024,5100078291,03/04/2024,03/04/2024,9:59:41,00347398,,EUR,,MIRO,,RE,04/03/2024,,1
ES10,2024,5100078292,03/04/2024,03/04/2024,10:06:50,00347398,,EUR,,MIRO,,RE,04/03/2024,,1
ES10,2024,5100078293,03/04/2024,03/04/2024,10:13:52,00347398,,EUR,,MIRO,,RE,04/03/2024,,1
ES10,2024,5100078294,03/04/2024,03/04/2024,10:27:09,00347398,,EUR,,MIRO,,RE,03/04/2024,,1
ES10,2024,5100078295,03/04/2024,03/04/2024,10:40:13,00347398,,EUR,,MRRL,,RE,03/04/2024,,1
ES10,2024,5100078296,03/04/2024,03/04/2024,13:56:48,00347398,,EUR,,MRRL,,RE,03/04/2024,,1
ES10,2024,2000005611,04/04/2024,04/04/2024,9:22:36,10336299,20240404-SUB3,EUR,,F110,,ZP,04/04/2024,,1
ES10,2024,2000005612,04/04/2024,04/04/2024,10:08:55,10336299,20240404-CON1,EUR,,F110,,ZP,04/04/2024,,1
ES10,2024,1900031834,05/04/2024,05/04/2024,13:48:39,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031835,05/04/2024,05/04/2024,14:03:46,00347398,,EUR,,FBR2,,KR,29/01/2024,,1
ES10,2024,1900031836,05/04/2024,05/04/2024,14:13:09,00347398,,EUR,,FBR2,,KR,28/02/2024,,1
ES10,2024,1900031837,05/04/2024,05/04/2024,14:17:54,00347398,,EUR,,FBR2,,KR,29/02/2024,,1
ES10,2024,1900031838,05/04/2024,05/04/2024,14:26:03,00347398,,EUR,,FBR2,,KR,28/02/2024,,1
ES10,2024,1900031839,05/04/2024,05/04/2024,15:45:08,00347398,Payroll consultancy Feb.,EUR,,FBR2,,KR,11/03/2024,,1
ES10,2024,1900031840,05/04/2024,05/04/2024,15:49:05,00347398,Payroll consultancy Jan.,EUR,,FBR2,,KR,16/02/2024,,1
ES10,2024,1900031841,05/04/2024,05/04/2024,15:54:48,00347398,,EUR,,FBR2,,KR,01/03/2024,,1
ES10,2024,1900031842,05/04/2024,05/04/2024,16:04:18,00347398,English Courses,EUR,,FBR2,,KR,05/03/2024,,1
ES10,2024,1900031843,05/04/2024,05/04/2024,16:18:10,00347398,,EUR,,FBR2,1700021822,KR,14/03/2024,,1
ES10,2024,1700018266,06/04/2024,06/04/2024,11:38:35,00347398,,EUR,,FB08,1900031844,KA,21/03/2024,,1
ES10,2024,1700018267,06/04/2024,06/04/2024,17:17:41,00347398,,EUR,,FB08,1900031845,KA,21/03/2024,,1
ES10,2024,1900031844,06/04/2024,06/04/2024,11:17:42,00347398,,EUR,,FB01,1700018266,KR,21/03/2024,,1
ES10,2024,1900031845,06/04/2024,06/04/2024,17:16:18,00347398,,EUR,,FBR2,1700018267,KR,21/03/2024,,1
ES10,2024,1900031846,06/04/2024,06/04/2024,17:24:33,00347398,,EUR,,FBR2,,KR,21/03/2024,,1
ES10,2024,1900031847,06/04/2024,06/04/2024,17:34:01,00347398,,EUR,,FBR2,,KR,21/03/2024,,1
ES10,2024,100008466,08/04/2024,08/04/2024,16:11:58,00347398,,EUR,A,FB1K,,AB,08/04/2024,,1
ES10,2024,1700018268,13/03/2024,08/04/2024,15:55:02,00347398,,EUR,,FB08,1900031777,KA,27/12/2023,,1
ES10,2024,1900031848,08/04/2024,08/04/2024,9:58:38,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031849,27/03/2024,08/04/2024,10:04:06,00347398,Rent and common exp. SS,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031850,08/04/2024,08/04/2024,10:08:53,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031851,08/04/2024,08/04/2024,10:10:57,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031852,08/04/2024,08/04/2024,10:17:48,00347398,,EUR,,FBR2,,KR,29/02/2024,,1
ES10,2024,1900031853,08/04/2024,08/04/2024,10:20:22,00347398,,EUR,,FBR2,,KR,29/02/2024,,1
ES10,2024,1900031854,08/04/2024,08/04/2024,10:34:48,00347398,,EUR,,FBR2,,KR,31/03/2024,,1
ES10,2024,1900031855,08/04/2024,08/04/2024,10:46:40,00347398,,EUR,,FBR2,,KR,25/03/2024,,1
ES10,2024,1900031856,08/04/2024,08/04/2024,12:10:54,00347398,Renting HP laptop,EUR,,FBR2,,KR,04/03/2024,,1
ES10,2024,1900031857,08/04/2024,08/04/2024,12:13:28,00347398,Renting HP laptop,EUR,,FBR2,,KR,04/03/2024,,1
ES10,2024,1900031858,08/04/2024,08/04/2024,12:22:50,00347398,Cleaning Gijón Office,EUR,,FBR2,,KR,31/03/2024,,1
ES10,2024,1900031859,08/04/2024,08/04/2024,12:32:39,00347398,,EUR,,FBR2,,KR,15/09/2023,,1
ES10,2024,1900031860,08/04/2024,08/04/2024,12:57:29,00347398,,EUR,,FBR2,,KR,27/03/2024,,1
ES10,2024,1900031861,08/04/2024,08/04/2024,13:08:48,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031862,08/04/2024,08/04/2024,13:17:10,00347398,,EUR,,FBR2,,KR,31/03/2024,,1
ES10,2024,1900031863,08/04/2024,08/04/2024,13:26:01,00347398,,EUR,,FBR2,,KR,31/03/2024,,1
ES10,2024,1900031864,08/04/2024,08/04/2024,13:30:26,00347398,,EUR,,FBR2,,KR,31/03/2024,,1
ES10,2024,1900031865,08/04/2024,08/04/2024,13:33:58,00347398,,EUR,,FBR2,,KR,31/03/2024,,1
ES10,2024,1900031866,08/04/2024,08/04/2024,13:43:35,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031867,08/04/2024,08/04/2024,13:46:01,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031868,08/04/2024,08/04/2024,13:50:09,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031869,08/04/2024,08/04/2024,13:56:58,00347398,,EUR,,FBR2,,KR,01/04/2024,,1
ES10,2024,1900031870,08/04/2024,08/04/2024,15:28:11,00347398,Renting HP laptop,EUR,,FBR2,,KR,24/03/2024,,1
ES10,2024,1900031871,08/04/2024,08/04/2024,15:31:29,00347398,Renting HP laptop,EUR,,FBR2,,KR,24/03/2024,,1
ES10,2024,1900031872,08/04/2024,08/04/2024,15:33:55,00347398,Renting HP laptop,EUR,,FBR2,,KR,24/03/2024,,1
ES10,2024,1900031873,08/04/2024,08/04/2024,15:35:58,00347398,Renting HP laptop,EUR,,FBR2,,KR,24/03/2024,,1
ES10,2024,2000005613,08/04/2024,08/04/2024,9:24:12,10336299,20240408-FOL1,EUR,,F110,,ZP,08/04/2024,,1
ES10,2024,2000005614,08/04/2024,08/04/2024,9:28:15,10336299,20240408-FOL2,EUR,,F110,,ZP,08/04/2024,,1
ES10,2024,2000005615,08/04/2024,08/04/2024,9:28:16,10336299,20240408-FOL2,EUR,,F110,,ZP,08/04/2024,,1
ES10,2024,2000005616,08/04/2024,08/04/2024,9:28:16,10336299,20240408-FOL2,EUR,,F110,,ZP,08/04/2024,,1
ES10,2024,2000005617,08/04/2024,08/04/2024,9:46:39,10336299,20240408-VER2,EUR,,F110,,ZP,08/04/2024,,1
ES10,2024,2000005618,08/04/2024,08/04/2024,9:53:17,10336299,20240408-FOL3,EUR,,F110,,ZP,08/04/2024,,1
ES10,2024,2000005619,08/04/2024,08/04/2024,9:53:17,10336299,20240408-FOL3,EUR,,F110,,ZP,08/04/2024,,1
ES10,2024,2000005620,08/04/2024,08/04/2024,9:53:18,10336299,20240408-FOL3,EUR,,F110,2000005966,ZP,08/04/2024,,1
ES10,2024,95028018,10/04/2024,10/04/2024,17:50:21,RFC_USER,,EUR,,,,FT,26/03/2024,,1
ES10,2024,95028019,10/04/2024,10/04/2024,18:04:40,RFC_USER,,EUR,,,,FT,26/03/2024,,1
ES10,2024,5100078297,10/04/2024,10/04/2024,10:34:58,00347398,,EUR,,MRRL,,RE,10/04/2024,,1
ES10,2024,5100078298,03/04/2024,10/04/2024,12:12:14,00347398,,EUR,,MR8M,,RE,03/04/2024,,1
ES10,2024,95028020,11/04/2024,11/04/2024,13:41:15,RFC_USER,,EUR,,,,FT,26/03/2024,,1
ES10,2024,95028021,11/04/2024,11/04/2024,14:21:18,RFC_USER,,EUR,,,,FT,27/03/2024,,1
ES10,2024,5100078299,11/04/2024,11/04/2024,9:38:49,00347398,,EUR,,MIRO,,RE,11/04/2024,,1
ES10,2024,5100078300,11/04/2024,11/04/2024,12:38:45,00347398,,EUR,,MRRL,,RE,11/04/2024,,1
ES10,2024,95028022,12/04/2024,12/04/2024,15:56:08,RFC_USER,,EUR,,,,FT,27/03/2024,,1
ES10,2024,5100078301,03/04/2024,12/04/2024,9:20:23,00347398,,EUR,,MR8M,,RE,03/04/2024,,1
ES10,2024,5100078302,12/04/2024,12/04/2024,9:45:04,00347398,,EUR,,MIRO,,RE,12/04/2024,,1
ES10,2024,5100078303,12/04/2024,12/04/2024,9:50:58,00347398,,EUR,,MRRL,,RE,12/04/2024,,1
ES10,2024,100008467,05/03/2024,15/04/2024,13:01:16,00340728,Ajuste SS,EUR,,FB01,,SA,05/03/2024,,1
ES10,2024,5100078304,15/04/2024,15/04/2024,13:41:29,00347398,,EUR,,MIRO,,RE,27/03/2024,,1
ES10,2024,5100078305,15/04/2024,15/04/2024,13:58:07,00347398,,EUR,,MIRO,,RE,15/04/2024,,1
ES10,2024,96001431,16/04/2024,16/04/2024,11:28:28,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001432,16/04/2024,16/04/2024,11:30:34,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001433,16/04/2024,16/04/2024,12:07:54,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001434,16/04/2024,16/04/2024,12:08:44,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001435,16/04/2024,16/04/2024,12:09:14,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001436,16/04/2024,16/04/2024,12:09:38,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001437,16/04/2024,16/04/2024,12:10:11,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001438,16/04/2024,16/04/2024,12:10:49,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001439,16/04/2024,16/04/2024,12:11:24,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001440,16/04/2024,16/04/2024,12:11:50,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001441,16/04/2024,16/04/2024,12:12:12,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001442,16/04/2024,16/04/2024,12:12:37,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001443,16/04/2024,16/04/2024,12:13:07,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001444,16/04/2024,16/04/2024,12:13:35,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001445,16/04/2024,16/04/2024,12:14:07,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001446,16/04/2024,16/04/2024,12:14:46,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001447,16/04/2024,16/04/2024,12:44:33,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001448,16/04/2024,16/04/2024,12:45:05,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,96001449,16/04/2024,16/04/2024,12:45:26,00340728,,EUR,,VF02,,AT,01/03/2024,,1
ES10,2024,1400000528,31/03/2024,16/04/2024,15:15:29,00340728,,EUR,,FBZ1,,DZ,07/03/2024,,1
ES10,2024,5100078306,16/04/2024,16/04/2024,16:06:33,00347398,,EUR,,MIRO,,RE,27/02/2024,,1
ES10,2024,5100078307,16/04/2024,16/04/2024,16:17:47,00347398,,EUR,,MRRL,,RE,16/04/2024,,1
ES10,2024,5100078308,16/04/2024,16/04/2024,16:30:16,00347398,,EUR,,MRRL,,RE,16/04/2024,,1
ES10,2024,5100078309,16/04/2024,16/04/2024,16:37:03,00347398,,EUR,,MRRL,,RE,16/04/2024,,1
ES10,2024,4900005828,17/04/2024,17/04/2024,12:42:22,00347790,,EUR,,VL02N,,WL,28/02/2024,,1
ES10,2024,4900005829,17/04/2024,17/04/2024,12:47:59,00347790,,EUR,,VL02N,,WL,28/02/2024,,1
ES10,2024,4900005830,17/04/2024,17/04/2024,12:51:54,00347790,,EUR,,VL02N,,WL,01/03/2024,,1
ES10,2024,4900005831,17/04/2024,17/04/2024,12:56:25,00347790,,EUR,,VL02N,,WL,01/03/2024,,1
ES10,2024,4900005832,17/04/2024,17/04/2024,12:57:55,00347790,,EUR,,VL02N,,WL,01/03/2024,,1
ES10,2024,4900005833,17/04/2024,17/04/2024,13:00:05,00347790,,EUR,,VL02N,,WL,01/03/2024,,1
ES10,2024,4900005834,17/04/2024,17/04/2024,13:42:29,00347790,,EUR,,VL02N,,WL,04/03/2024,,1
ES10,2024,4900005835,17/04/2024,17/04/2024,13:46:37,00347790,,EUR,,VL02N,,WL,05/03/2024,,1
ES10,2024,4900005836,17/04/2024,17/04/2024,13:48:28,00347790,,EUR,,VL02N,,WL,07/03/2024,,1
ES10,2024,4900005837,17/04/2024,17/04/2024,13:50:43,00347790,,EUR,,VL02N,,WL,13/03/2024,,1
ES10,2024,4900005838,17/04/2024,17/04/2024,13:54:01,00347790,,EUR,,VL02N,,WL,02/04/2024,,1
ES10,2024,4900005839,17/04/2024,17/04/2024,13:56:49,00347790,,EUR,,VL02N,,WL,02/04/2024,,1
ES10,2024,4900005840,17/04/2024,17/04/2024,13:59:40,00347790,,EUR,,VL02N,,WL,10/04/2024,,1
ES10,2024,5100078310,17/04/2024,17/04/2024,10:01:53,00347398,,EUR,,MIRO,,RE,17/04/2024,,1
ES10,2024,2000005621,18/04/2024,18/04/2024,9:41:16,10336299,20240418-RENT2,EUR,,F110,,ZP,18/04/2024,,1
ES10,2024,2000005622,22/04/2024,22/04/2024,11:26:05,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005623,22/04/2024,22/04/2024,11:26:05,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005624,22/04/2024,22/04/2024,11:26:05,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005625,22/04/2024,22/04/2024,11:26:05,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005626,22/04/2024,22/04/2024,11:26:05,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005627,22/04/2024,22/04/2024,11:26:05,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005628,22/04/2024,22/04/2024,11:26:06,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005629,22/04/2024,22/04/2024,11:26:06,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005630,22/04/2024,22/04/2024,11:26:06,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,2000005631,22/04/2024,22/04/2024,11:26:06,00148691,20240422-PAY2,EUR,,F110,,ZP,22/04/2024,,1
ES10,2024,95028023,23/04/2024,23/04/2024,16:59:28,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028024,23/04/2024,23/04/2024,17:07:27,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028025,23/04/2024,23/04/2024,17:14:40,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028026,23/04/2024,23/04/2024,17:18:35,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028027,23/04/2024,23/04/2024,17:24:03,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028028,23/04/2024,23/04/2024,17:28:17,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028029,23/04/2024,23/04/2024,17:29:17,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028030,24/04/2024,24/04/2024,9:20:55,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028031,24/04/2024,24/04/2024,9:23:55,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028032,24/04/2024,24/04/2024,9:27:01,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028033,24/04/2024,24/04/2024,9:29:58,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028034,24/04/2024,24/04/2024,9:33:07,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028035,24/04/2024,24/04/2024,9:36:08,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028036,24/04/2024,24/04/2024,9:39:09,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028037,24/04/2024,24/04/2024,9:42:04,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028038,24/04/2024,24/04/2024,9:44:57,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028039,24/04/2024,24/04/2024,9:47:50,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028040,24/04/2024,24/04/2024,9:51:16,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028041,24/04/2024,24/04/2024,9:54:02,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028042,24/04/2024,24/04/2024,9:57:00,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028043,24/04/2024,24/04/2024,10:00:03,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028044,24/04/2024,24/04/2024,10:03:18,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028045,24/04/2024,24/04/2024,10:06:13,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028046,24/04/2024,24/04/2024,10:09:51,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028047,24/04/2024,24/04/2024,10:12:50,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028048,24/04/2024,24/04/2024,10:15:44,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028049,24/04/2024,24/04/2024,10:18:58,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028050,24/04/2024,24/04/2024,10:25:46,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028051,24/04/2024,24/04/2024,10:28:45,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028052,24/04/2024,24/04/2024,10:32:14,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028053,24/04/2024,24/04/2024,10:35:05,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028054,24/04/2024,24/04/2024,10:38:06,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028055,24/04/2024,24/04/2024,10:41:02,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028056,24/04/2024,24/04/2024,10:44:31,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028057,24/04/2024,24/04/2024,10:47:28,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028058,24/04/2024,24/04/2024,10:50:32,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028059,24/04/2024,24/04/2024,10:53:13,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028060,24/04/2024,24/04/2024,10:56:14,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028061,24/04/2024,24/04/2024,10:57:38,RFC_USER,,EUR,,,,FT,03/04/2024,,1
ES10,2024,95028062,25/04/2024,25/04/2024,11:33:53,RFC_USER,,EUR,,,,FT,15/04/2024,,1
ES10,2024,95028063,25/04/2024,25/04/2024,13:44:10,RFC_USER,,EUR,,,,FT,12/04/2024,,1
ES10,2024,1900031874,25/04/2024,25/04/2024,12:22:07,00347398,,EUR,,FBR2,,KR,25/01/2024,,1
ES10,2024,1900031875,25/04/2024,25/04/2024,12:31:40,00347398,,EUR,,FBR2,,KR,23/01/2024,,1
ES10,2024,2000005632,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005633,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005634,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005635,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005636,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005637,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005638,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005639,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005640,25/04/2024,25/04/2024,11:05:20,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005641,25/04/2024,25/04/2024,11:05:21,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005642,25/04/2024,25/04/2024,11:05:21,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005643,25/04/2024,25/04/2024,11:05:21,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005644,25/04/2024,25/04/2024,11:05:21,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005645,25/04/2024,25/04/2024,11:05:21,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
ES10,2024,2000005646,25/04/2024,25/04/2024,11:05:21,00148691,20240425-PAY2,EUR,,F110,,ZP,25/04/2024,,1
