Diario,Per.,Nº asto.,F. ctble. asto.,F. entr.,Libro,Cuenta,Descr. cta.,Descr. apte.,Imp. ctble.,Imp. div. Debe,Imp. div. Haber,Ref. doc.,CodCli,Divisa,Usuario contab.,Business Unit
COM,12,512401174,16/12/2024,20/12/2024,GE,623003,Assesores Fiscales,PricewaterhouseCoopers,4402.32,4402.32,0,MAD44129234,2127,EUR,gemma,01
COM,12,512401174,16/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,PricewaterhouseCoopers,924.49,924.49,0,MAD44129234,2127,EUR,gemma,01
COM,12,512401175,16/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. FA.2024/374,-52568.5,0,52568.5,FA.2024/374,1136,EUR,gemma,01
COM,12,512401175,16/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,Pi Creative Studio. Lda.,-11039.39,0,11039.39,FA.2024/374,1136,EUR,gemma,01
COM,12,512401175,16/12/2024,20/12/2024,GE,627090,Cegid Brand Integration,Pi Creative Studio. Lda.,52568.5,52568.5,0,FA.2024/374,1136,EUR,gemma,01
COM,12,512401175,16/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Pi Creative Studio. Lda.,11039.39,11039.39,0,FA.2024/374,1136,EUR,gemma,01
COM,12,512401176,16/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Mindshare Spain. SA,1065.75,1065.75,0,240105797,1148,EUR,gemma,01
COM,12,512401176,16/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 240105797,-6140.76,0,6140.76,240105797,1148,EUR,gemma,01
COM,12,512401176,16/12/2024,20/12/2024,GE,627090,Cegid Brand Integration,Mindshare Spain. SA,5075.01,5075.01,0,240105797,1148,EUR,gemma,01
COM,12,512401177,16/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 240105798,-8951.33,0,8951.33,240105798,1148,EUR,gemma,01
COM,12,512401177,16/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Mindshare Spain. SA,1553.54,1553.54,0,240105798,1148,EUR,gemma,01
COM,12,512401177,16/12/2024,20/12/2024,GE,440000,Deudores por prestaciones de servicios,Mindshare Spain. SA,7397.79,7397.79,0,240105798,1148,EUR,gemma,01
COM,12,512401178,17/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 21/2024,-7208,0,7208,21/2024,2100,EUR,gemma,01
COM,12,512401178,17/12/2024,20/12/2024,GE,475104,I.R.P.F. Profesionales,,-1020,0,1020,21/2024,2100,EUR,gemma,01
COM,12,512401178,17/12/2024,20/12/2024,GE,623094,Otros Asesores,María del Carmen Trinidad Cornejo,6800,6800,0,21/2024,2100,EUR,gemma,01
COM,12,512401178,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,María del Carmen Trinidad Cornejo,1428,1428,0,21/2024,2100,EUR,gemma,01
COM,12,512401179,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Cegid SAS,154860.3,154860.3,0,3189948,2202,EUR,gemma,01
COM,12,512401179,17/12/2024,20/12/2024,GE,403000,Proveedores. Empresas del Grupo,S/Fra. 3189948,-737430,0,737430,3189948,2202,EUR,gemma,01
COM,12,512401179,17/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,Cegid SAS,-154860.3,0,154860.3,3189948,2202,EUR,gemma,01
COM,12,512401179,17/12/2024,20/12/2024,GE,623212,Management Fees-Cost IC,Cegid SAS,737430,737430,0,3189948,2202,EUR,gemma,01
COM,12,512401180,17/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. FA.2024/381,-23825.45,0,23825.45,FA.2024/381,1136,EUR,gemma,01
COM,12,512401180,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Pi Creative Studio. Lda.,5003.34,5003.34,0,FA.2024/381,1136,EUR,gemma,01
COM,12,512401180,17/12/2024,20/12/2024,GE,627090,Cegid Brand Integration,Pi Creative Studio. Lda.,23825.45,23825.45,0,FA.2024/381,1136,EUR,gemma,01
COM,12,512401180,17/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,Pi Creative Studio. Lda.,-5003.34,0,5003.34,FA.2024/381,1136,EUR,gemma,01
COM,12,512401181,17/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,WP Engine. Inc,-225.44,0,237.3,INV07188176,1352,USD,gemma,01
COM,12,512401181,17/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. INV07188176,-1073.53,0,1130,INV07188176,1352,USD,gemma,01
COM,12,512401181,17/12/2024,20/12/2024,GE,621201,Uso Interno Software de Terceros,WP Engine. Inc,1073.53,1130,0,INV07188176,1352,USD,gemma,01
COM,12,512401181,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,WP Engine. Inc,225.44,237.3,0,INV07188176,1352,USD,gemma,01
COM,12,512401182,17/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. INV07132345.,1130,1130,0,INV07132345.,1352,EUR,gemma,01
COM,12,512401182,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,WP Engine. Inc,-237.3,0,237.3,INV07132345.,1352,EUR,gemma,01
COM,12,512401182,17/12/2024,20/12/2024,GE,621201,Uso Interno Software de Terceros,WP Engine. Inc,-1130,0,1130,INV07132345.,1352,EUR,gemma,01
COM,12,512401182,17/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,WP Engine. Inc,237.3,237.3,0,INV07132345.,1352,EUR,gemma,01
COM,12,512401183,17/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. INV07132345..,-1073.53,0,1130,INV07132345..,1352,USD,gemma,01
COM,12,512401183,17/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,WP Engine. Inc,-225.44,0,237.3,INV07132345..,1352,USD,gemma,01
COM,12,512401183,17/12/2024,20/12/2024,GE,621201,Uso Interno Software de Terceros,WP Engine. Inc,1073.53,1130,0,INV07132345..,1352,USD,gemma,01
COM,12,512401183,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,WP Engine. Inc,225.44,237.3,0,INV07132345..,1352,USD,gemma,01
COM,12,512401184,17/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. A0008,-10600,0,10600,A0008,2513,EUR,gemma,01
COM,12,512401184,17/12/2024,20/12/2024,GE,475104,I.R.P.F. Profesionales,,-1500,0,1500,A0008,2513,EUR,gemma,01
COM,12,512401184,17/12/2024,20/12/2024,GE,623110,IT Contractors,Lluís Casadevall Navarra,10000,10000,0,A0008,2513,EUR,gemma,01
COM,12,512401184,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Lluís Casadevall Navarra,2100,2100,0,A0008,2513,EUR,gemma,01
COM,12,512401185,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,XFERA MÓVILES. S.A.U,7.98,7.98,0,MC240013827554,1108,EUR,gemma,01
COM,12,512401185,17/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. MC240013827554,-45.98,0,45.98,MC240013827554,1108,EUR,gemma,01
COM,12,512401185,17/12/2024,20/12/2024,GE,628102,Teléfonos (Lineas de Datos),XFERA MÓVILES. S.A.U,38,38,0,MC240013827554,1108,EUR,gemma,01
COM,12,512401186,17/12/2024,20/12/2024,GE,623012,Otros asesores,BROSETA COMPLIANCE. S.L.,2200,2200,0,BC2412-00029,4383,EUR,gemma,01
COM,12,512401186,17/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. BC2412-00029,-2662,0,2662,BC2412-00029,4383,EUR,gemma,01
COM,12,512401186,17/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,BROSETA COMPLIANCE. S.L.,462,462,0,BC2412-00029,4383,EUR,gemma,01
COM,12,512401187,18/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,Think-cell Software. GmbH,-241.92,0,241.92,I2024-72627,2032,EUR,gemma,01
COM,12,512401187,18/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. I2024-72627,-1152,0,1152,I2024-72627,2032,EUR,gemma,01
COM,12,512401187,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Think-cell Software. GmbH,241.92,241.92,0,I2024-72627,2032,EUR,gemma,01
COM,12,512401187,18/12/2024,20/12/2024,GE,621201,Uso Interno Software de Terceros,Think-cell Software. GmbH,1152,1152,0,I2024-72627,2032,EUR,gemma,01
COM,12,512401188,18/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. F00035/24,-74.2,0,74.2,F00035/24,1345,EUR,gemma,01
COM,12,512401188,18/12/2024,20/12/2024,GE,623009,HR Fees,Elisa Zabía de la Mata,70,70,0,F00035/24,1345,EUR,gemma,01
COM,12,512401188,18/12/2024,20/12/2024,GE,475104,I.R.P.F. Profesionales,,-10.5,0,10.5,F00035/24,1345,EUR,gemma,01
COM,12,512401188,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Elisa Zabía de la Mata,14.7,14.7,0,F00035/24,1345,EUR,gemma,01
COM,12,512401189,18/12/2024,20/12/2024,GE,623011,Servicios IT,COS Mantenimiento. S.A.,1404,1404,0,FVR24-007160,4545,EUR,gemma,01
COM,12,512401189,18/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. FVR24-007160,-1698.84,0,1698.84,FVR24-007160,4545,EUR,gemma,01
COM,12,512401189,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,COS Mantenimiento. S.A.,294.84,294.84,0,FVR24-007160,4545,EUR,gemma,01
COM,12,512401190,18/12/2024,20/12/2024,GE,440000,Deudores por prestaciones de servicios,Mindshare Spain. SA,6453.74,6453.74,0,240105048,1148,EUR,gemma,01
COM,12,512401190,18/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 240105048,-7809.03,0,7809.03,240105048,1148,EUR,gemma,01
COM,12,512401190,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Mindshare Spain. SA,1355.29,1355.29,0,240105048,1148,EUR,gemma,01
COM,12,512401191,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Arval Service Lease S.A.,326.41,326.41,0,2410561575,3038,EUR,gemma,01
COM,12,512401191,18/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 2410561575,-6861.79,0,6861.79,2410561575,3038,EUR,gemma,01
COM,12,512401191,18/12/2024,20/12/2024,GE,629301,Vehículos del personal (Renting),Arval Service Lease S.A.,1554.34,1554.34,0,2410561575,3038,EUR,gemma,01
COM,12,512401191,18/12/2024,20/12/2024,GE,629301,Vehículos del personal (Renting),Arval Service Lease S.A.,4981.04,4981.04,0,2410561575,3038,EUR,gemma,01
COM,12,512401191,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Arval Service Lease S.A.,0,0,0,2410561575,3038,EUR,gemma,01
COM,12,512401192,18/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. EU005480173,-11550,0,11550,EU005480173,2226,EUR,gemma,01
COM,12,512401192,18/12/2024,20/12/2024,GE,623094,Otros Asesores,CGI France SAS,11550,11550,0,EU005480173,2226,EUR,gemma,01
COM,12,512401192,18/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,CGI France SAS,-2425.5,0,2425.5,EU005480173,2226,EUR,gemma,01
COM,12,512401192,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,CGI France SAS,2425.5,2425.5,0,EU005480173,2226,EUR,gemma,01
COM,12,512401193,18/12/2024,20/12/2024,GE,473099,IRC PT,Sigma Portobid. Unipessoal Lda,37800.42,37800.42,0,FAG.2024G/51,2184,EUR,gemma,01
COM,12,512401193,18/12/2024,20/12/2024,GE,403000,Proveedores. Empresas del Grupo,S/Fra. FAG.2024G/51,-37800.42,0,37800.42,FAG.2024G/51,2184,EUR,gemma,01
COM,12,512401193,18/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,Sigma Portobid. Unipessoal Lda,-7938.09,0,7938.09,FAG.2024G/51,2184,EUR,gemma,01
COM,12,512401193,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Sigma Portobid. Unipessoal Lda,7938.09,7938.09,0,FAG.2024G/51,2184,EUR,gemma,01
COM,12,512401194,18/12/2024,20/12/2024,GE,627000,Publicidad y Propaganda,HARMON CORPORATE AFFAIRS SL,4000,4000,0,2024/12066,2001,EUR,gemma,01
COM,12,512401194,18/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 2024/12066,-4840,0,4840,2024/12066,2001,EUR,gemma,01
COM,12,512401194,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,HARMON CORPORATE AFFAIRS SL,840,840,0,2024/12066,2001,EUR,gemma,01
COM,12,512401195,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,KPMG & Associados - SROC. S.A.,-630,0,630,BB41/0410004948,1144,EUR,gemma,01
COM,12,512401195,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. BB41/0410004948,3000,3000,0,BB41/0410004948,1144,EUR,gemma,01
COM,12,512401195,19/12/2024,20/12/2024,GE,623004,Asesores financieros,KPMG & Associados - SROC. S.A.,-3000,0,3000,BB41/0410004948,1144,EUR,gemma,01
COM,12,512401195,19/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,KPMG & Associados - SROC. S.A.,630,630,0,BB41/0410004948,1144,EUR,gemma,01
COM,12,512401196,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. BB31/0310150333,-3000,0,3000,BB31/0310150333,1144,EUR,gemma,01
COM,12,512401196,19/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,KPMG & Associados - SROC. S.A.,-630,0,630,BB31/0310150333,1144,EUR,gemma,01
COM,12,512401196,19/12/2024,20/12/2024,GE,623004,Asesores financieros,KPMG & Associados - SROC. S.A.,3000,3000,0,BB31/0310150333,1144,EUR,gemma,01
COM,12,512401196,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,KPMG & Associados - SROC. S.A.,630,630,0,BB31/0310150333,1144,EUR,gemma,01
COM,12,512401197,19/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,Cegid SAS,-28919.98,0,28919.98,3189933,2202,EUR,gemma,01
COM,12,512401197,19/12/2024,20/12/2024,GE,403000,Proveedores. Empresas del Grupo,S/Fra. 3189933,-137714.19,0,137714.19,3189933,2202,EUR,gemma,01
COM,12,512401197,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Cegid SAS,28919.98,28919.98,0,3189933,2202,EUR,gemma,01
COM,12,512401197,19/12/2024,20/12/2024,GE,623210,Royalty charge Trademark-Cost IC,Cegid SAS,137714.19,137714.19,0,3189933,2202,EUR,gemma,01
COM,12,512401198,19/12/2024,20/12/2024,GE,475104,I.R.P.F. Profesionales,,-50.26,0,50.26,0000700 A/2024,1009,EUR,gemma,01
COM,12,512401198,19/12/2024,20/12/2024,GE,623004,Asesores financieros,Fernando Molina Stranz Notario,341.25,341.25,0,0000700 A/2024,1009,EUR,gemma,01
COM,12,512401198,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 0000700 A/2024,-361.36,0,361.36,0000700 A/2024,1009,EUR,gemma,01
COM,12,512401198,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Fernando Molina Stranz Notario,70.37,70.37,0,0000700 A/2024,1009,EUR,gemma,01
COM,12,512401198,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Fernando Molina Stranz Notario,0,0,0,0000700 A/2024,1009,EUR,gemma,01
COM,12,512401199,19/12/2024,20/12/2024,GE,623004,Asesores financieros,Registro Mercantil de Madrid,217.66,217.66,0,D/2024/76780,2355,EUR,gemma,01
COM,12,512401199,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. D/2024/76780,-263.37,0,263.37,D/2024/76780,2355,EUR,gemma,01
COM,12,512401199,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Registro Mercantil de Madrid,45.71,45.71,0,D/2024/76780,2355,EUR,gemma,01
COM,12,512401200,19/12/2024,20/12/2024,GE,623004,Asesores financieros,Boletin Oficial del Estado,86.16,86.16,0,BORME/2024/69945,1522,EUR,gemma,01
COM,12,512401200,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. BORME/2024/69945,-86.16,0,86.16,BORME/2024/69945,1522,EUR,gemma,01
COM,12,512401200,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Boletin Oficial del Estado,0,0,0,BORME/2024/69945,1522,EUR,gemma,01
COM,12,512401201,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Orange Espagne. S.A.U.,414.5,414.5,0,A10019348711-1224,4745,EUR,gemma,01
COM,12,512401201,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. A10019348711-1224,-2388.33,0,2388.33,A10019348711-1224,4745,EUR,gemma,01
COM,12,512401201,19/12/2024,20/12/2024,GE,628103,Teléfonos Móviles,Orange Espagne. S.A.U.,1973.83,1973.83,0,A10019348711-1224,4745,EUR,gemma,01
COM,12,512401202,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. A10019348710-1224,-400.33,0,400.33,A10019348710-1224,4745,EUR,gemma,01
COM,12,512401202,19/12/2024,20/12/2024,GE,628103,Teléfonos Móviles,Orange Espagne. S.A.U.,330.85,330.85,0,A10019348710-1224,4745,EUR,gemma,01
COM,12,512401202,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Orange Espagne. S.A.U.,69.48,69.48,0,A10019348710-1224,4745,EUR,gemma,01
COM,12,512401203,19/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,SERVICEPLAN PARIS,-828.45,0,828.45,24110021,1355,EUR,gemma,01
COM,12,512401203,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 24110021,-3945,0,3945,24110021,1355,EUR,gemma,01
COM,12,512401203,19/12/2024,20/12/2024,GE,627090,Cegid Brand Integration,SERVICEPLAN PARIS,3945,3945,0,24110021,1355,EUR,gemma,01
COM,12,512401203,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,SERVICEPLAN PARIS,828.45,828.45,0,24110021,1355,EUR,gemma,01
COM,12,512401204,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. 24110022,-5260,0,5260,24110022,1355,EUR,gemma,01
COM,12,512401204,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,SERVICEPLAN PARIS,1104.6,1104.6,0,24110022,1355,EUR,gemma,01
COM,12,512401204,19/12/2024,20/12/2024,GE,627090,Cegid Brand Integration,SERVICEPLAN PARIS,5260,5260,0,24110022,1355,EUR,gemma,01
COM,12,512401204,19/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,SERVICEPLAN PARIS,-1104.6,0,1104.6,24110022,1355,EUR,gemma,01
COM,12,512401205,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. EU005478093,-10200,0,10200,EU005478093,2226,EUR,gemma,01
COM,12,512401205,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,CGI France SAS,2142,2142,0,EU005478093,2226,EUR,gemma,01
COM,12,512401205,19/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,CGI France SAS,-2142,0,2142,EU005478093,2226,EUR,gemma,01
COM,12,512401205,19/12/2024,20/12/2024,GE,440000,Deudores por prestaciones de servicios,CGI France SAS,10200,10200,0,EU005478093,2226,EUR,gemma,01
COM,12,512401206,16/12/2024,20/12/2024,GE,623110,IT Contractors,COS Mantenimiento. S.A.,10990.85,10990.85,0,FVR24-006850,4545,EUR,gemma,01
COM,12,512401206,16/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. FVR24-006850,-13298.93,0,13298.93,FVR24-006850,4545,EUR,gemma,01
COM,12,512401206,16/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,COS Mantenimiento. S.A.,2308.08,2308.08,0,FVR24-006850,4545,EUR,gemma,01
COM,12,512401207,16/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. FVR24-006363,-13298.93,0,13298.93,FVR24-006363,4545,EUR,gemma,01
COM,12,512401207,16/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,COS Mantenimiento. S.A.,2308.08,2308.08,0,FVR24-006363,4545,EUR,gemma,01
COM,12,512401207,16/12/2024,20/12/2024,GE,623110,IT Contractors,COS Mantenimiento. S.A.,10990.85,10990.85,0,FVR24-006363,4545,EUR,gemma,01
COM,12,512401208,18/12/2024,20/12/2024,GE,629302,Gasolina Vehículos personal,Solred. S.A.,681.16,681.16,0,A001342951,1216,EUR,gemma,01
COM,12,512401208,18/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. A001342951,-824.21,0,824.21,A001342951,1216,EUR,gemma,01
COM,12,512401208,18/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Solred. S.A.,143.05,143.05,0,A001342951,1216,EUR,gemma,01
COM,12,512401209,19/12/2024,20/12/2024,GE,623110,IT Contractors,COS Mantenimiento. S.A.,10990.85,10990.85,0,FVR24-007158,4545,EUR,gemma,01
COM,12,512401209,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. FVR24-007158,-13298.93,0,13298.93,FVR24-007158,4545,EUR,gemma,01
COM,12,512401209,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,COS Mantenimiento. S.A.,2308.08,2308.08,0,FVR24-007158,4545,EUR,gemma,01
COM,12,512401210,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,Cegid SMB. SAU,3446.49,3446.49,0,23-12400457,5025,EUR,ojeda,01
COM,12,512401210,19/12/2024,20/12/2024,GE,403000,Proveedores. Empresas del Grupo,S/Fra. 23-12400457,-19858.33,0,19858.33,23-12400457,5025,EUR,ojeda,01
COM,12,512401210,19/12/2024,20/12/2024,GE,217000,Equipos para Procesos de Información,Cegid SMB. SAU,1701.76,1701.76,0,23-12400457,5025,EUR,ojeda,01
COM,12,512401210,19/12/2024,20/12/2024,GE,649001,Comedor de empresa y ticket restaurante,Cegid SMB. SAU,14623.28,14623.28,0,23-12400457,5025,EUR,ojeda,01
COM,12,512401210,19/12/2024,20/12/2024,GE,623094,Otros Asesores,Cegid SMB. SAU,86.8,86.8,0,23-12400457,5025,EUR,ojeda,01
COM,12,512401211,19/12/2024,20/12/2024,GE,206009,Aplicaciones informáticas en curso,CERITEK SARL.,6375,6375,0,22044319,1305,EUR,ojeda,01
COM,12,512401211,19/12/2024,20/12/2024,GE,400000,Cuenta mayor de proveedores,S/Fra. 22044319,-6375,0,6375,22044319,1305,EUR,ojeda,01
COM,12,512401211,19/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,CERITEK SARL.,-1338.75,0,1338.75,22044319,1305,EUR,ojeda,01
COM,12,512401211,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,CERITEK SARL.,1338.75,1338.75,0,22044319,1305,EUR,ojeda,01
COM,12,512401212,19/12/2024,20/12/2024,GE,410000,Cuenta mayor de acreedores,S/Fra. EU005480791,-16150,0,16150,EU005480791,2226,EUR,ojeda,01
COM,12,512401212,19/12/2024,20/12/2024,GE,217000,Equipos para Procesos de Información,CGI France SAS,16150,16150,0,EU005480791,2226,EUR,ojeda,01
COM,12,512401212,19/12/2024,20/12/2024,GE,477000,H.P.. IVA Repercutido,CGI France SAS,-3391.5,0,3391.5,EU005480791,2226,EUR,ojeda,01
COM,12,512401212,19/12/2024,20/12/2024,GE,472000,H.P..IVA Soportado Oper.Interiores,CGI France SAS,3391.5,3391.5,0,EU005480791,2226,EUR,ojeda,01
GRL,12,312400001,01/12/2024,02/01/2024,GE,163316,Intereses Cegid. SAS L/P,,553856.85,553856.85,0,Prev. Intereses 202311,1135,EUR,silviamunoz,01
GRL,12,312400001,01/12/2024,02/01/2024,GE,662005,Intereses deudas con empresas del grupo,,-553856.85,0,553856.85,Prev. Intereses 202311,1135,EUR,silviamunoz,01
GRL,12,312400002,01/12/2024,02/01/2024,GE,163316,Intereses Cegid. SAS L/P,,-550213.11,0,550213.11,Prev. Intereses 202311,1135,EUR,silviamunoz,01
GRL,12,312400002,01/12/2024,02/01/2024,GE,662005,Intereses deudas con empresas del grupo,,550213.11,550213.11,0,Prev. Intereses 202311,1135,EUR,silviamunoz,01
GRL,12,312400003,01/12/2024,02/01/2024,GE,163316,Intereses Cegid. SAS L/P,,-553856.85,0,553856.85,Prev. Intereses 202311,1135,EUR,silviamunoz,01
GRL,12,312400003,01/12/2024,02/01/2024,GE,662005,Intereses deudas con empresas del grupo,,553856.85,553856.85,0,Prev. Intereses 202311,1135,EUR,silviamunoz,01
GRL,12,312400004,01/12/2024,02/01/2024,GE,163316,Intereses Cegid. SAS L/P,,550213.11,550213.11,0,Prev. Intereses 202311,1135,EUR,silviamunoz,01
GRL,12,312400004,01/12/2024,02/01/2024,GE,662005,Intereses deudas con empresas del grupo,,-550213.11,0,550213.11,Prev. Intereses 202311,1135,EUR,silviamunoz,01
GRL,12,312400690,01/12/2024,05/12/2024,GE,163316,Intereses Cegid. SAS L/P,Prev. Intereses 202411,554939.58,554939.58,0,Anulación Prev. Intereses 202411,2202,EUR,silviamunoz,01
GRL,12,312400690,01/12/2024,05/12/2024,GE,662005,Intereses deudas con empresas del grupo,Prev. Intereses 202411,-554939.58,0,554939.58,Anulación Prev. Intereses 202411,2202,EUR,silviamunoz,01
GRL,12,312400691,01/12/2024,05/12/2024,GE,163316,Intereses Cegid. SAS L/P,Prev. Intereses 202411,-500995.93,0,500995.93,Prev. Intereses 202411,2202,EUR,silviamunoz,01
GRL,12,312400691,01/12/2024,05/12/2024,GE,662005,Intereses deudas con empresas del grupo,Prev. Intereses 202411,500995.93,500995.93,0,Prev. Intereses 202411,2202,EUR,silviamunoz,01
GRL,12,312400692,01/12/2024,05/12/2024,GE,514315,Intereses Cegid. SAS,Prev. Intereses 202411,260743.24,260743.24,0,Prev. Intereses 202411,2202,EUR,silviamunoz,01
GRL,12,312400692,01/12/2024,05/12/2024,GE,662005,Intereses deudas con empresas del grupo,Prev. Intereses 202411,-260743.24,0,260743.24,Prev. Intereses 202411,2202,EUR,silviamunoz,01
GRL,12,312400693,01/12/2024,05/12/2024,GE,514315,Intereses Cegid. SAS,Prev. Intereses 202411,-243476.37,0,243476.37,Prev. Intereses 202411,2202,EUR,silviamunoz,01
GRL,12,312400693,01/12/2024,05/12/2024,GE,662005,Intereses deudas con empresas del grupo,Prev. Intereses 202411,243476.37,243476.37,0,Prev. Intereses 202411,2202,EUR,silviamunoz,01
GRL,12,312400694,11/12/2024,11/12/2024,GE,440000,Deudores por prestaciones de servicios,Traspaso cuenta,40,40,0,,,EUR,ojeda,01
