Asiento,Comentario,Descripción,Cuenta,Debe,Haber
440,Enrique Ugalde,ENRIQUE UGALDE REBOLLO,4100025,26.893.86 ,
440,Enrique Ugalde,LA CAIXA 81270,5720700,,26.893.86 
441,Fernando Sebastian,FERNANDO SEBASTIAN SANZ,4100016,26.893.86 ,
441,Fernando Sebastian,LA CAIXA 81270,5720700,,26.893.86 
442,Xavier Escudero,XAVIER ESCUDERO RAFAS,4100009,26.893.86 ,
442,Xavier Escudero,LA CAIXA 81270,5720700,,26.893.86 
443,Francisco Boada,FRANCISCO BOADA ROS,4100366,25.428.07 ,
443,Francisco Boada,LA CAIXA 81270,5720700,,25.428.07 
444,Javier Julia,JAVIER JULIA CORUJO,4100365,25.428.07 ,
444,Javier Julia,LA CAIXA 81270,5720700,,25.428.07 
445,Enrique Salamero,ENRIQUE SALAMERO LAORDEN,4100364,25.428.07 ,
445,Enrique Salamero,LA CAIXA 81270,5720700,,25.428.07 
556,Mallorca (MA),MALLORCA TALLERES ARTESANOS. S.L.,4100176,25.95 ,
556,Mallorca (MA),VISAS,5200001,,25.95 
251043,Endesa x serv.,ENDESA X SERVICIOS. S.L.,4000692,32.40 ,
251043,Endesa x serv.,ENDESA ENERGIA. S.A.,4000068,,32.40 
251044,Anticipo,ANTICIPOS DE REMUNERAC.  ,4600000,100.00 ,
251044,Anticipo,REMUNERAC.PENDIENTES PAGO,4650000,,100.00 
251894,Taxis,PROVEEDORES VARIOS,4005000,,220.00 
251894,Taxis,TRANSPORTES              ,6240000,220.00 ,
252220,Taxis (FS),PROVEEDORES VARIOS,4005000,220.00 ,
252220,Taxis (FS),VISAS,5200001,,220.00 
,,,,,
Fecha: 29/02/2024,,,,,
348,S.social empresa,SEGURIDAD SOCIAL         ,6420000,70.611.34 ,
348,S.social empresa,ORGAN.S.SOCIAL ACREEDORES,4760000,,70.611.34 
349,Nominas febrero,SUELDOS Y SALARIOS       ,6400000,380.634.62 ,
349,Nominas febrero,HDA. P.ACREED.RETENCIONES,4751000,,128.989.21 
349,Nominas febrero,HDA.P.RETENCIONES NO RESIDENTES,4751500,,1.900.00 
349,Nominas febrero,ORGAN.S.SOCIAL ACREEDORES,4760000,,13.914.08 
349,Guarderia,OTROS GASTOS SOCIALES    ,6490000,,1.509.00 
349,Seguro médico,SEGURO MEDICO EMPLEADOS,6250001,,651.45 
349,Anticipo,ANTICIPOS DE REMUNERAC.  ,4600000,,100.00 
349,Nominas febrero,REMUNERAC.PENDIENTES PAGO,4650000,,233.570.88 
446,S.social enero,ORGAN.S.SOCIAL ACREEDORES,4760000,22.580.83 ,
446,S.social enero,LA CAIXA 81270,5720700,,22.580.83 
447,S.social enero,ORGAN.S.SOCIAL ACREEDORES,4760000,64.014.72 ,
447,S.social enero,LA CAIXA 81270,5720700,,64.014.72 
448,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
448,comision,LA CAIXA 81270,5720700,,0.20 
449,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
449,comision,LA CAIXA 81270,5720700,,0.20 
450,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
450,comision,LA CAIXA 81270,5720700,,0.20 
451,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
451,comision,LA CAIXA 81270,5720700,,0.20 
452,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
452,comision,LA CAIXA 81270,5720700,,0.20 
453,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
453,comision,LA CAIXA 81270,5720700,,0.20 
473,Retribucion Administrador,SUELDOS Y SALARIOS       ,6400000,500.00 ,
473,Retribucion Administrador,Retencion Administrador,4751600,,175.00 
473,Retribucion Administrador,REMUNERAC.PENDIENTES PAGO,4650000,,325.00 
474,Retribucion Administrador,Retencion Administrador,4751600,175.00 ,
474,Retribucion Administrador,HDA. P.ACREED.RETENCIONES,4751000,,175.00 
475,Samuel de Román s/fra.0004,DE ROMAN PEREZ. SAMUEL,4000680,,212.00 
475,Samuel de Román s/fra.0004,HDA.P. RETENCION PROFESIONALES,4751300,,30.00 
475,Samuel de Román s/fra.0004,HDA.P.IVA SOPORTADO      ,4720000,42.00 ,
475,Samuel de Román s/fra.0004,OTROS SERVICIOS          ,6290000,200.00 ,
476,Cabify España s/fra.ESP24F28923,CABIFY ESPAÑA. S.A.,4000217,,285.30 
476,Cabify España s/fra.ESP24F28923,HDA.P.IVA SOPORTADO      ,4720000,25.94 ,
476,Cabify España s/fra.ESP24F28923,TRANSPORTES              ,6240000,259.36 ,
477,Mutua madrileña s/fra.1-240401,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041,,44.888.18 
477,Mutua madrileña s/fra.1-240401,HDA.P.IVA SOPORTADO      ,4720000,7.790.51 ,
477,Mutua madrileña s/fra.1-240401,ARRENDAMIENTOS           ,6210000,37.097.67 ,
478,Mutua madrileña s/fra.1-240402,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041,,10.790.50 
478,Mutua madrileña s/fra.1-240402,HDA.P.IVA SOPORTADO      ,4720000,1.872.73 ,
478,Mutua madrileña s/fra.1-240402,SUMINISTROS Y GASTOS DE COMUNIDAD,6210001,8.917.77 ,
479,Serv.int.mant.Simalga s/fra.24/2/0345,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651,,65.35 
479,Serv.int.mant.Simalga s/fra.24/2/0345,HDA.P.IVA SOPORTADO      ,4720000,11.34 ,
479,Serv.int.mant.Simalga s/fra.24/2/0345,REPARACIONES Y CONSERVAC.,6220000,54.01 ,
480,Momoon Ecoff s/fra.24020111,MOMNOON ECOFF. S.L.,4000734,,423.24 
480,Momoon Ecoff s/fra.24020111,HDA.P.IVA SOPORTADO      ,4720000,38.48 ,
480,Momoon Ecoff s/fra.24020111,ALIMENTACIÓN,6291900,384.76 ,
481,Publicacione alimarket s/fra.D2240602,PUBLICACIONES ALIMARKET. S.A.,4000039,,3.894.03 
481,Publicacione alimarket s/fra.D2240602,HDA.P.IVA SOPORTADO      ,4720000,384.03 ,
481,Publicacione alimarket s/fra.D2240602,SUSCRIPCIONES,6296000,3.510.00 ,
484,Menaje y mas s/fra.24M0032,MENAJE Y MAS. S.L.,4000797,,243.88 
484,Menaje y mas s/fra.24M0032,HDA.P.IVA SOPORTADO      ,4720000,42.33 ,
484,Menaje y mas s/fra.24M0032,MATERIAL DE OFICINA      ,6292000,201.55 ,
485,Siemens renting s/fra.53140104580830,SIEMENS RENTING. S.A.,4000543,,61.69 
485,Siemens renting s/fra.53140104580830,HDA.P.IVA SOPORTADO      ,4720000,10.71 ,
485,Siemens renting s/fra.53140104580830,ARRENDAMIENTOS           ,6210000,50.98 ,
486,Zara home s/fra.A9900/1090,ZARA HOME ESPAÑA. S.A.,4100164,,149.85 
486,Zara home s/fra.A9900/1090,HDA.P.IVA SOPORTADO      ,4720000,26.01 ,
486,Zara home s/fra.A9900/1090,MATERIAL DE OFICINA      ,6292000,123.84 ,
487,Llorente y Cuenca Madrid s/fra.FR-0247,LLORENTE Y CUENCA MADRID. S.L.,4000521,,1.128.93 
487,Llorente y Cuenca Madrid s/fra.FR-0247,HDA.P.IVA SOPORTADO      ,4720000,195.93 ,
487,Llorente y Cuenca Madrid s/fra.FR-0247,SERV.PROFES.INDEPENDIENT.,6230000,933.00 ,
488,Informa DyB S/FRA.1800396939,INFORMA D&B.  S.A.,4100171,,6.860.70 
488,Informa DyB S/FRA.1800396939,HDA.P.IVA SOPORTADO      ,4720000,1.190.70 ,
488,Informa DyB S/FRA.1800396939,SUSCRIPCIONES,6296000,5.670.00 ,
493,Notarios Monte Esquinza s/fra.B6121,NOTARIOS MONTE ESQUINZA,4000054,,71.60 
493,Notarios Monte Esquinza s/fra.B6121,HDA.P. RETENCION PROFESIONALES,4751300,,9.92 
493,Notarios Monte Esquinza s/fra.B6121,HDA.P.IVA SOPORTADO      ,4720000,13.89 ,
493,Notarios Monte Esquinza s/fra.B6121,SERV.PROFES.INDEPENDIENT.,6230000,67.63 ,
494,BSH Electrodomesticos s/fra.94458890,BSH ELECTRODOMESTICOS ESPAÑA. S.A.,4000391,,68.50 
494,BSH Electrodomesticos s/fra.94458890,HDA.P.IVA SOPORTADO      ,4720000,11.89 ,
494,BSH Electrodomesticos s/fra.94458890,REPARACIONES Y CONSERVAC.,6220000,56.61 ,
495,Josel s/fra.P/10331/24,JOSEL S.L.U.,4000187,,186.87 
495,Josel s/fra.P/10331/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
495,Josel s/fra.P/10331/24,ARRENDAMIENTOS           ,6210000,154.44 ,
496,Josel s/fra.P/10332/24,JOSEL S.L.U.,4000187,,186.87 
496,Josel s/fra.P/10332/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
496,Josel s/fra.P/10332/24,ARRENDAMIENTOS           ,6210000,154.44 ,
497,Josel s/fra.P/10333/24,JOSEL S.L.U.,4000187,,186.87 
497,Josel s/fra.P/10333/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
497,Josel s/fra.P/10333/24,ARRENDAMIENTOS           ,6210000,154.44 ,
498,Josel s/fra.P/10334/24,JOSEL S.L.U.,4000187,,121.00 
498,Josel s/fra.P/10334/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
498,Josel s/fra.P/10334/24,ARRENDAMIENTOS           ,6210000,100.00 ,
499,Josel s/fra.P/10335/24,JOSEL S.L.U.,4000187,,121.00 
499,Josel s/fra.P/10335/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
499,Josel s/fra.P/10335/24,ARRENDAMIENTOS           ,6210000,100.00 ,
500,Josel s/fra.P/10336/24,JOSEL S.L.U.,4000187,,121.00 
500,Josel s/fra.P/10336/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
500,Josel s/fra.P/10336/24,ARRENDAMIENTOS           ,6210000,100.00 ,
501,Cxiome España s/fra.FAC-CXM2402-029,CXIOME ESPAÑA. S.A.,4000169,,4.773.43 
501,Cxiome España s/fra.FAC-CXM2402-029,HDA.P.IVA SOPORTADO      ,4720000,828.45 ,
501,Cxiome España s/fra.FAC-CXM2402-029,MANTENIMIENTO SOFTWARE,6221000,3.944.98 ,
502,STJ Advisors group s/fra.1462,STJ ADVISORS GROUP LIMITED,4100419,,12.500.00 
502,STJ Advisors group s/fra.1462,HDA.P.IVA SOPORTADO      ,4720000,2.625.00 ,
502,STJ Advisors group s/fra.1462,STJ ADVISORS GROUP LIMITED,6070419,12.500.00 ,
502,STJ Advisors group s/fra.1462,HDA.P.IVA REPERCUTIDO    ,4770000,,2.625.00 
503,Cxiome España s/fra.FAC-CXM2402-152,CXIOME ESPAÑA. S.A.,4000169,,25.17 
503,Cxiome España s/fra.FAC-CXM2402-152,HDA.P.IVA SOPORTADO      ,4720000,4.37 ,
503,Cxiome España s/fra.FAC-CXM2402-152,MANTENIMIENTO SOFTWARE,6221000,20.80 ,
504,Semola restauracion fra.0331012024,SEMOLA RESTAURACION. S.L.,4100127,,1.018.00 
504,Semola restauracion fra.0331012024,HDA.P.IVA SOPORTADO      ,4720000,92.55 ,
504,Semola restauracion fra.0331012024,COMIDAS EMPLEADOS,6292100,925.45 ,
506,Refinitiv s/fra.901318672,REFINITIV. S.L.,4100059,,10.508.85 
506,Refinitiv s/fra.901318672,HDA.P.IVA SOPORTADO      ,4720000,1.823.85 ,
506,Refinitiv s/fra.901318672,SUSCRIPCIONES,6296000,8.685.00 ,
507,Freepik company s/fra.INV-C-2024-5468167,FREEPIK COMPANY. S.L.,4000665,,12.09 
507,Freepik company s/fra.INV-C-2024-5468167,HDA.P.IVA SOPORTADO      ,4720000,2.10 ,
507,Freepik company s/fra.INV-C-2024-5468167,SUSCRIPCIONES,6296000,9.99 ,
508,Llorente y Cuenca s/abono.FRC-0078,LLORENTE Y CUENCA MADRID. S.L.,4000521,,-1.128.93 
508,Llorente y Cuenca s/abono.FRC-0078,HDA.P.IVA SOPORTADO      ,4720000,-195.93 ,
508,Llorente y Cuenca s/abono.FRC-0078,SERV.PROFES.INDEPENDIENT.,6230000,-933.00 ,
509,Llorente y Cuenca s/fra.FR-0271,LLORENTE Y CUENCA MADRID. S.L.,4000521,,752.62 
509,Llorente y Cuenca s/fra.FR-0271,HDA.P.IVA SOPORTADO      ,4720000,130.62 ,
509,Llorente y Cuenca s/fra.FR-0271,SERV.PROFES.INDEPENDIENT.,6230000,622.00 ,
510,Gabinete juridico s/fra.2017,GABINETE JURIDICO MF Y CA Abogados,4100024,,820.44 
510,Gabinete juridico s/fra.2017,HDA.P. RETENCION PROFESIONALES,4751300,,116.10 
510,Gabinete juridico s/fra.2017,HDA.P.IVA SOPORTADO      ,4720000,162.54 ,
510,Gabinete juridico s/fra.2017,SERV.PROFES.INDEPENDIENT.,6230000,774.00 ,
511,MyA Investment network s/fra.AZ/2,M&A INVESTMENT NETWORK. S.L.,4000710,,22.687.50 
511,MyA Investment network s/fra.AZ/2,HDA.P.IVA SOPORTADO      ,4720000,3.937.50 ,
511,MyA Investment network s/fra.AZ/2,SERV.PROFES.INDEPENDIENT.,6230000,18.750.00 ,
512,Mallorca s/fra.GE-49805,MALLORCA TALLERES ARTESANOS. S.L.,4100176,,25.95 
512,Mallorca s/fra.GE-49805,HDA.P.IVA SOPORTADO      ,4720000,2.73 ,
512,Mallorca s/fra.GE-49805,COMIDAS EMPLEADOS,6292100,23.22 ,
513,Seidor s/fra.802403087,SEIDOR CONSULTING,4000537,,943.80 
513,Seidor s/fra.802403087,HDA.P.IVA SOPORTADO      ,4720000,163.80 ,
513,Seidor s/fra.802403087,MANTENIMIENTO SOFTWARE,6221000,780.00 ,
514,Momoon ecoff s/fra.24022919,MOMNOON ECOFF. S.L.,4000734,,510.80 
514,Momoon ecoff s/fra.24022919,HDA.P.IVA SOPORTADO      ,4720000,46.44 ,
514,Momoon ecoff s/fra.24022919,ALIMENTACIÓN,6291900,464.36 ,
515,Martinez Ferrando y asoc.s/fra.046/2024,MARTINEZ FERRANDO Y ASOC.,4000003,,2.904.00 
515,Martinez Ferrando y asoc.s/fra.046/2024,HDA.P.IVA SOPORTADO      ,4720000,504.00 ,
515,Martinez Ferrando y asoc.s/fra.046/2024,SERV.PROFES.INDEPENDIENT.,6230000,2.400.00 ,
516,Prodigioso volcan s/fra.404/2024,PRODIGIOS VOLCAN. S.L.,4000635,,1.016.40 
516,Prodigioso volcan s/fra.404/2024,HDA.P.IVA SOPORTADO      ,4720000,176.40 ,
516,Prodigioso volcan s/fra.404/2024,PRODIGIOSO VOLCAN. S.L.,6070635,840.00 ,
517,Mas prevencion s/fra.F24041844,MAS PREVENCION. SERVICIO DE PREVENCION. S.L.U.,4000798,,106.64 
517,Mas prevencion s/fra.F24041844,RIESGOS LABORALES,6291800,106.64 ,
518,Mas prevencion s/fra.F24040230,MAS PREVENCION. SERVICIO DE PREVENCION. S.L.U.,4000798,,1.492.96 
518,Mas prevencion s/fra.F24040230,RIESGOS LABORALES,6291800,1.492.96 ,
519,Culligan water spain s/fra.2492661,CULLIGAN WATER SPAIN. S.L.,4000417,,65.68 
519,Culligan water spain s/fra.2492661,HDA.P.IVA SOPORTADO      ,4720000,11.40 ,
519,Culligan water spain s/fra.2492661,ALIMENTACIÓN,6291900,54.28 ,
520,Lyreco España s/fra.7340281580,LYRECO ESPAÑA..S.A.,4100111,,919.93 
520,Lyreco España s/fra.7340281580,HDA.P.IVA SOPORTADO      ,4720000,152.63 ,
520,Lyreco España s/fra.7340281580,MATERIAL DE OFICINA      ,6292000,767.30 ,
521,Multianau s/fra.FV24020144,MULTIANAU. S.L.,4000220,,3.706.47 
521,Multianau s/fra.FV24020144,HDA.P.IVA SOPORTADO      ,4720000,643.27 ,
521,Multianau s/fra.FV24020144,LIMPIEZA,6291500,3.063.20 ,
522,Simplefruit España s/fra.C-006823,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520,,383.18 
522,Simplefruit España s/fra.C-006823,ALIMENTACIÓN,6291900,383.18 ,
523,Reg.merc.Barcelona s/fra.2024/2063,REGISTRO MERCANTIL DE BARCELONA,4000206,,37.72 
523,Reg.merc.Barcelona s/fra.2024/2063,HDA.P.IVA SOPORTADO      ,4720000,6.55 ,
523,Reg.merc.Barcelona s/fra.2024/2063,SERV.PROFES.INDEPENDIENT.,6230000,31.17 ,
524,Reg.merc.Barcelona s/fra.2024/2063,REGISTRO MERCANTIL DE BARCELONA,4000206,37.72 ,
524,Reg.merc.Barcelona s/fra.2024/2063,COLEGIO DE REGISTRADORES,4100188,,37.72 
525,Reg.merc.Madrid s/fra.2024/2972,REGISTRO MERCANTIL DE MADRID,4100003,,10.88 
525,Reg.merc.Madrid s/fra.2024/2972,HDA.P.IVA SOPORTADO      ,4720000,1.89 ,
525,Reg.merc.Madrid s/fra.2024/2972,SERV.PROFES.INDEPENDIENT.,6230000,8.99 ,
526,Reg.merc.Madrid s/fra.2024/2972,REGISTRO MERCANTIL DE MADRID,4100003,10.88 ,
526,Reg.merc.Madrid s/fra.2024/2972,COLEGIO DE REGISTRADORES,4100188,,10.88 
527,Telefonica moviles s/fra.28-BAU1-013482,TELEFONICA MOVILES ESPAÑA. S.A.,4000004,,188.39 
527,Telefonica moviles s/fra.28-BAU1-013482,HDA.P.IVA SOPORTADO      ,4720000,32.70 ,
527,Telefonica moviles s/fra.28-BAU1-013482,COMUNICACIONES (TELEFONO),6281000,155.69 ,
528,Telefonica s/fra.60-B498-406960,TELEFONICA DE ESPAÑA. S.A.U.,4000013,,497.46 
528,Telefonica s/fra.60-B498-406960,HDA.P.IVA SOPORTADO      ,4720000,86.34 ,
528,Telefonica s/fra.60-B498-406960,COMUNICACIONES (TELEFONO),6281000,411.12 ,
529,Telefonica s/fra.60-B498-406961,TELEFONICA DE ESPAÑA. S.A.U.,4000013,,111.93 
529,Telefonica s/fra.60-B498-406961,HDA.P.IVA SOPORTADO      ,4720000,19.43 ,
529,Telefonica s/fra.60-B498-406961,COMUNICACIONES (TELEFONO),6281000,92.50 ,
530,Telefonica s/fra.TA78X0087290,TELEFONICA DE ESPAÑA. S.A.U.,4000013,,3.676.51 
530,Telefonica s/fra.TA78X0087290,HDA.P.IVA SOPORTADO      ,4720000,638.07 ,
530,Telefonica s/fra.TA78X0087290,COMUNICACIONES (TELEFONO),6281000,3.038.44 ,
531,Auara s/fra.11627,AUARA EMPRESA SOCIAL,4000697,,72.00 
531,Auara s/fra.11627,HDA.P.IVA SOPORTADO      ,4720000,6.55 ,
531,Auara s/fra.11627,ALIMENTACIÓN,6291900,65.45 ,
532,TFM s/fra.LCR129,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403,,98.53 
532,TFM s/fra.LCR129,HDA.P.IVA SOPORTADO      ,4720000,17.10 ,
532,TFM s/fra.LCR129,COMUNICACIONES (TELEFONO),6281000,81.43 ,
533,Mytaxi iberia s/fra.998-84230,MYTAXI IBERIA. S.L.,4000146,,540.41 
533,Mytaxi iberia s/fra.998-84230,HDA.P.IVA SOPORTADO      ,4720000,51.86 ,
533,Mytaxi iberia s/fra.998-84230,TRANSPORTES              ,6240000,488.55 ,
534,Mercadona s/fra.A-V2024-00000909624,MERCADONA. S.A.,4100121,,1.924.60 
534,Mercadona s/fra.A-V2024-00000909624,HDA.P.IVA SOPORTADO      ,4720000,175.49 ,
534,Mercadona s/fra.A-V2024-00000909624,ALIMENTACIÓN,6291900,1.749.11 ,
535,VB Global s/fra.BI-56043,VB GLOBAL GROUP. S.L.,4100402,,3.334.35 
535,VB Global s/fra.BI-56043,HDA.P.IVA SOPORTADO      ,4720000,317.55 ,
535,VB Global s/fra.BI-56043,GASTOS DE VIAJE          ,6291000,3.016.80 ,
536,VB Global s/fra.RGE-63263,VB GLOBAL GROUP. S.L.,4100402,,525.00 
536,VB Global s/fra.RGE-63263,HDA.P.IVA SOPORTADO      ,4720000,47.73 ,
536,VB Global s/fra.RGE-63263,GASTOS DE VIAJE          ,6291000,477.27 ,
537,Endesa energia s/fra.P24CON004573403,ENDESA ENERGIA. S.A.,4000068,,1.073.79 
537,Endesa energia s/fra.P24CON004573403,HDA.P.IVA SOPORTADO      ,4720000,186.36 ,
537,Endesa energia s/fra.P24CON004573403,SUMINISTROS ,6280000,887.43 ,
538,Endesa energia s/fra.PNR401N0067720,ENDESA ENERGIA. S.A.,4000068,,715.85 
538,Endesa energia s/fra.PNR401N0067720,HDA.P.IVA SOPORTADO      ,4720000,124.24 ,
538,Endesa energia s/fra.PNR401N0067720,SUMINISTROS ,6280000,591.61 ,
539,Endesa x servicios s/fra.E424NC00022261,ENDESA X SERVICIOS. S.L.,4000692,,16.20 
539,Endesa x servicios s/fra.E424NC00022261,HDA.P.IVA SOPORTADO      ,4720000,2.81 ,
539,Endesa x servicios s/fra.E424NC00022261,REPARACIONES Y CONSERVAC.,6220000,13.39 ,
540,Endesa x servicios s/fra.E424NC00025112,ENDESA X SERVICIOS. S.L.,4000692,,16.20 
540,Endesa x servicios s/fra.E424NC00025112,HDA.P.IVA SOPORTADO      ,4720000,2.81 ,
540,Endesa x servicios s/fra.E424NC00025112,REPARACIONES Y CONSERVAC.,6220000,13.39 ,
541,Endesa energia s/fra.PNR401N0067719,ENDESA ENERGIA. S.A.,4000068,,659.26 
541,Endesa energia s/fra.PNR401N0067719,HDA.P.IVA SOPORTADO      ,4720000,114.42 ,
541,Endesa energia s/fra.PNR401N0067719,SUMINISTROS ,6280000,544.84 ,
542,Rams Courier s/fra.R/24/0113,RAMS COURIER. S.L.,4000698,,114.18 
542,Rams Courier s/fra.R/24/0113,HDA.P.IVA SOPORTADO      ,4720000,19.82 ,
542,Rams Courier s/fra.R/24/0113,TRANSPORTES              ,6240000,94.36 ,
544,Amazon business s/fra.ES4CUFABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,18.17 
544,Amazon business s/fra.ES4CUFABEY,HDA.P.IVA SOPORTADO      ,4720000,3.82 ,
544,Amazon business s/fra.ES4CUFABEY,MATERIAL DE OFICINA      ,6292000,18.17 ,
544,Amazon business s/fra.ES4CUFABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,3.82 
546,Amazon business s/fra.ES4HDFABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,17.22 
546,Amazon business s/fra.ES4HDFABEY,HDA.P.IVA SOPORTADO      ,4720000,3.62 ,
546,Amazon business s/fra.ES4HDFABEY,MATERIAL DE OFICINA      ,6292000,17.22 ,
546,Amazon business s/fra.ES4HDFABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,3.62 
548,Amazon business s/fra.ES4LPRABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,23.96 
548,Amazon business s/fra.ES4LPRABEY,HDA.P.IVA SOPORTADO      ,4720000,5.03 ,
548,Amazon business s/fra.ES4LPRABEY,MATERIAL DE OFICINA      ,6292000,23.96 ,
548,Amazon business s/fra.ES4LPRABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,5.03 
549,Amazon business s/fra.ES4K0TABEY,AMAZON BUSINESS EU. S.A.R.L.,4000630,,26.04 
549,Amazon business s/fra.ES4K0TABEY,HDA.P.IVA SOPORTADO      ,4720000,5.47 ,
549,Amazon business s/fra.ES4K0TABEY,MATERIAL DE OFICINA      ,6292000,26.04 ,
549,Amazon business s/fra.ES4K0TABEY,HDA.P.IVA REPERCUTIDO    ,4770000,,5.47 
550,CSG s/fra.INV-PL-161221151-2024-1925,CSG. S.A.,4000799,,27.96 
550,CSG s/fra.INV-PL-161221151-2024-1925,HDA.P.IVA SOPORTADO      ,4720000,5.87 ,
550,CSG s/fra.INV-PL-161221151-2024-1925,MATERIAL DE OFICINA      ,6292000,27.96 ,
550,CSG s/fra.INV-PL-161221151-2024-1925,HDA.P.IVA REPERCUTIDO    ,4770000,,5.87 
551,AH Enterprise services s/fra.INV-IT-1754,AH ENTERPRISE SERVICES. GmbH,4000800,,27.25 
551,AH Enterprise services s/fra.INV-IT-1754,HDA.P.IVA SOPORTADO      ,4720000,5.72 ,
551,AH Enterprise services s/fra.INV-IT-1754,MATERIAL DE OFICINA      ,6292000,27.25 ,
551,AH Enterprise services s/fra.INV-IT-1754,HDA.P.IVA REPERCUTIDO    ,4770000,,5.72 
555,BSH Electrodomesticos (MA),BSH ELECTRODOMESTICOS ESPAÑA. S.A.,4000391,68.50 ,
555,BSH Electrodomesticos (MA),VISAS,5200001,,68.50 
558,Mercadona (MA),MERCADONA. S.A.,4100121,1.924.60 ,
558,Mercadona (MA),VISAS,5200001,,1.924.60 
560,Ecotaxi s/fra.ECOAB-2024-2-520,TAXI ECOLOGIC BCN,4000209,,207.84 
560,Ecotaxi s/fra.ECOAB-2024-2-520,HDA.P.IVA SOPORTADO      ,4720000,19.44 ,
560,Ecotaxi s/fra.ECOAB-2024-2-520,TRANSPORTES              ,6240000,188.40 ,
561,Portier eats s/fra.ES-B88515200-2024-F1-,PORTIER EATS SPAIN. S.L.,4000647,,2.810.77 
561,Portier eats s/fra.ES-B88515200-2024-F1-,HDA.P.IVA SOPORTADO      ,4720000,49.58 ,
561,Portier eats s/fra.ES-B88515200-2024-F1-,COMIDAS EMPLEADOS,6292100,2.761.19 ,
562,Uber s/fra.12-2024-0000001,UBER. B.V. / AEROCITY. S.L.,4000703,,217.08 
562,Uber s/fra.12-2024-0000001,HDA.P.IVA SOPORTADO      ,4720000,19.73 ,
562,Uber s/fra.12-2024-0000001,TRANSPORTES              ,6240000,197.35 ,
564,Adobe Systems s/fra.IEE2024001445576,ADOBE SYSTEMS SOFTWARE,4000117,,19.99 
564,Adobe Systems s/fra.IEE2024001445576,HDA.P.IVA SOPORTADO      ,4720000,4.20 ,
564,Adobe Systems s/fra.IEE2024001445576,OTROS SERVICIOS          ,6290000,19.99 ,
564,Adobe Systems s/fra.IEE2024001445576,HDA.P.IVA REPERCUTIDO    ,4770000,,4.20 
565,Adobe Systems s/fra.IEE2024001683299,ADOBE SYSTEMS SOFTWARE,4000117,,19.99 
565,Adobe Systems s/fra.IEE2024001683299,HDA.P.IVA SOPORTADO      ,4720000,4.20 ,
565,Adobe Systems s/fra.IEE2024001683299,OTROS SERVICIOS          ,6290000,19.99 ,
565,Adobe Systems s/fra.IEE2024001683299,HDA.P.IVA REPERCUTIDO    ,4770000,,4.20 
566,Ricoh España s/fra.844508544,RICOH ESPAÑA. S.L.,4000040,,754.58 
566,Ricoh España s/fra.844508544,HDA.P.IVA SOPORTADO      ,4720000,130.96 ,
566,Ricoh España s/fra.844508544,ARRENDAMIENTOS           ,6210000,623.62 ,
567,Pillalos tiayde s/fra.2024/03/AZ,PILLALOS TIAYDE. S.L.,4000619,,3.942.00 
567,Pillalos tiayde s/fra.2024/03/AZ,HDA.P.IVA SOPORTADO      ,4720000,358.36 ,
567,Pillalos tiayde s/fra.2024/03/AZ,COMIDAS EMPLEADOS,6292100,3.583.64 ,
568,Pillalos tiayde s/fra.2024/04/AZ,PILLALOS TIAYDE. S.L.,4000619,,3.509.99 
568,Pillalos tiayde s/fra.2024/04/AZ,HDA.P.IVA SOPORTADO      ,4720000,319.09 ,
568,Pillalos tiayde s/fra.2024/04/AZ,COMIDAS EMPLEADOS,6292100,3.190.90 ,
569,Carlos Tellez s/fra.0282,CARLOS TELLEZ ISLA,4100018,,26.893.86 
569,Carlos Tellez s/fra.0282,HDA.P. RETENCION PROFESIONALES,4751300,,3.805.74 
569,Carlos Tellez s/fra.0282,HDA.P.IVA SOPORTADO      ,4720000,5.328.03 ,
569,Carlos Tellez s/fra.0282,CARLOS TELLEZ,6070018,25.371.57 ,
570,Enrique Salamero s/fra.86/2024,ENRIQUE SALAMERO LAORDEN,4100364,,25.428.06 
